English,French,German,Arabic
POSIX named classes are supported only within a class,Les classes nommées selon la norme POSIX sont uniquement prises en charge dans une classe,POSIX-benannte Klassen werden nur innerhalb einer Klasse unterstützt,أصناف POSIX المسماة مدعومة فقط داخل صنف
Partial character sequence at end of input,Séquence de caractères incomplète en fin d’entrée,Bruchstückhafte Zeichenfolge am Eingabeende,تتابع محارف جزئي عند نهاية الدخْل
Quoted text doesn't begin with a quotation mark,,,النص المقتبس لا يبدأ بعلامة اقتباس
SELinux context must be non-NULL,Le contexte SELinux ne doit pas être « NULL »,SELinux-Kontext darf nicht NULL sein,يجب ألا يكون سياق SELinux صفرا
SELinux is not enabled on this system,SELinux n’est pas activé sur ce système,SELinux ist auf diesem System nicht aktiviert,‏SELinux ليس مفعلا على هذا النظام
Sat,sam.,Sa,سبت
Saturday,samedi,Samstag,السبت
Seek not supported on base stream,Le positionnement n’est pas pris en charge sur le flux de base,Suchen im Basis-Datenstrom nicht unterstützt,عملية السعي غير مُدعمة على الدَفق الأساسي
Seek not supported on stream,Le positionnement n’est pas pris en charge sur le flux,Suchen im Datenstrom nicht unterstützt,عملية السعي البحث غير مُدعمة على الدَفق
Sep,sept.,Sep,سبتمبر
September,septembre,September,سبتمبر
Setting attribute %s not supported,La définition de l’attribut %s n’est pas prise en charge,Setzen des Attributs %s nicht unterstützt,ضبط الصفة %s غير مُدَعَّم
Show all help options,Affiche toutes les options de l’aide,Alle Hilfeoptionen anzeigen,اعرض كل خيارات المساعدة
Show help options,Affiche les options de l’aide,Hilfeoptionen anzeigen,اعرض خيارات المساعدة
Source stream is already closed,Le flux source est déjà fermé,Quelldatenstrom ist bereits geschlossen,دَفْقُ المَصدر سبق إغلاقه
Stream doesn't support queryinfo,,,الدَفق لا يدعم queryinfo
Stream has outstanding operation,Le flux a une opération en cours,Datenstrom hat noch einen ausstehenden Vorgang,للدَفق عملية عالقة
Stream is already closed,Le flux est déjà fermé,Datenstrom ist bereits geschlossen,سبق إغلاق الدَفق
Sun,dim.,So,أحد
Sunday,dimanche,Sonntag,الأحد
Symbolic links not supported,Liens symboliques non pris en charge,Symbolische Verknüpfungen nicht unterstützt,الوصلات الرمزية غير مدعومة
Target file exists,Le fichier cible existe,Zieldatei existiert,الملف الهدف موجود مسبّقا
Target file is a directory,Le fichier cible est un répertoire,Zieldatei ist ein Ordner,الملف الهدف هو دليل
Target file is not a regular file,Le fichier cible n’est pas un fichier standard,Zieldatei ist keine reguläre Datei,الملف الهدف هو ليس ملفًا عاديًا
Template '%s' doesn't contain XXXXXX,,,لا يحتوي القالب '%s' على XXXXXX
"Template '%s' invalid, should not contain a '%s'",,,القالب '%s' غير سليم، لا يجب أن يحتوي على '%s'
Text ended before matching quote was found for %c. (The text was '%s'),,,انتهى النص قبل ايجاد المُقتَبَس لـ%c (النص كان '%s')
Text ended just after a '\' character. (The text was '%s'),,,انتهى النص بعد المحرف '\' (النص كان '%s')
Text was empty (or contained only whitespace),Le texte était vide (ou ne contenait que des espaces),Text war leer (oder enthielt nur Leerraum),كان النص فارغا (أو كان يحتوي على فراغ أبيض)
The URI '%s' contains invalidly escaped characters,,,المسار '%s' يحتوي على محارف خلوص غير سليمة
The URI '%s' is invalid,,,المسار '%s' غير سليم
"The URI '%s' is not an absolute URI using the ""file"" scheme",,,"المسار '%s' ليس مسارا مطلقا باستخدام المخطط ""file"""
The connection is closed,La connexion est fermée,Verbindung ist geschlossen,الاتصال مغلق
The file was externally modified,Le fichier a été modifié extérieurement,Die Datei wurde extern verändert,تمّ تعديل الملف خارجيّا
The hostname of the URI '%s' is invalid,,,اسم مستضيف المسار '%s' غير سليم
The local file URI '%s' may not include a '#',,,ملف المسار المحلي '%s' لا يمكن أن يحتوي على '#'
The pathname '%s' is not an absolute path,,,اسم المسار '%s' ليس مسارا كاملا
There is no GCredentials support for your platform,Il n’y a pas de prise en charge de GCredentials pour votre plate-forme,Es gibt auf Ihrer Plattform keine Unterstützung für GCredentials,لم تدعم GCredentials على هذه المنصة
Thu,jeu.,Do,خميس
Thursday,jeudi,Donnerstag,الخميس
Timeout was reached,Le délai d’attente est dépassé,Zeitüberschreitung wurde erreicht,انتهت المهلة
Too large count value passed to %s,La valeur de comptage fournie à %s est trop grande,Zu großer Zählwert an %s übermittelt,مُرِّرت قيمة كبيرة جدّا إلى %s
Trash not supported,La corbeille n’est pas prise en charge,Papierkorb nicht unterstützt,المهملات غير مدعومة
Truncate not allowed on input stream,La troncature n’est pas autorisée sur un flux d’entrée,Abschneiden des Eingabedatenstroms nicht erlaubt,البَتْرُ غير مسموح به على دَفق الإدخال
Truncate not supported on base stream,La troncature n’est pas prise en charge sur le flux de base,Abschneiden wird vom Basis-Datenstrom nicht unterstützt,البَتْرُ غير مدعم على الدَفق الأساسي
Truncate not supported on stream,La troncature n’est pas prise en charge sur le flux,Abschneiden wird vom Datenstrom nicht unterstützt,البَتْرُ غير مدعم على الدَفق
Tue,mar.,Di,ثلاثاء
Tuesday,mardi,Dienstag,الثلاثاء
URIs not supported,,,المسارات غير مدعومة
Unable to create trash dir %s: %s,,,تعذّر إنشاء مجلد سلة المهملات %s: ‏%s
Unable to create trashing info file: %s,,,تعذّر إنشاء ملف المُهْملات: %s
Unable to find default local directory monitor type,,,تعذّر ايجاد نوع المراقبة للدليل المحلي الافتراضي
Unable to find default local file monitor type,Impossible de trouver le type de moniteur de fichier local par défaut,Vorgegebener Überwachungstyp für lokale Dateien konnte nicht gefunden werden,تعذّر إيجاد نوع المراقبة للملف المحلي الافتراضي
Unable to find or create trash directory,,,تعذّر ايجاد أو إنشاء دليل المهملات
Unable to find terminal required for application,Impossible de trouver le terminal requis par l’application,Für die Anwendung benötigtes Terminal konnte nicht gefunden werden,تعذّر إيجاد الطرفية المطلوبة للتطبيق
Unable to find toplevel directory for trash,,,تعذّر إيجاد دليل المستوى الأعلى للمهملات
Unable to trash file: %s,,,تعذّر نقل الملف: %s إلى المهملات
Unexpected attribute '%s' for element '%s',,,صفة غير متوقّعة '%s' للعنصر '%s'
Unexpected early end-of-stream,Fin précoce de flux inattendue,Unerwartet frühes Datenstromende,نهاية دَفق غير متوقّعة وغير متوقعة
Unexpected error in giochannelwin32poll() reading data from a child process,Erreur inattendue dans giochannelwin32poll() lors de la lecture des données depuis un processus fils,Unerwarteter Fehler in giochannelwin32poll() beim Lesen aus dem Kindprozess,خطأ غير متوقع في giochannelwin32poll() أثناء القراءة من عملية ابنة
Unexpected error in select() reading data from a child process (%s),,,خطأ غير متوقع في select() أثناء قراءة البيانات من العملية الإبنة (%s)
Unexpected error in waitpid() (%s),Erreur inattendue dans waitpid() (%s),Unerwarteter Fehler in waitpid() (%s),خطأ غير متوقع في waitpid() (%s)
Unexpected tag '%s' inside '%s',,,وسْم غير متوقّع '%s' داخل '%s'
"Unexpected tag '%s', tag '%s' expected",,,وسْم غير متوقع '%s'، توقّعت الوسْم '%s'
Unknown command %s,Commande inconnue %s,Unbekannter Befehl %s,أمرٌ مجهول %s
"Unknown error executing child process ""%s""",,,"خطأ غير معروف أثناء تنفيذ العملية الإبنة ""%s"""
Unknown option %s,Option inconnue %s,Unbekannte Option %s,خيار مجهول %s
Unknown type,Type inconnu,Unbekannter Typ,نوع مجهول
Unmatched quotation mark in command line or other shell-quoted text,Guillemets de fermeture introuvables dans la ligne de commande ou autre texte rapporté,Unbalanciertes Anführungszeichen in Befehlszeile oder anderem Text in Shellquotes,علامة اقتباس غير مطابقة في سطر الأوامر أو نص منقول من الصدفة
Unnamed,Sans nom,Unbenannt,غير مسمّى
Usage:,Utilisation :,Aufruf:,الاستخدام:
Valid key file could not be found in search dirs,Impossible de trouver un fichier de clés valide dans les répertoires de recherche,Es wurde keine gültige Schlüsselwertedatei in den Suchordnern gefunden,لا يمكن إيجاد ملف مفتاح صحيح في دلائل البحث
Value '%s' cannot be interpreted as a boolean.,,,لا يمكن تفسير القيمة '%s' كعدد منطقي.
Value '%s' cannot be interpreted as a float number.,,,لا يمكن تفسير القيمة '%s' كعدد عشري.
Value '%s' cannot be interpreted as a number.,,,لا يمكن تفسير القيمة '%s' كعدد.
Wed,mer.,Mi,أربعاء
Wednesday,mercredi,Mittwoch,الأربعاء
[OPTION...],,,[خيار...]
\ at end of pattern,\ à la fin du motif,\ am Ende des Ausdrucks,\ في نهاية النمط
\C not allowed in lookbehind assertion,\C n’est pas autorisé dans l’assertion « lookbehind »,\C nicht erlaubt in rückblickender Annahme,‏\C غير مسموحة له عند العثور الخلفي
\c at end of pattern,\c à la fin du motif,\c am Ende des Ausdrucks,‏\c في نهاية النمط
\g is not followed by a braced name or an optionally braced non-zero number,,,‏\g  غير متبوعة باسم قوس أو عدد بقوس
assertion expected after (?(,une assertion est attendue après (?(,Annahme erwartet nach (?(,مصادقة منتظرة بعد (?(
association changes not supported on win32,,,تغيير الترابطات غير مدعوم على win32
back references as conditions are not supported for partial matching,les références inverses utilisées comme conditions ne sont pas prises en charge pour une correspondance partielle,Rückreferenzen als Bedingungen werden für teilweise Übereinstimmung nicht unterstützt,المراجع الرجعية غير مدعومة كشرط للتطابق الجزئي
backtracking limit reached,,,وُصِلَ للحد المسموح به من أمكنة الرجوع للوراء
"case-changing escapes (\l, \L, \u, \U) are not allowed here",,,"خلوصات تغيير المحارف (\l, \L, \u, \U) غير مسموح بها هنا"
character value in \x{...} sequence is too large,la valeur du caractère dans la séquence \x{…} est trop grande,Der Wert des Zeichens in der \x{…}-Sequenz ist zu groß,قيمة الرمز في سلسلة  \x{...} كبيرة جدًا
code overflow,dépassement de code,Code-Überlauf,فيضان الرموز
conditional group contains more than two branches,un groupe conditionnel contient plus de deux branches,Bedingte Gruppe enthält mehr als zwei Verzweigungen,المجموعة الشرطية تحتوي على أكثر من فرعين
corrupted object,objet endommagé,Beschädigtes Objekt,كائن تالف
digit expected,chiffre attendu,Ziffer erwartet,رقم متوقع
drive doesn't implement eject,,,محرك الأقراص لا يدعم الإخراج
drive doesn't implement eject or ejectwithoperation,,,محرك الأقراص لا يدعم eject أو ejectwithoperation
drive doesn't implement polling for media,,,محرك الأقراص لا يدعم جسّ الوسائط
drive doesn't implement start,,,محرك الأقراص لا يدعم البدء
drive doesn't implement stop,,,محرك الأقراص لا يدعم الإيقاف
failed to get memory,,,فشل تلقي الذاكرة
hexadecimal digit expected,chiffre hexadécimal attendu,Hexadezimalzahl erwartet,رقم من نظام 16 متوقع
hexadecimal digit or '}' expected,,,رقم من نظام 16 أو '}' متوقع
illegal symbolic reference,référence symbolique illégale,Illegale symbolische Referenz,مرجع كيان غير صحيح
inconsistent NEWLINE options,options NEWLINE inconsistantes,Inkonsistente NEWLINE-Optionen,خيارات NEWLINE غير صحيحة
internal error,erreur interne,Interner Fehler,خطأ داخلي
internal error or corrupted object,,,خطأ داخلي أو كائن تالف
invalid combination of newline flags,,,ائتلاف غير صحيح لأعلمة السطر الجديد
invalid condition (?(0),,,شرط غير صحيح (?(0)
invalid escape sequence in character class,séquence d’échappement non valide dans la classe de caractère,Ungültige Escape-Sequenz in Zeichenklasse,سلسلة غير سليمة
lookbehind assertion is not fixed length,l’assertion « lookbehind » n’a pas de longueur fixe,Rückblickende Annahme hat keine feste Länge,مصادقة العثور الخلفي ليست بحجم واحد
malformed \P or \p sequence,séquence \P ou \p mal formée,Fehlerhafte \P- oder \p-Sequenz,سلسلة \P أو  \p سيئة التركيب
malformed number or name after (?(,nom ou nombre non conforme après (?(,Falsch formatierte Zahl oder Name nach (?(,اسم أو عدد غير صحيح بعد (?(
missing '<' in symbolic reference,,,'<' غير موجود في المرجع الرمزي
missing ) after comment,« ) » manquante après un commentaire,fehlende ) nach Kommentar,الرمز ) غير موجود بعد التعليق
missing terminating ),) de terminaison manquante,Abschließende ) fehlt,القوس الغالق غير موجود )
missing terminating ] for character class,caractère terminaison ] manquant pour la classe de caractère,Terminierendes ] für Zeichenklasse fehlt,الرمز  ] غير موجود
missing terminator in subpattern name,terminaison manquante dans le nom du sous-motif,Terminierung im Namen des Unterausdrucks fehlt,منهي غير موجود في اسم القالب الداخلي
"mount doesn't implement ""eject""",,,"نقطة الوصْل لا تدعم ""الإخراج"""
"mount doesn't implement ""eject"" or ""ejectwithoperation""",,,"نقطة الوصل لا تدعم ""eject"" أو ""ejectwithoperation"""
"mount doesn't implement ""remount""",,,"نقطة الوصل لا تدعم ""إعادة الوصل"""
"mount doesn't implement ""unmount""",,,"نقطة الوصل لا تدعم ""الفصل"""
"mount doesn't implement ""unmount"" or ""unmountwithoperation""",,,"نقطة الوصل لا تدعم ""unmount"" أو ""unmountwithoperation"""
mount doesn't implement content type guessing,,,نقطة الوصل لا تدعم تخمين نوع المحتوى
mount doesn't implement synchronous content type guessing,,,نقطة الوصل لا تدعم التخمين المتزامن لنوع المحتوى
nothing to repeat,rien à répéter,Nichts zum Wiederholen,لا شيئ للإعادة
number too big in {} quantifier,nombre trop grand dans le quantificateur {},Ziffer zu groß in {}-Quantifizierer,العدد كبير جدا في المكمم {}
numbers out of order in {} quantifier,nombres en désordre dans le quantificateur {},Ziffern wirkungslos in {}-Quantifizierer,الأعداد خارج التغطية في المكمم {}
octal value is greater than \377,la valeur octale est plus grande que \377,Oktaler Wert ist größer als \377,القيمة الثمانية أكبر من \377
out of memory,mémoire insuffisante,Nicht genügend freier Speicher,نفذت الذّاكرة
overran compiling workspace,dépassement de capacité en compilant l’espace de travail,Überlauf beim Kompilieren des Arbeitsbereichs,خطأ تركيب مساحة العمل
previously-checked referenced subpattern not found,un sous-motif référencé et précédemment vérifié n’a pas été trouvé,"Bereits geprüfter, referenzierter Unterausdruck konnte nicht gefunden werden",القالب الداخلى المراقب مسبقا غير موجود
range out of order in character class,plage déclassée dans la classe de caractère,Bereich wirkungslos in Zeichenklasse,مجال خارج التغطية في نوع الرموز
recursion limit reached,limite de récursivité atteinte,Rekursionslimit wurde erreicht,وُصِلَ للحد المسموح به من التواتر
recursive call could loop indefinitely,,,الوظيفة التكرارية يمكن أن تستمر إلى ما لا نهاية
reference to non-existent subpattern,référence à un sous-motif inexistant,Referenz auf nicht existierenden Unterausdruck,إشارة لقالب داخلي غير موجود
regular expression too large,,,قالب كبير جدًّا
repeating a DEFINE group is not allowed,,,إعادة مجموعة DEFINE غير مسموحة
stray final '\',,,نتيجة نهائية '\'
subpattern name is too long (maximum 32 characters),le nom du sous-motif est trop long (32 caractères maximum),Name des Unterausdrucks ist zu lang (maximal 32 Zeichen),اسم القالب الداخلي كبير جدا
symlink must be non-NULL,un lien symbolique ne doit pas être « NULL »,Symbolische Verknüpfung darf nicht NULL sein,يجب أن يكون فهرس القائمة غير سلبي
the pattern contains items not supported for partial matching,le motif contient des éléments non pris en charge pour une correspondance partielle,"Der Ausdruck enthält Elemente, die teilweise Übereinstimmung nicht unterstützen",المثال يحتوي على عناصر لا تحتمل التطابق الجزئي
"too many named subpatterns (maximum 10,000)",trop de sous-motifs nommés (10 000 maximum),Zu viele benannte Unterausdrücke (maximal 10.000),"هناك عدد كبير جدا من اسماء القوالب الداخلية (الأقصى 10,000)"
two named subpatterns have the same name,deux sous-motifs nommés possèdent le même nom,Zwei benannte Unterausdrücke haben den gleichen Namen,هناك قالبان داخليان لهما نفس الاسم
unexpected repeat,,,إعادة غير متوقعة
unfinished symbolic reference,référence symbolique non terminée,Unvollendete symbolische Referenz,مرجع كيان غير مكتمل
unknown POSIX class name,nom de classe POSIX inconnu,Unbekannter POSIX-Klassenname,اسم نوع POSIX غير معروف
unknown error,erreur inconnue,Unbekannter Fehler,خطأ مجهول
unknown escape sequence,séquence d’échappement inconnue,Unbekannte Escape-Sequenz,سلسلة خروج غير معروفة
unknown property name after \P or \p,nom de propriété inconnu après \P ou \p,Unbekannte Eigenschaftsname nach \P oder \p,اسم خاصية غير معروفة بعد \P أو \p
unrecognized character after (?,,,رمز غير معروف بعد (?
unrecognized character after (?<,,,رمز غير معروف بعد (?<
unrecognized character after (?P,caractère non reconnu après (?P,Unbekanntes Zeichen nach (?P,رمز غير معروف بعد (?P
unrecognized character follows \,,,رمز غير معروف بعد \
volume doesn't implement eject,,,الجزء لا يدعم الإخراج
volume doesn't implement mount,,,الجهاز لا ينفذ الوَصل
workspace limit for empty substrings reached,,,وُصِلَ للحد المسموح به لمساحة العمل بالسلاسل الجزئية الفارغة
zero-length symbolic reference,référence symbolique de longueur nulle,Symbolische Referenz der Länge 0,مرجع رمزي معدوم الطول
