English,French,German,Arabic
Control whether child cgroups are created for individual tabs,Contrôler si des fils « cgroup » sont créés pour les onglets de façon individuelle,,التحكم فيما إذا كان سينشئ مجموعات التحكم الفرعية cgroups لعلامات التبويب الفردية
Copy,Copier,Kopieren,انسخ
Copy Email Address,Copier l'adresse de courrier électronique,E-Mail-Adresse kopieren,انسخ عنوان البريد الإلكتروني
Copy Input,Copier l'entrée,Eingabe kopieren,انسخ الدخْل
Copy Input To,Copier l'entrée vers,Eingabe kopieren nach,انسخ المدخلات إلى
Copy Link Address,Copier l'adresse du lien,Verknüpfungsadresse kopieren,انسخ عنوان الوصلة
Copy Location,Copier l'emplacement,Adresse kopieren,انسخ المكان
Copy command output,Copier la sortie de la commande,Befehlsausgabe kopieren,انسخ خرج الأمر
Copy except prompts,Copier sauf les invites,Kopieren ohne Eingabeaufforderungen,انسخ ماعدا المطالبات
Copy on select,Copier la sélection,Bei Auswahl kopieren,انسخ عند التحديد
Copy options:,Option de copie :,Kopie-Einstellungen,خيارات النسخ:
Copy text as HTML,Copier le texte en HTML,Text als HTML kopieren,انسخ النص  كHTML
"Copy text as HTML (including formatting, font faces, colors... etc)","Copier le texte en HTML (y compris la mise en forme, les polices, couleurs, etc.)","Text als HTML kopieren (inkl. Formatierung, Schriftarten, Farben usw.)",انسخ النص بصيغة HTML (بما في ذلك التنسيق ووجوه الخطوط والألوان ... إلخ)
Copy user input,Copier l'entrée utilisateur,Benutzereingabe kopieren,انسخ دخْل المستخدم
"Could not find '%1', starting '%2' instead.  Please check your profile settings.","Impossible de trouver « %1 », démarrage de « %2 » à la place. Veuillez vérifier la configuration de votre profil.","„%1“ kann nicht gefunden werden, stattdessen wird „%2“ gestartet. Prüfen Sie bitte die Einstellungen des Profils.","لا يمكن إيجاد  '%1', سيبدأ بـ '%2' عوضا عن ذلك. رجاءا تأكد من إعدادات التشكيلة."
Could not find an interactive shell to start.,Impossible de trouver un terminal interactif à exécuter.,Es kann keine interaktive Shell gefunden und gestartet werden.,لا يمكن إيجاد محارة تفاعلية ليبدأ بها.
Could not find binary:,Impossible de trouver l'exécutable :,Programmdatei kann nicht gefunden werden:,لا يمكن إيجاد الملف التنفيذي:
"Could not get the process name, assume that we can't request a connection","Impossible d'obtenir le nom du processus, signifiant qu'il est impossible de demander une connexion.","Der Prozessname konnte nicht ermittelt werden, Verbindungsanforderung vermutlich nicht möglich",لا يمكن الحصول على اسم العملية، ربما لم نتمكن من طلب اتصال
"Could not open file with the text editor specified in the profile settings;
it will be opened with the system default editor.","Impossible d'ouvrir l'éditeur de texte spécifié dans les paramètres de profil. 
Il sera ouvert avec l'éditeur par défaut du système.","Die Datei konnte nicht mit dem in den Profileinstellungen angegebenen Texteditor geöffnet werden;
die Datei wird mit dem Standardeditor des Systems geöffnet.","تعذر فتح الملف باستخدام محرر النصوص المحدد في إعدادات ملف التشكيلة ؛ 
سيفتح باستخدام محرر النظام المبدئي."
Could not start program '%1' with arguments '%2'.,Impossible de démarrer le programme « %1 » avec les arguments « %2 ».,Das Programm „%1“ mit den Argumenten „%2“ kann nicht gestartet werden.,لا يمكن بدء البرنامج  '%1' بالمعاملات '%2'.
Create New Profile,Créer un nouveau profil,Neues Profil erstellen,أنشئ تشكيلة جديدة
Create New Profile...,Créer un nouveau profil...,Neues Profil erstellen ...,أنشئ تشكيلة جديدة...
Create a new color scheme based upon the selected scheme,Créer un nouveau modèle de couleurs utilisant le modèle sélectionné,Ein neues Farbschema basierend auf dem ausgewählten erzeugen,أنشئ مخطط لوني جديد بالاعتماد على المخطط المحدد
Create a new key bindings scheme based upon the selected bindings,Créer un nouveau schéma de combinaisons de touches à partir de celles sélectionnées,"Erstellen eines neuen Schema mit Tasten-Zuordnungen, basierend auf der ausgewählten Zuordnung",أنشئ تشكيلة ربط مفاتيح بالاعتماد على الربط المحدد
Create a new profile based on the selected profile,Créer un nouveau profil à partir de celui sélectionné,Erzeugt ein neues Profil basierend auf dem ausgewählten Profil,أنشئ تشكيلة بالاعتماد على التشكيلة المحددة
Create a new tab in an existing window rather than creating a new window ('Run all Konsole windows in a single process' must be enabled),Créer un nouvel onglet dans une fenêtre existante plutôt que créer une nouvelle fenêtre (L'option « Lancer toutes les fenêtres dans un unique processus » doit être activée).,"Ein neues Unterfenster in einem bestehenden Fenster erstellen, anstatt ein neues Fenster zu erstellen („Alle Konsole-Fenster in einem einzigen Prozess laufen lassen“ muss aktiviert sein)",أنشئ لسان جديد في النافذة الموجودة بدلا عن إنشاء نافذة جديدة (يجب تفعيل 'شغّل كل نوافذ كونسول على عملية واحدة')
Create tabs as specified in given tabs configuration file,Créer des onglets comme défini dans le fichier fourni pour la configuration des onglets,Unterfenster nach den Vorgaben der Einrichtungsdatei für Unterfenster erstellen,أنشئ ألسنة كما هو محدد في ملف ضبط الألسنة المعطى
Crop,Rogner,Zuschneiden,مقتص
Ctrl,Ctrl,Strg,Ctrl
Current Directory (Long): %D,Dossier actuel (long) : %D,Aktueller Ordner (Langform): %D,الدليل الحالي (طويل): %D
Current Directory (Short): %d,Dossier actuel (court) : %d,Aktueller Ordner (Kurzform): %d,الدليل الحالي (قصير): %d
Cursor,Curseur,Cursor,المؤشر
Cursor:,Curseur :,Cursor:,المؤشر:
Custom cursor color,Couleur personnalisée du curseur,Benutzerdefinierte Cursor-Farbe,لون المخصص للمؤشر
Custom:,Personnalisé :,Benutzerdefiniert:,مخصص:
Dale M. Flaven,Dale M. Flaven,Dale M. Flaven,Dale M. Flaven
Dan Pilone,Dan Pilone,Dan Pilone,Dan Pilone
Dark Pastels,Pastels foncés,Dunkle Pastelltöne,بستيلات غامقة
Darken,Assombrir,Abdunkeln,تقتيم
Darkening strength:,Niveau d'assombrissement :,Abdunkelungsstärke:,شدة التقتيم:
David Faure,David Faure,David Faure,David Faure
Default,Par défaut,Standard,المبدئي
Default (XFree 4),Par défaut (XFree 4),Standard (XFree 4),افتراضي (XFree 4)
Default Profile,Profil par défaut,Standardprofil,التشكيلة الافتراضية
Default for file type,Application par défaut pour ce type de fichier,Standardprofil,مبدئي لهذا النوع
Default profile,Profil par défaut,Standardprofil,التشكيلة الافتراضية
Default profile for new terminal sessions in %1,Profil par défaut pour les nouvelles sessions de terminal dans %1,Standardprofil für neue Terminalsitzungen in %1,التشكيلة الافتراضية لجلسات الطرفية الجديدة في %1
Defaults,Par défaut,Voreinstellungen,المبدئيات
Delete,Supprimer,Löschen,احذف
Delete Quick Commands Configurations,Supprimer les configurations des commandes rapides,Schnellbefehl-Einrichtungen entfernen,احذف إعدادات الأوامر السريعة
Delete SSH Configurations,Supprimer les configurations « SSH »,SSH-Konfigurationen entfernen,احذف إعدادات SSH
Delete folder and all of its contents,Supprimer un dossier et la totalité de son contenu,Ordner und seinen Inhalt löschen,احذف المجلد وجميع محتوياته
Delete selected SSH entry,Supprimer l'entrée « SSH » sélectionnée,Ausgewählten SSH-Eintrag bearbeiten,احذف مدخلة SSH المحددة
Delete selected entry,Supprimer l'entrée sélectionnée,Ausgewählten Eintrag löschen,احذف المدخلة المحددة
Delete the selected color scheme,Supprimer le modèle de couleurs sélectionné,Das ausgewählte Farbschema löschen,احذف المخطط اللوني المحدد
Delete the selected key bindings scheme,Supprimer le modèle de combinaisons de touches sélectionné,Das ausgewählte Tasten-Zuordnungsschema löschen,احذف تشكيلة ربط المفاتيح المحددة
Delete the selected profile,Modifier le profil sélectionné,Löscht das ausgewählte Profil,احذف التشكيلة المحددة
Description:,Description :,Beschreibung:,الوصف:
Deselect All,Tout dé-sélectionner,Nichts auswählen,ألغ اختيار الكل
Detach Current &Tab,Détacher l'ongle&t actuel,A&ktuelles Unterfenster verselbständigen,ا&فصل اللسان الحالي
Detach Current &View,Détacher la vue actuelle,A&ktuelle Ansicht verselbständigen,افصل ال&عرض الحالي
Determines the memory consumption level above which throttling will start,Détermine le niveau de consommation de mémoire au-dessus duquel la limitation commencera,,يحدد مستوى استهلاك الذاكرة الذي سيبدأ الاختناق بعده
Device Control Three/XOFF: suspends output,Contrôle de périphérique « Trois / XOFF » : suspend la sortie,Gerätekontrollzeichen 3/XOFF: Ausgabe aussetzen,التحكم بالجهاز الثالثة/XOFF: يعلق الخرج
Disable drag && drop menu for files && URLs,Désactiver le menu glisser-déposer pour les fichiers et les URLs,Menü beim Ziehen und Ablegen von Adressen und Dateien deaktivieren,عطّل قائمة السحب والإسقاط للملفات والعناوين
"Disable transparent backgrounds, even if the system supports them.","Désactiver les arrières-plans transparents, même si le système les prend en charge.","Keinen transparenten Hintergrund verwenden, auch wenn dies vom System unterstützt wird.",عطل الخلفية الشفافة ، حتى ولو كان النظام يدعمها.
Display Vertical line at column:,Afficher une ligne verticale à la colonne :,Vertikale Linie anzeigen in Spalte:,اعرض سطر رأسي عند العمود:
Display the options menu,Afficher le menu des options,Einstellungsmenü anzeigen,اعرض قائمة الخيارات
Do not close the initial session automatically when it ends.,Ne pas fermer automatiquement la session initiale lorsqu'elle se termine.,"Die erste Sitzung nicht automatisch schließen, nachdem sie beendet worden ist.",لا تغلق الجلسة الابتدائية آلية عندما تنتهي.
Do not remember previous output,Ne pas mémoriser la sortie précédente,Verlaufsspeicher deaktivieren,لا تتذكّر المخرجات السابقة
Don't Change,Ne pas modifier,Nicht ändern,لا تغيير
Double click to change shortcut,Double cliquer pour modifier le raccourci clavier,"Doppelklicken Sie, um den Kurzbefehl zu ändern",انقر مزدوجًا لتغيير الاختصار
Double click to change the folder name.,Double cliquez pour modifier le nom du dossier.,"Doppelklicken Sie, um den Ordnernamen zu ändern.",انقر مزدوجًا لتغيير اسم المجلد
Drag Handle Size:,Taille des poignées de glisser :,Größe des Ziehgriffs:,حجم مقبض السحب:
Draw intense colors in bold font,Afficher les couleurs intenses en gras,Kräftige Farben in Fettschrift ausgeben,ارسم ألوان مكثفة في الخط العريض
Edit,Édition,Bearbeiten,حرر
Edit Color Scheme,Modifier le modèle de couleurs,Farbschema bearbeiten,حرر التشكيلة الألوان
Edit Current Profile...,Modifier le profil actuel...,Aktuelles Profil bearbeiten ...,حرّر التشكيلة الحالية...
Edit Environment,Modifier l'environnement,Umgebungsvariablen bearbeiten,حرر البيئة
Edit Key Binding List,Modifier la liste de correspondance des touches,Tasten-Zuordnungsliste bearbeiten,حرر  قائمة مفاتيح ربط
Edit Profile,Modifier le profil,Profil bearbeiten,حرر التشكيلة
"Edit Profile ""%1""",Modifier le profil « %1 »,Profil „%1“ bearbeiten,"حرر التشكيلة ""%1"""
Edit selected entry,Modifier l'entrée sélectionnée,Den ausgewählten Eintrag bearbeiten,حرر المدخلة المحددة
Edit the list of environment variables and associated values,Modifier la liste des variables d'environnement et leurs valeurs associées,Bearbeiten Sie die Liste der Umgebungsvariablen und die zugewiesenen Werte,حرر قائمة متغيرات البيئة و القيم المصاحبة لها
Edit the path of the background image,Modifier l'emplacement de l'image d'arrière-plan,Den Pfad zum Hintergrundbild bearbeiten,حرّر مسار صورة الخلفية
Edit the selected color scheme,Modifier le modèle de couleurs sélectionné,Das ausgewählte Farbschema bearbeiten,حرر المخطط اللوني المحدد
Edit the selected key bindings scheme,Modifier le modèle de combinaisons de touches sélectionné,Das ausgewählte Tasten-Zuordnungsschema bearbeiten,حرر تشكيلة ربط المفاتيح المحددة
Edit the selected profile (this button is disabled for read-only profiles),Modifier le profil sélectionné (Ce bouton est désactivé pour les profils en lecture seule),"Das ausgewählte Profil bearbeiten, dieser Knopf ist für nur lesbare Profile deaktiviert",حرر التشكيلة المحددة (هذا الزر معطل لتشكيلات القراءة فقط)
Edit...,Modifier...,Bearbeiten ...,حرر...
Edwin Pujols,Edwin Pujols,Edwin Pujols,Edwin Pujols
"Embedded Konsole
General improvements","Konsole intégrée
Améliorations générales","Einbettungsfähige Konsole, allgemeine Verbesserungen","كونسول المدمج
تحسينات عامة"
"Embedded Konsole
Toolbar and session names","Konsole intégrée
Barre d'outils et noms de session","Einbettungsfähige Konsole
Werkzeugleiste und Sitzungsnamen","كونسول المدمج
أسماء شريط الأدوات و الجلسات"
Emoji Font:,Police pour émoticônes :,Emoji-Schriftart:,خط صورة تعبيرية:
Enable Alternate Screen buffer scrolling,Activer le défilement sur le tampon de l'écran alternatif,Bildlauf des alternativen Bildschirmpuffers verwenden,تفعيل التمرير في المخزن المؤقت للشاشة البديلة
"Enable Bi-Directional display on terminals (valid for Arabic, Farsi or Hebrew only)","Activer l'affichage bi-directionnel sur les terminaux (valable pour l'arabe, le perse et l'hébreu uniquement)","Bi-Direktionale Anzeige in Terminalfenstern aktivieren (nur in Verbindung mit Arabisch, Persisch und Hebräisch möglich)",مكن عرض ثنائي الاتجاه في الطرفية (صالح للعربية أو الفارسية أو العبرية فقط)
"Enable all ""Don't Ask Again"" messages",Activer tous les messages « Ne plus poser la question »,Alle „Diese Nachfrage nicht mehr anzeigen“-Meldungen aktivieren,"فعِّل كل نوافذ ""لا تسأل مجدّدًا"
Enable memory monitoring:,Activer la surveillance de la mémoire :,Überwachung der Unterfenster,فعل مراقبة الذاكرة:
Enable menu accelerators,Activer les accélérateurs de menu,Kurzbefehle im Menü aktivieren,مكّن مسرّعات القوائم
Enable thumbnails generation,Activer la génération des vignettes,Vorschaubilderstellung aktivieren,مكّن توليد المصغرات
Enable word mode text rendering,Activer le rendu de texte en mode « Mot »,Bi-Direktionale Anzeige von Schriften,مكّن عرض النص في نمط الكلمة
Enabled,Activé,Aktiviert,ممكّن
End Of Text/Interrupt: may exit the current process,Fin de texte / Interruption : peut fermer le processus actuel,,نهاية النص/المقاطعة: قد تخرج من العملية الحالية
End Of Transmission: may exit the current process,Fin de transmission : peut fermer le processus actuel,,نهاية النقل: قد تخرج من العملية الحالية
Enlarge Font,Agrandir la police,Schrift vergrößern,كبّر الخط
Enter a tab name to search for here,Saisissez un nom d'onglet à rechercher ici,Geben Sie hier Suchtext ein,أدخل اسم اللسان لتبحث عنه هنا
Enter descriptive label,Saisissez un libellé descriptif,Geben Sie einen aussagekräftigen Namen ein,أدخل لصيقة واصفة
Enter the text to search for here,Saisissez le texte à chercher ici,Geben Sie hier Suchtext ein,أدخل نص لتبحث عنه هنا
Environment:,Environnement :,Umgebungsvariablen:,البيئة:
Equal size to all views,Taille identique pour tous les affichages,Gleiche Größe bei allen Ansichten einstellen,حجم متساوي لجميع العروض
Error issuing SSH Command,Erreur après lancement d'une commande « SSH »,Fehler beim Ausführen des SSH-Befehls,خطأ في إصدار أمر SSH
Escape: used for manipulating terminal state,Échap : utiliser pour manipuler l'état du terminal,Esc: für die Steuerung des Terminalstatus verwendet,الهروب: يستخدم للتلاعب بالحالة الطرفية
Expand View,Étendre la vue,Ansicht vergrößern,عرض موسع
Expand individual tab widths to full window,Augmenter la largeur de chaque tabulation à la largeur de la fenêtre,Breite einzelner Unterfenster auf die volle Fensterbreite erweitern,وسّع عرض اللسان المفرد إلى ملء النافذة
Expand the tab widths,Agrandir la largeur des onglets,Breite der Unterfenster erweitern,وسع عرض اللسان
F&ull screen height,Ha&uteur totale de l'écran,Volle Bildschirmhöhe,ارتفاع الشاشة ال&كامل
Failed to create autosave file at %1.,Impossible de créer un fichier d'enregistrement automatique à %1.,,فشل في إنشاء ملف الحفظ الآلي في  %1.
Failed to update autosave state on output changes.,Impossible de mettre à jour l'état d'enregistrement automatique pour les modifications de sortie.,,فشل في تحديث حالة الحفظ التلقائي لتغييرات الإخراج.
Faint color,Couleur douce,Blasse Farbe,لون باهت
Fi&xed size:,Taille fi&xe :,Feste Größe:,حجم &ثابت:
File,Fichier,Datei,ملف
File Separator/Quit: may abort the current process,Séparateur de fichiers / Quitter : peut interrompre le processus actuel,Datei-Trennzeichen/Beenden: kann den aktuellen Prozess abbrechen,فاصل/ إنهاء الملف: قد يحبط العملية الحالية
Filter...,Filtrer...,Filter ...,رشّح...
Filter:,Filtrer :,Filter:,المرشح:
Find the next match for the current search phrase,Trouver la prochaine correspondance pour la phrase actuellement recherchée,Nächstes Vorkommen des Suchtextes finden,أعثر على المتطابقة التالية لعبارة البحث الحالية
Find the previous match for the current search phrase,Trouver la précédente correspondance pour la phrase actuellement recherchée,Vorheriges Vorkommen des Suchtextes finden,أعثر على المتطابقة السابقة لعبارة البحث الحالية
Find...,Chercher...,Suchen ...,بحث...
Finished,Terminé,Beendet,انتهى
Flow control,Contrôle du flux,Flusskontrolle,مسار التحكم
Focus Above Terminal,Donner le focus au terminal du haut,Terminal oben aktivieren,ركز أعلى الطرفية
Focus Below Terminal,Donner le focus au terminal du bas,Terminal unten aktivieren,ركز أسفل الطرفية
Focus Left Terminal,Donner le focus au terminal de gauche,Linkes Terminal aktivieren,ركز يسار الطرفية
Focus Right Terminal,Donner le focus au terminal de droite,Rechtes Terminal aktivieren,ركز يمين الطرفية
Focus terminals when the mouse pointer is moved over them,Donner le focus aux terminaux lors du déplacement du pointeur de souris au-dessus,"Terminals aktivieren, wenn sich der Mauszeiger über ihnen befindet",ركّز على الطّرفيّات عند تحرّك مؤشّر الفأرة فوقها
Folder,Dossier,Ordner,المجلد
Font:,Police :,Schriftart:,الخط:
"For organizational purposes, this entry will be inside of this folder.","Pour des besoins organisationnels, cette entrée sera à l'intérieur de ce dossier.",Aus organisatorischen Gründen wird dieser Eintrag in diesem Ordner abgelegt.,من أجل التنظيم ستكون هذه المدخلة بداخل هذا المجلد.
"For scrollback files, use specified folder location","Pour les fichiers d'historique, utiliser l'emplacement spécifié",Angegebenen Speicherort für Verlaufsdateien verwenden,بالنسبة لملفات التمرير ، استخدم موقع مجلد مخصص
"For scrollback files, use system-wide folder location","Pour les fichiers d'historique, utiliser l'emplacement global système",System-Speicherort für Verlaufsdateien verwenden,بالنسبة لملفات التمرير ، استخدم موقع المجلد على مستوى النظام
"For scrollback files, use this folder","Pour les fichiers d'historique, utiliser ce dossier",Diesen Ordner für Verlaufsdateien verwenden,بالنسبة لملفات التمرير ، استخدم هذا المجلد
"For scrollback files, use user's specific folder location","Pour les fichiers d'historique, utiliser l'emplacement personnalisé de l'utilisateur",Benutzer-Speicherort für Verlaufsdateien verwenden,بالنسبة لملفات التمرير ، استخدم موقع خاص بالمستخدم
"Force re-using the existing instance even if it breaks functionality, e. g. --new-tab. Mostly for debugging.","Forcer la réutilisation de l'instance existante même si elle casse la fonctionnalité, par exemple, --new-tab. Principalement pour le débogage.","Wiederverwendung der bestehenden Instanz erzwingen, auch wenn es die Funktionalität beeinträchtigt, z. B. --new-tab. Hauptsächlich zur Fehlersuche.",فرض إعادة استخدام المثيل الحالي حتى إذا ضيعت الوظائف، على سبيل المثال.‏--new-tab. في الغالب من أجل التنقيح.
Foreground,Premier plan,Vordergrund,الأمامية
Foreground (Faint),Premier plan (doux),Vordergrund (blass),الأمامية (باهتة)
Foreground (Intense),Premier plan (Intense),Vordergrund (kräftig),الأمامية (مكثف)
Form,Formulaire,Formular,استمارة
Francesco Cecconi,Francesco Cecconi,Francesco Cecconi,Francesco Cecconi
FreeBSD port,Portage vers FreeBSD,FreeBSD-Portierung,النقل إلى FreeBSD
From clipboard,À partir du presse-papiers,Aus der Zwischenablage,من الحافظة
From mouse position to the end of &line,De la position de la souris à la fin de la &ligne,Vom Mauszeiger bis zum Ende der Zeile,من موقع الفأرة إلى نهاية ال&سطر
From selection,Depuis la sélection,Von der Auswahl,من التحديد
General,Général,Allgemein,عام
General Settings,Configuration générale,Allgemeine Einstellungen,إعدادات عامة
General improvements,Améliorations générales,Allgemeine Verbesserungen,تحسينات عامة
"General maintainer, bug fixes and general improvements","Mainteneur principal, correction de bogues et améliorations générales","Allgemeiner Betreuer, Fehlerbereinigung und allgemeine Verbesserungen",المشرف العام، إصلاح علل وتحسينات عامة
Generating Thumbnail,Génération de la vignette,Vorschaubilder werden generiert,يولد مصغرات
Get New...,En obtenir d'autres...,Neues Schema holen ...,احصل على جديد...
Green on Black,Vert sur noir,Grün auf Schwarz,أخضر على أسود
Group,Groupe,Gruppe,المجموعة
Gustavo Carneiro,Gustavo Carneiro,Gustavo Carneiro,Gustavo Carneiro
Half screen heigh&t,Demi-hau&teur d'écran,Halbe Bildschirmhöhe,&نصف ارتفاع الشاشة
Help,Aide,Hilfe,مساعدة
Hidden,Caché,Ausgeblendet,مخفي
"Hide the menubar, overriding the default setting",Masquer la barre de menus en écrasant la configuration par défaut,Menüleiste entgegen der Voreinstellung ausblenden,أخفِ شريط القوائم، متجاوزًا الإعداد الافتراضي
"Hide the tabbar, overriding the default setting",Masquer la barre des onglets en écrasant la configuration par défaut,Unterfensterleiste entgegen der Voreinstellung ausblenden,أخفِ شريط الألسنة، متجاوزًا الإعداد الافتراضي
Highlight all matches,Mettre en valeur toutes les correspondances,Alle Treffer hervorheben,أبرز كل المتطابقات
Highlight all search matches,Surligner toutes les correspondances de recherche,Alle gefundenen Treffer hervorheben,أبرز كل متطابقات البحث
Highlight the lines coming into view,Mettre en valeur les nouvelles lignes de l'affichage,In die Ansicht kommende Linien hervorheben,أبرز السطور الآتية في العرض
Highlighting:,Mise en évidence :,Hervorhebung:,الإبراز:
Horizontal,Horizontal,Waagerecht,أفقي
Horizontal Anchor:,Ancrage horizontal :,Waagerechte Ausrichtung:,التثبيت الأفقي:
Host: %1,Hôte : %1,Rechner: %1,المضيف: %1
"Hue and saturation values of default foreground and background colors are randomized by default. Some color schemes might use different randomization settings.
To see any effect, set colors with saturation value greater than 0.","Les valeurs de teinte et de saturation des couleurs de premier plan et d'arrière-plan par défaut sont randomisées par défaut. Certains schémas de couleurs peuvent utiliser différents paramètres de randomisation.
Pour voir un effet, définissez des couleurs avec une valeur de saturation supérieure à 0.","Die Farbton- und Sättigungswerte der Standardvorder- und -hintergrundfarben werden standardmäßig zufällig ausgewählt. Einige Farbschemata verwenden möglicherweise andere Zufallseinstellungen.
Um die Wirkung zu sehen, stellen Sie Farben mit einem Sättigungswert größer als 0 ein.","تختار قيم تدرج اللون والتشبع للألوان الافتراضية للمقدمة والخلفية بشكل عشوائي. قد تستخدم بعض تشكيلات الألوان إعدادات عشوائية. 
لمشاهدة أي تأثير ، اضبط الألوان بقيمة تشبع أكبر من 0 ."
I&nitial directory:,Dossier i&nitial :,Startordner:,الدليل ال&مبدئي:
I-Beam,Barre verticale,I-Balken,عمود قائم
Identifier,Identifiant,Bezeichner,المعرف
"If Use Ssh Config is set, do not specify sshkey or username.","Si la configuration indique l'utilisation de « SSH », ne spécifiez pas de clé « SSH » ou de nom d'utilisateur.","Wenn ~/.ssh/config verwenden eingestellt ist, geben Sie weder SSH-Schlüssel noch Benutzername an.",إذا عُيّن استخدام Ssh Config ، فلا تحدد مفتاح ssh أو اسم المستخدم.
"If enabled, profile settings will be ignored","Si activé, la configuration du profile sera ignorée","Ist diese Einstellung aktiv, werden die Einstellungen des Profils ignoriert.",إذا كان مفعَّلاً، فسيتم تجاهل إعدادات الوَضع
"If this is set, we don't rely on the SSH key set above, but on the configuration on ~/.ssh/config","Si cette option est activée, la clé « SSH » définie ci-dessus n'est pas prise en compte, celle de la configuration de « ~/.ssh/config ».","Wenn dies gesetzt ist, verlassen wir uns nicht auf den oben gesetzten SSH-Schlüssel, sondern auf die Konfiguration in ~/.ssh/config",إذا مكنت هذه ؛ فلن نعتمد على مفتاح SSH المعين في الأعلى، لكن سنعتمد على الضبط الموجود في ‎~/.ssh/config
Ignore Bell Events,Ignorer les évènements de la cloche du système,Signalton-Ereignisse ignorieren,تجاهل أحداث الجرس
"Ignore attribute changes mid-word (otherwise, attribute changes break word when rendering)","Ignorer les modifications d'attributs au milieu du mot (sinon, les changements d'attribut coupent le mot lors du rendu)",,تجاهل تغييرات السمات في منتصف الكلمات (وإلا فإن تغيير السمة سيكسر الكلمة في العرض)
Ignore wcwidth of problematic characters,Ignorer « wcwidth » des caractères à problème,&Ohne Kontrollzeichen einfügen,تجاهل wcwidth للمحارف المُشكِلة
Imported SSH Profile   Some settings are read only.,Importé d'un profil « SSH ».  Certains paramètres sont en lecture seule.,,تشكيلة SSH مستورد   بعض الإعدادات للقراءة فقط.
Inactive Terminals:,Terminaux inactifs :,Inaktive Terminals:,الطرفية الخاملة:
Indicate whether the window is active by dimming the colors,Indiquer si la fenêtre est active en atténuant les couleurs,"Zeigt durch Abdunkeln der Farben an, ob das Fenster aktiv ist",حدد ما إذا كانت النافذة نشطة عن طريق تعتيم الألوان
Indicate whether the window is active by drawing a border,Indiquer si la fenêtre est active en dessinant une bordure,"Zeigt durch Abdunkeln der Farben an, ob das Fenster aktiv ist",حدد ما إذا كانت النافذة نشطة عن طريق رسم حدودها
Initial terminal si&ze:,Taille initiale du termina&l :,Ursprüngliche Terminal-Größe:,&حجم الطرفية المبدئي:
Input:,Entrée :,Eingabe:,المدخلات:
Insert,Insérer,Einfügen,أدرج
Insert remote title format,Insérer le format du titre distant,Beschriftungsformat für Fernzugriff-Unterfenster,تنسيق عناوين الألسنة البعيدة:
Insert title format,Insérer le format du titre,Beschriftungsformat für Unterfenster,أدخل تنسيق عنوان:
Insufficient permissions to save settings to: %1.Either change the permissions of that file or set a different name to save the settings to a new profile.,"Permissions insuffisantes pour enregistrer les paramètres dans : %1.Vous pouvez soit modifier les permissions pour ce fichier, soit définir un nom différent pour enregistrer la configuration dans un nouveau profil.","Unzureichende Berechtigungen zum Speichern von Einstellungen in: %1.Ändern Sie entweder die Berechtigungen für diese Datei oder geben Sie einen anderen Namen an, um die Einstellungen in einem neuen Profil zu speichern.",أذونات غير كافية لحفظ الإعدادات إلى: %1.  إما أن تقوم بتغيير أذونات هذا الملف أو تعيين اسم مختلف لحفظ الإعدادات في تشكيلة جديدة.
Intense color,Couleur intense,Kräftige Farbe,لون غامق
Invert,Inverser,Umkehren,اعكس
Jekyll Wu,Jekyll Wu,Jekyll Wu,Jekyll Wu
Kevin Street,Kevin Street,Kevin Street,Kevin Street
Key Combination,Combinaison de touches,Tastenkombination,مجموعة مفاتيح
Key bindings,Combinaisons de touches,Tasten-Zuordnungen,ارتباطات المفاتيح
Key bindings control how combinations of keystrokes in the terminal window are converted into the stream of characters that is then sent to the current terminal program. For more information on how to customize the key bindings check the Konsole Handbook.,"Les combinaisons de touches contrôlent la façon dont les appuis combinés de touches dans la fenêtre de terminal sont convertis en flux de caractères qui sont envoyés au programme en cours dans le terminal. Pour plus d'informations sur la personnalisation des combinaisons de touches, consultez le Manuel de Konsole.","Mit Tasten-Zuordnungen wird festgelegt, welche Tastendaten beim Druck bestimmter Tastenkombinationen an das aktuelle Terminalprogramm gesendet werden. Weitere Informationen zum Einrichten von Tasten-Zuordnungen finden Sie im Handbuch zu Konsole.",تتحكم روابط المفاتيح في كيفية تحويل مجموعات ضغطات المفاتيح في النافذة الطرفية إلى دفق الأحرف الذي يتم إرساله بعد ذلك إلى برنامج المحطة الطرفية الحالي. لمزيد من المعلومات حول كيفية تخصيص روابط المفاتيح ، راجع دليل كونسول.
Key combination to show URL hints:,Combinaison de touches pour afficher les suggestions d'URL :,Tastenkombinationen für die Anzeige von URL-Hinweisen,توليفة المفاتيح لعرض تلميحة العنوان:
Keyboard,Clavier,Tastatur,لوحة المفاتيح
Kill Program,Tuer un programme,Programm abschießen,اقتل البرنامج
Konsole,Konsole,Konsole,كونسول
Konsole View Layout (*.json),Disposition de l'affichage de Konsole (*.json),Konsole-Ansichtslayout (*.json),تخطيط عرض كونسول (*.json)
Konsole does not have permission to save this profile to %1,Konsole n'a pas le droit d'écrire ce profil dans %1,"Konsole fehlen die Berechtigungen, dieses Profil nach %1 zu speichern",لا يملك كونسول الصلاحيات لحفظ هذه التشكيلة في %1
Konsole does not know how to open the bookmark:,Konsole ne sait pas comment ouvrir le signet :,Konsole kann das Lesezeichen nicht öffnen:,لا يعرف كونسول كيف يفتح العلامة:
