English,French,German,Arabic
This panel provides in-depth information about the items your mouse is hovering over or about the selected items. Otherwise it informs you about the currently viewed folder.For single items a preview of their contents is provided.You can configure which and how details are given here by right-clicking.,"Ce panneau fournit des informations très précises sur les éléments que votre souris survole ou sur les éléments sélectionnés. Sinon, il vous informe sur le dossier actuellement affiché.Pour les éléments simples, il vous propose un aperçu de leurs contenus. Vous pouvez configurer en faisant un clic droit, quels détails sont affichés et comment.","Diese Seitenleiste liefert detailliertere Informationen über Elemente, über die Sie den Mauszeiger bewegen oder über ausgewählte Elemente. Ansonsten informiert sie über den aktuell angezeigten Ordner.Bei einzelnen Einträgen wird eine Vorschau des Inhalts angezeigt.Welche Details hier wie angezeigt werden, können Sie mit einem Rechtsklick einstellen.",توفر هذه اللوحة معلومات متعمقة حول العناصر التي تحوم الفأرة فوقها أو حول العناصر المحددة. وإلا فإنه يعلمك بالمجلد المعروض حاليًا.  بالنسبة للعناصر الفردية ، يتم توفير معاينة لمحتوياتها.   يمكنك تكوين أي التفاصيل وكيفية عرضها هنا بالنقر بزر الفأرة الأيمن. 
This panel shows the folders of the file system in a tree view.Click a folder to go there. Click the arrow to the left of a folder to see its subfolders. This allows quick switching between any folders.,Ce panneau affiche les dossiers du système de fichiers dans une vue arborescente.Veuillez cliquer un dossier pour l'ouvrir. Cliquez une flèche sur le coté gauche d'un dossier pour voir les sous-dossiers. Ceci permet un basculement rapide entre n'importe quel dossier.,"Diese Seitenleiste zeigt die Ordner des Dateisystems in einer Baumansicht.Klicken Sie einen Ordner an, um dort hin zu gehen. Klicken Sie auf den Pfeil links des Ordners, um dessen Unterordner aufzuzeigen. Hiermit können Sie schnell zwischen verschiedenen Ordnern hin und her wechseln.", هذه اللوحة تظهر مجلدات  نظام الملفات في   عرض شجرة.   انقر فوق مجلد للانتقال إلى هناك. انقر فوق السهم الموجود على يسار المجلد لرؤية مجلداته الفرعية. يسمح هذا بالتبديل السريع بين أي مجلدات. 
"This presents a second view side-by-side with the current view, so you can see the contents of two folders at once and easily move items between them.The view that is not ""in focus"" will be dimmed. Click this button again to close one of the views.","Cela présente une deuxième vue côte à côte avec la vue actuelle, de sorte que vous pouvez voir le contenu de deux dossiers à la fois et déplacer facilement des éléments entre eux.La vue qui n'a pas le « focus » sera grisée. Veuillez cliquer à nouveau sur ce bouton pour fermer l'une des vues.","Hiermit wird eine zweite Ansicht Seite an Seite mit der aktuellen Ansicht angezeigt. So können Sie den Inhalt zweier verschiedener Ordner gleichzeitig betrachten und Einträge zwischen ihnen bewegen.Die nicht aktive Ansicht wird abgedunkelt dargestellt.Klicken Sie den Knopf erneut an, um die Ansicht wieder zu schließen.","يقدم هذا طريقة عرض ثانية جنبا إلى جنب مع طريقة العرض الحالية ، لذلك يمكن رؤية محتويات مجلدين في وقت واحد ونقل العناصر بسهولة بينهم.سيُعتم العرض الذي ليس ""في التركيز"".  انقر فوق هذا الزر مرة أخرى لإغلاق إحدى طرق العرض."
"This refreshes the folder view.If the contents of this folder have changed, refreshing will re-scan this folder and show you a newly-updated view of the files and folders contained here.If the view is split, this refreshes the one that is currently in focus.","Ceci actualise la vue du dossier. Si le contenu du dossier est modifié, l'actualisation permet d'analyser à nouveau le dossier et de vous afficher une vue mise à jour du dossier et des fichiers qu'il contient. Si la vue est scindée, ceci actualise celle qui possède actuellement le focus. ","Dies aktualisiert die Ansicht des Ordners.Wenn sich der Inhalt des Ordners geändert hat, sorgt eine Aktualisierung dafür, dass der Ordner neu eingelesen und die Ansicht der darin enthaltenen Dateien und Ordner neu aufgebaut wird.Wenn eine geteilte Ansicht verwendet wird, aktualisiert dies die gerade aktive Ansicht.", يؤدي هذا إلى تحديث عرض المجلد.   إذا تغيرت محتويات هذا المجلد،  فسيعيد التحديث مسح هذا المجلد ويعرض لك طريقة عرض تم تحديثها مؤخرًا للملفات والمجلدات الموجودة هنا.   في حالة تقسيم العرض، يؤدي ذلك إلى تحديث العرض قيد التركيز حاليًا. 
This switches between having a Menubar and having an %1 button. Both contain mostly the same actions and configuration options.The Menubar takes up more space but allows for fast and organized access to all actions an application has to offer.The %1 button is simpler and small which makes triggering advanced actions more time consuming.,"Cela permet de passer d'une Barre de menus à un bouton %1. Les deux contiennent essentiellement les mêmes actions et options de configuration. La barre de menus prend plus d'espace, mais permet un accès rapide et mieux organisé à toutes les actions qu'une application peut proposer. Le bouton %1 est plus simple et de plus petite taille, ce qui rend le lancement d'actions avancées plus long. ","Dies schaltet zwischen zwei verschiedenen Menümodi um: einr Menüleiste und einem %1-Knopf. Beide beinhalten weitestgehend dieselben Aktionen und Einstellungsmöglichkeiten.Die Menüleiste benötigt mehr Platz, aber bietet einen schnellen und geordneten Zugriff zu allen Aktionen der Anwendung.Der %1-Knopf ist einfacher und klein, wodurch die Auswahl erweiterter Aktionen mehr Zeit benötigt.", هذا التبديل بين وجود شريط القائمة ووجود زر %1. يحتوي كلاهما في الغالب على نفس الإجراءات وخيارات الضبط.   يشغل شريط القائمة مساحة أكبر ولكنه يسمح بالوصول السريع والمنظم إلى جميع الإجراءات التي يجب أن يقدمها التطبيق.   زر %1 أبسط وصغير مما يجعل تشغيل الإجراءات المتقدمة يستغرق وقتًا أطول. 
This switches to a compact view mode that lists the folders and files in columns with the names beside the icons.This helps to give you an overview in folders with many items.,Ceci bascule vers une vue synthétique énumérant les dossiers et fichiers en colonnes avec les noms à côté des icônes.Cela vous aide à conserver la vue d'ensemble des dossiers contenant de nombreux éléments.,"Dies aktiviert einen kompakten Ansichtsmodus, der Dateien und Ordner in Spalten auflistet und den Namen neben dem Symbol anzeigt.Dies gibt eine Übersicht bei Ordnern mit vielen Einträgen.", هذا يبدل إلى وضع العرض المضغوط الذي يسرد المجلدات والملفات في أعمدة مع الأسماء بجوار الرموز.   هذا يساعد في الحفاظ على النظرة العامة في مجلدات بها العديد من العناصر. 
This switches to a list view mode that focuses on folder and file details.Click on a detail in the column header to sort the items by it. Click again to sort the other way around. To select which details should be displayed click the header with the right mouse button.You can view the contents of a folder without leaving the current location by clicking the region to the left of it. This way you can view the contents of multiple folders in the same list.,"Ceci bascule vers une vue en liste, se concentrant sur les détails des dossiers et fichiersCliquez sur une information dans l'en-tête de la colonne pour trier les éléments en fonction de celle-ci. Cliquez à nouveau pour trier dans l'autre sens. Pour sélectionner quelles informations doivent être affichées, cliquez sur l'en-tête avec le bouton droit de la souris.Vous pouvez afficher le contenu d'un dossier sans quitter l'emplacement actuel en cliquant sur la zone à gauche de celui-ci. De cette façon, vous pouvez afficher le contenu de plusieurs dossiers dans la même liste.","Dies aktiviert eine Listenansicht, die sich um Details von Ordnern und Dateien kümmert.Klicken Sie auf eine Spalte in der Kopfzeile, um die Liste nach dieser Eigenschaft zu sortieren. Klicken Sie erneut, um die Suchreihenfolge umzudrehen. Um auszuwählen, welche Details angezeigt werden sollen, klicken Sie die Kopfzeile mit der rechten Maustaste an.Sie können sich den Inhalt eines Ordners ansehen ohne den aktuellen Ort zu verlassen, indem Sie in den Bereich links davon klicken. Auf diese Art können Sie den Inhalt mehrerer Ordner gleichzeitig einsehen.", هذا يبدل إلى وضع عرض القائمة الذي يركز على تفاصيل المجلد والملف.   انقر فوق أحد التفاصيل في رأس العمود لفرز العناصر وفقًا لها. انقر مرة أخرى للفرز في الاتجاه المعاكس. لتحديد التفاصيل التي يجب عرضها ، انقر فوق الرأس بزر الفأرة الأيمن.   يمكنك عرض محتويات المجلد دون مغادرة الموقع الحالي بالنقر فوق يساره. بهذه الطريقة يمكنك عرض محتويات مجلدات متعددة في نفس القائمة. 
This switches to a view mode that focuses on the folder and file icons. This mode makes it easy to distinguish folders from files and to detect items with distinctive file types. This mode is handy to browse through pictures when the Preview option is enabled.,Bascule sur une vue qui met en valeur les icônes des dossiers et fichiers. Ce mode permet de distinguer facilement les dossiers des fichiers et de détecter les éléments avec des types de fichiers distincts. Ce mode est pratique pour parcourir les images quand l'option Aperçu est activée.,"Dies aktiviert einen Ansichtsmodus, der sich auf Symbole für Dateien und Ordner konzentriert. In diesem Modus ist es leicht, Ordner von Dateien zu unterscheiden und auffällige Dateitypen zu erkennen. Der Modus ist außerdem nützlich beim Blättern durch Bilder, wenn die Vorschau-Option aktiviert ist.", هذا يبدل إلى وضع العرض الذي يركز على أيقونات المجلد والملف. يسهل هذا الوضع التمييز بين المجلدات والملفات واكتشاف العناصر ذات أنواع الملفات المميزة  .   هذا الوضع سهل لتصفح الصور عندما تكون  المعاينة  ممكّنة. 
This toggles the places panel at the left side of the window.It allows you to go to locations you have bookmarked and to access disk or media attached to the computer or to the network. It also contains sections to find recently saved files or files of a certain type.,Ceci bascule le panneau des emplacements sur le coté gauche de la fenêtre.Il vous permet d'aller sur des emplacements que vous avez marqués ainsi que d'accéder à des disques ou des média de stockage connectés à votre ordinateur ou votre réseau. Il contient aussi des sections pour retrouver les fichiers récemment enregistrés ou des fichiers d'un certain type.,"Dies schaltet die Orte-Seitenleiste am linken Rand des Fensters um.Darüber können Sie zu Orten navigieren, die Sie als Lesezeichen gespeichert haben, sowie zu Speichermedien, die lokal angeschlossen oder über Netzwerk erreichbar sind. Außerdem enthält sie einen Abschnitt zum Auffinden von kürzlich gespeicherten Dateien oder Dateien bestimmter Typen.", هذا يبدل لوحة  الأماكن  في الجانب الأيسر من النافذة.   ويسمح لك بالذهاب إلى المواقع التي قمت بوضع إشارة مرجعية عليها والوصول إلى القرص أو الوسائط المتصلة بالحاسوب أو إلى الشبكة. يحتوي أيضًا على أقسام للعثور على الملفات أو الملفات المحفوظة مؤخرًا من نوع معين. 
This toggles the terminal panel at the bottom of the window.The location in the terminal will always match the folder view so you can navigate using either.The terminal panel is not needed for basic computer usage but can be useful for advanced tasks. To learn more about terminals use the help features in a standalone terminal application like Konsole.,"Ceci bascule le panneau de terminal en bas de la fenêtre.L'emplacement dans le terminal correspondra toujours à l'affichage par dossiers. Ainsi, vous pouvez naviguer dans les deux modes.Le panneau de terminal n'est pas nécessaire pour les utilisations basiques de votre ordinateur. Mais, il peut être utile pour des tâches avancées. Pour en savoir plus concernant les terminaux, veuillez utiliser les fonctionnalités d'aide concernant l'application autonome de terminal comme Konsole.","Hiermit wird die Terminalleiste am unteren Rand des Fensters umgeschaltet.Die Adresse im Terminal stimmt stets mit der des aktuell angezeigten Ordners überein, sodass sie in beiden gleichermaßen navigieren können.Die Terminalleiste wird für grundlegende Aktivitäten nicht benötigt, kann sich bei komplexeren Aufgaben aber als nützlich erweisen. Um mehr über Terminals zu erfahren, nutzen Sie die Hilfe in einer vollwertigen Terminal-Anwendung wie Konsole.",ت هذه تبدل لوحة  الطرفية  في أسفل النافذة. سيتطابق الموقع في الطرفية مع موقع المجلد المعروض حتى تتمكن من التنقل باستخدام أيا منهما.   اللوحة الطرفية ليست ضرورية للاستخدام الأساسي للحاسوب ولكنها يمكن أن تكون مفيدة للمهام المتقدمة. لمعرفة المزيد حول المحطات الطرفية ، استخدم المساعدة في تطبيق طرفي مستقل مثل كونسول. 
To show or hide panels like this go to Menu|Panels or View|Panels.,"Pour afficher ou masquer comme ceci, veuillez vous rendre sur Menu|Panneaux ou Affichage|Panneaux.","Um Seitenleisten wie diese auszublenden oder anzuzeigen, gehen Sie zu Menü|Seitenleisten anzeigen oder Ansicht|Seitenleisten anzeigen.",لتعرض أو تخفي لوحات مثل هذه ، اذهب إلى القائمة|اللوحات أو العرض|اللوحات.
"When this is enabled, hidden files and folders are visible. They will be displayed semi-transparent.Hidden items only differ from normal ones in that their name starts with a dot ("".""). Typically, there is no need for users to access them, which is why they are hidden.Items can also be hidden if their names are listed in a text file named "".hidden"". Files with the ""application/x-trash"" MIME type, such as backup files, can also be hidden by enabling that setting in Configure Dolphin > View > General.","Quand cette option est activée, les fichiers et dossiers cachés sont visibles. Ils seront affichés de manière semi-transparente.Les éléments masqués diffèrent des autres uniquement parce que leur nom commence par un caractère « . ». En général, les utilisateurs n'ont pas besoin d'y accéder, c'est pourquoi ils sont masqués. Les éléments peuvent également être masqués si leurs noms sont répertoriés dans un fichier texte nommé « . hidden ». Les fichiers « MIME » de type « application / x-trash », tels que les fichiers d'archives, peuvent également être masqués en activant ce paramètre dans le menu Configurer Dolphin / Affichage / Général.","Ist diese Option aktiviert, werden versteckte Ordner und Dateien angezeigt. Sie erscheinen dann halbtransparent.Versteckte Einträge unterscheiden sich von normalen nur in dem „.“ am Anfang ihres Namens. Üblicherweise gibt es für einen Nutzer keinen Anlass, auf diese Einträge zuzugreifen, weshalb sie versteckt sind.Elemente können außerdem versteckt werden, indem ihre Namen in eine Datei namens „.hidden“ eingetragen werden. Dateien mit dem MIME-Typ „application/x-trash“, wie etwa Sicherungsdateien, können durch die Aktivierung der entsprechenden Option in Dolphin einrichten→Ansicht→Allgemein ebenfalls ausgeblendet werden.","عند تمكين هذا ، الملفات والمجلدات المخفية ستكون مرئية. ستُعرض شبه شفافة.تختلف العناصر المخفية فقط عن العناصر العادية من حيث أن اسمها يبدأ بنقطة ("".""). عادة، ليست هناك حاجة للمستخدمين للوصول إليها، وهذا هو السبب في أنها مخفية.يمكن أيضا إخفاء العناصر إذا كانت أسماؤها مدرجة في ملف نصي باسم "".hidden"". الملفات التي تحتوي على ""التطبيق/ x-trash"" نوع MIME، مثل ملفات النسخ الاحتياطي، يمكن أيضا إخفاؤها عن طريق تمكين هذا الإعداد في تكوين عرض > دولفين > عام."
You are about to use administrator privileges. While acting as an administrator you can change or replace any file or folder on this system. This includes items which are critical for this system to function.You are able to delete every users' data on this computer and to break this installation beyond repair. Adding just one letter in a folder or file name or its contents can render a system unbootable.There is probably not going to be another warning even if you are about to break this system.You might want to backup files and folders before proceeding.,"Vous êtes sur le point d'utiliser les droits d'administrateur. En tant qu'administrateur, vous pouvez modifier ou remplacer n'importe quel fichier ou dossier sur ce système. Cela inclut les éléments essentiels au fonctionnement de votre système. Vous pouvez supprimer les données de chaque utilisateur sur cet ordinateur et d'endommager votre installation au-delà de toute réparation. L'ajout d'une seule lettre dans un nom de dossier ou de fichier ou son contenu peut rendre un système non amorçable.Il n'y aura probablement aucun autre avertissement même si vous êtes sur le point d'endommager votre système. Vous pourriez vouloir enregistrer les fichiers et dossiers avant de continuer. ","Sie sind dabei, Systemverwalterberechtigungen einzusetzen. Wenn Sie als Systemverwalter (Administrator) agieren, können Sie jede beliebige Datei und jeden Ordner auf dem System bearbeiten. Dies schließt auch Elemente ein, die für eine ordentliche Funktion des Systems unbedingt notwendig sind.Sie sind in der Lage, auf diesem Rechner die Daten eines beliebigen Nutzers zu löschen sowie diese Installation irreparabel zu beschädigen. Schon die Änderung eines Buchstaben im Namen oder Inhalt eines Ordners oder einer Datei kann dazu führen, dass das System nicht mehr startet.Es gibt wahrscheinlich keine weitere Warnung, selbst wenn Sie kurz davor sind, das System zu beschädigen.Es wird empfohlen, Sicherungen von Dateien und Ordnern anzulegen bevor Sie fortfahren.",أنت على وشك استخدام صلاحيات مدير النظام. أثناء العمل بصلاحيات مدير النظام يمكنك تغيير أو استبدال أي ملف أو مجلد على هذا النظام.يتضمن ذلك العناصر المهمة لكي يعمل هذا النظام.يمكنك حذف بيانات كل المستخدمين على هذا الحاسوب وإتلاف هذا النظام بشكل لا يمكن إصلاحه.  كذلك يمكن أن تؤدي إضافة حرف واحد فقط في اسم المجلد أو الملف أو محتوياته إلى جعل النظام غير قابل للإقلاع.ربما لن يكون هناك تحذير آخر حتى لو كنت على وشك كسر هذا النظام.قد ترغب في نسخ الملفات والمجلدات احتياطيًا قبل المتابعة.
"Selection ModeSelect files or folders to manage or manipulate them.Press on a file or folder to select it.Press on an already selected file or folder to deselect it.Pressing an empty area does not clear the selection.Selection rectangles (created by dragging from an empty area) invert the selection status of items within.Moving with arrow keys does not change the selection.Pressing %1, %2, or %3 toggles the selection.The available action buttons at the bottom change depending on the current selection.","Mode de sélectionSélectionner des fichiers ou des dossiers à gérer ou à manipuler.Appuyez sur un fichier ou un dossier pour le sélectionner. Appuyez sur un fichier ou dossier déjà sélectionné pour le désélectionner. Un appui sur une zone vide ne supprime pas la sélection. Les rectangles de sélection (créés en faisant glisser une zone vide) inversent l'état de sélection des éléments qui y sont contenus.  Le déplacement avec les touches de flèchene modifie pas la sélection. Un appui sur %1, %2 ou %3 active ou désactive la sélection.Les boutons d'action disponibles en bas changent en fonction de la sélection actuelle. ","AuswahlmodusDateien oder Ordner auswählen, um diese zu verwalten oder zu verändern.Auf eine Datei oder einen Ordner drücken, um sie auszuwählen.Auf eine ausgewählte Datei oder einen ausgewählten Ordner drücken um die Auswahl aufzuheben.Auf eine leere Fläche drücken hebt die Auswahl nicht auf.Rechteck-Auswahl (erstellt durch ziehen auf einer leeren Fläche) kehrt den Auswahlstatus der Elemente um.Die Knöpfe der verfügbaren Aktionen am unteren Rand verändern sich und sind von der aktuellen Auswahl abhängig.",وضع التحديدحدد الملفات أو المجلدات لإدارتها أو معالجتها.اضغط على ملف أو مجلد لتحديده.اضغط على ملف أو مجلد محدد بالفعل لإلغاء تحديده.لا يؤدي الضغط على منطقة فارغة إلى مسح التحديد.تعكس مستطيلات التحديد (التي يتم إنشاؤها عن طريق السحب من منطقة فارغة) حالة تحديد العناصر الموجودة داخلها.لا يؤدي التحرك باستخدام مفاتيح الأسهم إلى تغيير التحديد.يؤدي الضغط على %1 أو %2 أو %3 إلى تبديل التحديد.تتغير أزرار الإجراءات المتوفرة في الأسفل وفقًا للتحديد الحالي.
A subset of Dolphin settings.,Un sous-ensemble des paramètres de Dolphin,Eine Teilmenge der Dolphin-Einstellungen.,مجموعة فرعية من إعدادات دولفين.
A-Z,A-Z,A-Z,أ-ي
Aaron J. Seigo,Aaron J. Seigo,Aaron J. Seigo,Aaron J. Seigo
Absolute (e.g. '%1'),Absolue (Par exemple « %1 »),Absolut (z.B. „%1“),مطلق (مثل '%1')
Accessed,Accès,Letzter Zugriff,وُصِل إليه
Act as Administrator,Agir en tant qu'administrateur,Als Systemverwalter agieren,اعمل بصلاحيات مدير النظام
Act as Administrator Again,Agir à nouveau en tant qu'administrateur,Nochmals als Systemverwalter agieren,اعمل بصلاحيات مدير النظام مرة أخرى
Acting as Admin,Agissant en tant qu'administrateur,Als Systemverwalter agieren,تعمل بصلاحيات مدير
Acting as an Administrator — Be careful!,Fonctionnement en tant qu'administrateur – Soyez prudent !,Als Systemverwalter agieren — Seien Sie vorsichtig!,أنت تعمل بصلاحيات مدير النظام — كن حذرًا!
Action to trigger when double clicking view background,Action à déclencher lors un double-clic sur l'arrière-plan de la vue,Auszuführende Aktion beim Doppelklick auf den Hintergrund der Ansicht,الإجراء الذي سيفعل عند النقر المزدوج على الخلفية
Actions for %1,Actions pour %1,Aktionen für „%1“,الإجراءات لـ%1
Actions for Current View,Actions pour l'affichage courant,Aktionen für die aktuelle Ansicht,الإجراءات للعرض الحالي
Add Network Folder,Ajouter un dossiers réseau,Netzwerkordner hinzufügen,أضف مجلد على الشبكة
Add to Places,Ajouter aux emplacements,Zu „Orte“ hinzufügen,أضف إلى الأماكن
"Adding a dot to the beginning of this file's name will hide it from view.
Do you still want to rename it?","Ajouter un point au début du nom de fichier cachera celui-ci de la vue.
Voulez-vous vraiment le renommer ?","Mit einem Punkt am Anfang des Dateinamens wird die Datei in der Ansicht ausgeblendet.
Möchten Sie die Datei wirklich umbenennen?","ستؤدي إضافة نقطة إلى بداية اسم هذا الملف إلى إخفائه عن العرض. 
هل ما زلت تريد إعادة تسميته؟"
"Adding a dot to the beginning of this folder's name will hide it from view.
Do you still want to rename it?","Ajouter un point au début du nom de dossier cachera celui-ci de la vue.
Voulez-vous vraiment le renommer ?","Mit einem Punkt am Anfang des Ordnernamens wird die Datei in der Ansicht ausgeblendet.
Möchten Sie die Datei wirklich umbenennen?","ستؤدي إضافة نقطة إلى بداية اسم هذا المجلد إلى إخفائه عن العرض. 
هل ما زلت تريد إعادة تسميته؟"
Additional Information,Informations supplémentaires,Zusätzliche Informationen,معلومات إضافية
Adjust View Display Style…,Ajuster le style d'affichage de la vue…,Anzeigestil anpassen ...,عدل نمط مشاهدة العرض…
Administrator authorization has expired.,L'autorisation des droits administrateur a expiré.,Die Systemverwalterrechte sind abgelaufen.,انتهت صلاحية تصريح مدير النظام.
After current tab,Après l'onglet courant,Hinter aktuellem Unterfenster,بعد اللسان الحالي
Album,Album,Album,الألبوم
All folders,Tous les dossiers,Alle Ordner,كلّ المجلدات
"Alphabetical, case insensitive","Alphabétique, insensible à la casse","Alphabetisch, Groß-/Kleinschreibung ignorieren",أبجديّ، غير حسّاس للحالة
"Alphabetical, case sensitive","Alphabétique, sensible à la casse","Alphabetisch, Groß-/Kleinschreibung beachten",أبجديّ، حسّاس للحالة
Also hide backup files while hiding hidden files,Masquez également les fichiers de sauvegarde tout en masquant les fichiers masqués,Sicherungsdateien zusammen mit versteckten Dateien ausblenden,أخف ملفات النسخ الاحتياطيّة عند إخفاء الملفات المخفية
Also hide files with application/x-trash mimetype,Masquer également les fichiers avec le type « MIME » « application / x-trash »,Auch Dateien mit MIME-Typ „application/x-trash“ verstecken,قم أيضًا بإخفاء الملفات باستخدام نوع mimetype للتطبيق/x-trash
Always ask,Toujours demander,Immer nachfragen,اسأل دائمًا
Any Date,N'importe quelle date,Jedes Datum,أي تاريخ
Any Rating,N'importe quelle note,Beliebige Bewertung,أيّ تقييم
Any Type,N'importe quel type,Jeder Typ,أي نوع
Applications,Applications,Programme,التطبيقات
Apply to:,Appliquer à :,Anwenden auf:,طبّق على:
Applying View Properties,Appliquer les propriétés d'affichage,Ansichtsmodus festlegen,يطبّق خصائص العرض
Artist,Artiste,Künstler,الفنّان
Ascending,Croissant,Aufsteigend,تصاعديًا
Ask for confirmation in Dolphin when:,Demander confirmation dans Dolphin pour :,Um in Dolphin Bestätigung fragen beim:,اطلب التأكيد في دولفين عند:
Ask for confirmation in all KDE applications when:,Demander confirmations dans toutes les applications KDE lors de :,In allen KDE-Anwendungen um Bestätigung fragen beim:,اطلب التأكيد في كلّ تطبيقات كِيدِي عند:
Ask for confirmation when closing windows with a program that is still running in the Terminal panel.,Demander confirmation lors de la fermeture des fenêtres dans lesquelles un programme est en cours d'exécution dans le panneau Terminal.,"Um Bestätigung bitten, wenn Fenster mit mit laufenden Programmen im Terminal geschlossen werden.",اطلب التأكيد عند إغلاق نوافذ ما زالت تشغل برنامج في لوحة الطرفية.
Ask for confirmation when closing windows with multiple tabs.,Demander confirmation lors de la fermeture des fenêtres comportant des onglets multiples.,"Um Bestätigung bitten, wenn Fenster mit mehreren Unterfenstern geschlossen werden.",التأكيد عند إغلاق النوافذ ذات الألسنة المتعددة.
Ask for confirmation when opening many folders at once.,Demander une confirmation lors de l'ouverture de plusieurs dossiers en une fois.,"Um Bestätigung bitten, wenn viele Ordner auf einmal geöffnet werden",اطلب التأكيد عند فتح العديد من الملفات في وقت واحد.
Ask for confirmation when opening many terminals at once.,Demander une confirmation lors de l'ouverture de plusieurs fenêtres de terminal en une fois.,"Um Bestätigung bitten, wenn viele Terminals auf einmal geöffnet werden.",اطلب التأكيد عند فتح العديد من الطرفيات في وقت واحد.
Aspect Ratio,Rapport d'affichage,Seitenverhältnis,النسبة الباعيّة
At end of tab bar,A la fin de la barre d'onglets,Am Ende der Unterfensterleiste,عند نهاية شريط الألسنة
Audio,Audio,Audio,صوت
Author,Auteur,Autor,المؤلف
Authorization required to enter this folder.,Autorisation requise pour entrer dans ce dossier.,Eine Authentifizierung ist für das Öffnen dieses Ordners erforderlich.,مطلوب إذن لدخول هذا المجلد.
Auto-Play media files,Lecture automatique des fichiers de média,Mediendateien automatisch abspielen,التشغيل الآلي لملفات الوسائط
Auto-play media files,Lire automatiquement les fichiers de média,Mediendateien automatisch abspielen,التشغيل الآلي لملفات الوسائط
Automatic Column Widths,Largeurs de colonnes automatiques,Spaltenbreite automatisch anpassen,عرض الأعمدة آليّ
Automatic Scrolling,Défilement automatique,Automatischer Bildlauf,التمرير آليًا
Automatic scrolling,Défilement automatique,Automatischer Bildlauf,التمرير الآلي
Autostart,Lancement automatique,Autostart,البدء الآلي
Background:,Arrière-plan :,Hintergrund:,الخلفيّة:
"Backup files are the files whose mime-type is application/x-trash, patterns: %1",Les fichiers de sauvegarde sont les fichiers dont le type « MIME » « application/x-trash » se présente comme : %1,"Sicherungsdateien sind Dateien mit dem MIME-Typ „application/x-trash“, Muster: %1",ملفات النسخ الاحتياطي هي الملفات التي يكون نوع mime فيها application/x-trash، والأنماط:%1
Begin in split view mode,Débuter en mode d'affichage scindé,Starten mit geteilter Ansicht,ابدأ في نمط تقسيم العرض
Behavior,Comportement,Verhalten,السلوك
Big,Grande,Groß,كبيرة
Bitrate,Débit,Bitrate,معدل البِتّات
Browse through archives,Naviguer dans les archives,Archive durchsehen,تصفّح الأرشيف
Browsing:,Navigation,Durchsuchen:,التصفح:
By clicking anywhere on the row,Par un clic n'importe où sur la ligne,Durch einen Klick irgendwo in der Zeile,بالنقر أي مكان على الصف
By clicking on icon or name,Par un clic n'importe sur une icône ou un nom,Durch einen Klick auf Symbol oder Namen,بالنقر على أيقونة أو اسم
Close Current Tab,Fermer l'onglet actuel,Aktuelles Unterfenster schließen,أغلق اللسان الحالي
Cancel,Annuler,Abbrechen,ألغ
Cancel Copying,Annuler la copie,Kopieren abbrechen,ألغ النسخ
Cancel Cutting,Annuler la coupe,Ausschneiden abbrechen,ألغ القص
Cancel Duplicating,Annuler la duplication,Duplizieren abbrechen,ألغ التكرار
Cancel Moving,Annuler le déplacement,Verschieben abbrechen,ألغ النقل
Cancel Renaming,Annuler le renommage,Umbenennen abbrechen,ألغ إعادة تسمية
Cannot copy to other view: No files selected.,Impossible de copier vers une autre vue : aucun fichier sélectionné.,Kopieren in andere Ansicht nicht möglich: Keine Dateien ausgewählt,تعذر النسخ للعرض الآخر: لم يُحدّد أي ملف.
Cannot copy to other view: The other view already contains these items.,Impossible de copier vers une autre vue : l'autre vue contient déjà ces éléments.,Kopieren in andere Ansicht fehlgeschlagen: Die Elemente sind bereits in der anderen Ansicht enthalten.,تعذر النسخ للعرض الآخر: يحوي العرض الآخر على هذه العناصر فعلًا.
Cannot copy to other view: You do not have permission to write into the destination folder.,Impossible de copier vers une autre vue : vous n'êtes pas autorisé à écrire dans le dossier de destination.,"Kopieren in andere Ansicht fehlgeschlagen: Sie haben keine Berechtigung, in den Zielordner zu schreiben.",تعذر النسخ للعرض الآخر: ليست لديك الصلاحيات للكتابة في المجلد المستهدف.
Cannot create new file: You do not have permission to create items in this folder.,Impossible de créer un nouveau fichier : vous n'êtes pas autorisé à créer des éléments dans ce dossier.,"Erstellen des neuen Ordners fehlgeschlagen: Sie haben keine Berechtigung, Elemente in diesem Ordner zu erstellen.",لا يمكن إنشاء ملفًا جديدًا: ليست لديك الصلاحيات لإنشاء عناصر في هذا المجلد.
Cannot create new folder: You do not have permission to create items in this folder.,Impossible de créer un nouveau dossier : vous n'êtes pas autorisé à créer des éléments dans ce dossier.,"Erstellen des neuen Ordners fehlgeschlagen: Sie haben keine Berechtigung, Elemente in diesem Ordner zu erstellen.",لا يمكن إنشاء مجلدًا جديدًا: ليست لديك الصلاحيات لإنشاء عناصر في هذا المجلد.
Cannot cut: You do not have permission to move items from this folder.,Impossible de couper : vous n'êtes pas autorisé à déplacer des éléments à partir de ce dossier.,"Ausschneiden fehlgeschlagen: Sie haben keine Berechtigung, Elemente aus diesem Ordner zu verschieben.",لا يمكن القص: ليست لديك الصلاحيات لنقل العناصر في هذا المجلد.
