English,French,German,Arabic
Refresh All Calendars,Actualiser tous les agendas,Alle Kalender aktualisieren,أنعش كل التقاويم
Reminders:,Rappels :,Erinnerungen:,التذكيرات:
Remove,Supprimer,Entfernen,أزل
Remove %1 tag,Supprimer l'étiquette %1,Stichwort %1 entfernen,أزل الوسم %1
Remove Tag,Supprimer une étiquette,Stichwort entfernen,أزل الوسم
Remove email,Supprimer un courriel,E-Mail-Adresse entfernen,أزِل البريد الإلكترونيّ
Remove filtering tag,Supprimer le filtrage des étiquettes,Stichwort entfernen,أزل ترشيح الوسم
Repeat:,Répétition :,Wiederholung:,كرّر:
Request RSVP,Requête « RSVP »,Antwort anfordern,اطلب الرجاء الرد
Required,Nécessaire,Erforderlich,مطلوب
Reset,Réinitialiser,Zurücksetzen,صفّر
Return to Location,Revenir à l'emplacement,Zurück zum Ort springen,ارجع للموقع
Right,Droite,Rechts,اليمين
Runs All Day,Se déroule sur toute la journée,Ganztägig,شغال بطول اليوم
Runs all day,Se déroule toute la journée,Ganztägig,شغال بطول اليوم
SDE-1,SDE-1,SDE-1,م. نظم-1
Save,Enregistrer,Speichern,احفظ
Save attachment,Enregistrer une pièce jointe,Anhang speichern,احفظ المرفق
Schedule,Planning,Terminplan,الجدولة
Schedule View,Affichage par planning,Terminplanansicht,عرض الجدولة
Schedule View settings,Configuration de l'affichage par agenda,Einstellungen der Terminplanansicht,إعدادات عرض الجدول
Schedule view mode,Mode d'affichage en planning,Modus der Terminplanansicht,نمط عرض الجدولة
Select All,Tout sélectionner,Alle auswählen,حدّد الكل
Select Email Address,Sélectionnez une adresse de courriel,E-Mail-Adresse auswählen,اختر عنوان بريد إلكتروني
Select a file,Sélectionner un fichier,Eine Datei auswählen,اختر ملفًّا
Select a mailbox from the sidebar.,Sélectionnez un boîte aux lettre à partir de la barre latérale.,Wählen Sie ein Postfach aus der Seitenleiste.,حدد صندوق بريد من الشريط الجانبي
Select number to call,Sélection un numéro à appeler,Anzurufende Nummer auswählen,اختر رقما للاتصال به
Select number to send message to,Sélection un numéro pour y envoyer un message,Nummer zum Senden einer Nachricht wählen,اختر رقماً لإرسال الرسالة إليه
Send,Envoyer,SMS senden,أرسل رسالة نصية قصيرة
Send SMS,Envoyer un SMS,SMS senden,أرسل رسالة نصية قصيرة
Send email,Trouver un courriel,E-Mail senden,أرسِل بريدًا إلكترونيًا
Server information,Informations sur le serveur,Server-Informationen,المعلومات الشخصية
Set address book colour…,Définir la couleur du carnet d'adresses...,Farbe des Adressbuches ändern ...,عين لون دفتر العناوين…
Set calendar colour…,Définir la couleur de l'agenda...,Kalenderfarbe ändern ...,عين لون التقويم…
Set due date...,Définir une date d'échéance...,Fälligkeitsdatum festlegen ...,عيّن تاريخ الاستحقاق...
Set priority...,Définir une priorité...,Priorität einstellen ...,عين الأولوية…
Settings,Configuration,Einstellungen,إعدادات
Show Completed,Afficher les tâches terminées,Abgeschlossene anzeigen,اعرض المكتملة
Show Completed Tasks,Afficher les tâches terminées,Abgeschlossene Aufgaben anzeigen,اعرض المهامّ المكتملة
Show Menubar,Afficher la barre de menus,Menüleiste anzeigen,اعرض شريط القوائم
Show QR Code,Afficher le code « QR »,QR-Code anzeigen,أظهر صورة QR
Show completed sub-tasks,Afficher les sous-tâches terminées,Abgeschlossene Unteraufgaben anzeigen,اعرض المهامّ الفرعية المكتملة
Show map,Afficher la carte,Karte anzeigen,أظهر الخريطة
Show sub-tasks in calendar views,Afficher les sous-tâches dans les affichages d'agenda,Unteraufgaben in Kalenderansichten anzeigen,أظهر المهام الفرعية في عرض التقويم
Show tasks in calendar views,Afficher les tâches dans les affichages d'agenda,Aufgaben in Kalenderansichten anzeigen,أظهر المهام  في عرض التقويم
Show week headers,Afficher l'en-tête avec les semaines,Wochenkopfzeilen anzeigen,اعرض ترويسات الأسبوع
Show week numbers,Afficher les numéros de semaine,Kalenderwoche anzeigen,أظهر أرقام الأسبوع
Software Developer,Développeur logiciel,Software-Entwickler,مطور برمجيات
Sort,Trier,Sortieren,افرز
Sort Tasks,Trier les tâches,Aufgaben sortieren,افرز المهامّ
Spouse's Name,Nom du conjoint,Name des Ehepartners,اسم الزوج
Sr.,Sr.,Sen.,الأبّ
Start:,Date de début :,Start:,البدء:
Starts at %1,Commence à %1,Beginnt um %1,يبدأ في %1
Status:,État :,Status:,الحالة:
Subject:,Sujet :,Kein Betreff,لا موضوع
Summary:,Résumé :,Zusammenfassung:,الملخّص:
Super-task,Macro-tâche,Übergeordnete Aufgabe,المهمة العامة
Surname or last name,Nom de famille,Zu- oder Nachname,اسم العائلة أو أخر اسم
Swipeable month grid,Grille des mois avec balayage,Wischbare Monatsansicht,شبكة الشهر قابلة للتمرير
Swipeable month grid requires higher system performance.,La grille des mois avec balayage nécessite de plus grandes performances du système.,Die wischbare Monatsansicht erfordert eine höhere Systemleistung.,تحتاج شبكة الشهر القابلة للتمرير إلى أداء عالي من النظام.
Swipeable schedule view,Grille de planning avec balayage,Wischbare Terminplanansicht,عرض جدولة قابل للتمرير
Swipeable schedule view requires higher system performance.,La grille de planning avec balayage nécessite de plus grandes performances du système.,Die wischbare Terminplanansicht erfordert eine höhere Systemleistung.,يحتاج عرض الجدولة القابل للتمرير إلى أداء عالي من النظام.
Swipeable week view,Grille des semaines avec balayage,Wischbare Wochenansicht,عرض أسبوع قابل للتمرير
Swipeable week view requires higher system performance.,La grille des semaines avec balayage nécessite de plus grandes performances du système.,Die wischbare Wochenansicht erfordert eine höhere Systemleistung.,يحتاج عرض الأسبوع القابل للتمرير إلى أداء عالي من النظام.
Tags,Étiquettes,Stichwörter,الوسوم
Tags:,Étiquettes :,Stichwörter:,الوسوم:
Tap,Tapotage,Tippen,طَرق
Tap to set tags…,Tapoter pour définir les étiquettes...,"Tippen, um Stichwörter festzulegen ...",اطرق لتعين وسم…
Task,Tâche,Aufgabe,المهمّة
Tasks,Tâches,Aufgaben,المهامّ
Tasks View,Affichage par tâches,Aufgabenansicht,عرض المهامّ
Tasks View settings,Configuration de l'affichage des tâches,Einstellungen der Aufgabenansicht,إعدادات عرض المهام
"Tech Wing, 4th Floor","Aile technique, quatrième étage","Technikflügel, 4. Stockwerk",جناح الأخضر، الطابق الرابع
The %1 %2 of each month,Le %1 %2 de chaque mois,Der %1 %2 jeden Monats,%2 ال%1 من كل شهر
The %1 of each month,Le %1 de chaque mois,Der %1 jeden Monats,الـ%1 من كل شهر
"The calendar item ""%1"" recurs over multiple dates. Do you want to delete the selected occurrence on %2, also future occurrences, or all of its occurrences?","L'élément de calendrier « %1 » se répète sur plusieurs dates. Voulez-vous vraiment supprimer la récurrence sélectionnée sur %2, ainsi que les récurrences futures ou toutes ses récurrences ?","Der Kalendereintrag „%1“ wiederholt sich an mehreren Daten. Möchten Sie nur das ausgewählte Ereignis am %2, auch zukünftige Ereignisse oder sämtliche Ereignisse löschen?","يتكرر عنصر التقويم ""%1"" خلال تواريخ متعددة. هل تريد حذف التكرار المحدد على %2، أم أيضًا التكرارات المستقبلية ، أم كل تكراراته؟"
"The calendar item ""%1"" recurs over multiple dates. This item also has sub-items.

Do you want to delete the selected occurrence on %2, also future occurrences, or all of its occurrences?

Deleting all will also delete sub-items!","L'élément de calendrier « %1 » se répète sur plusieurs dates. Il possède par ailleurs des sous-éléments.

Voulez-vous vraiment supprimer la récurrence sélectionnée sur %2, ainsi que les récurrences futures ou toutes ses récurrences ? 

La suppression totale supprimera aussi les sous-éléments !","Der Kalendereintrag „%1“ wiederholt sich an mehreren Daten und hat zudem Untereinträge.

Möchten Sie nur das ausgewählte Ereignis am %2, auch zukünftige Ereignisse oder sämtliche Ereignisse löschen?

Bei letzterem werden auch alle Untereinträge gelöscht.","يتكرر عنصر التقويم ""%1"" خلال تواريخ متعددة. يحتوي هذا العنصر أيضًا على عناصر فرعية. 
 
هل تريد حذف التكرار المحدد على %2 ، أم أيضاً التكرارات المستقبلية ، أم كل تكراره؟ 
 
سيؤدي حذف الكل إلى حذف العناصر الفرعية أيضًا!"
"The item you are trying to change is a recurring item. Should the changes be applied only to this single occurrence, also to future items, or to all items in the recurrence?",L'élément que vous essayez de modifier est un élément récurrent. Les modifications doivent-elles être appliquées uniquement à cet élément unique ou également aux éléments futurs ou à tous les éléments récurrents ?,"Bei dem Eintrag, den Sie ändern möchten, handelt es sich um ein wiederkehrendes Ereignis. Sollen die Änderungen nur für dieses Ereignis, auch für Ereignisse in der Zukunft oder für alle Vorkommen zu diesem Ereignis gelten?",العنصر الذي تحاول تغييره هو عنصر يتكرّر. أيجب أن تُطبّق التغييرات على هذا الحدوث فقط، أو على العناصر المستقبليّة أيضًا، أو على كل العناصر في التكرار؟
The key details are not available.,Les détails concernant la clé sont indisponibles.,Es sind keine Details für den Schlüssel verfügbar.,تفاصيل المفتاح غير متوفّرة.
The key has expired.,La clé a expiré.,Der Schlüssel ist abgelaufen.,انتهى المفتاح
The key was revoked.,La clé a été révoquée.,Der Schlüssel wurde zurückgezogen.,أُبطل المفتاح.
The member with name %1 is missing an email address,Le membre avec le nom %1 ne possède aucune adresse de courriel.,Dem Mitglied mit dem Namen %1 fehlt die E-Mail-Adresse,الرّقم بالاسم %1 ينقصه عنوان بريد إلكترونيّ
The signature is invalid.,La signature n'est pas valable.,Die Signatur ist ungültig.,التوقيع غير صالح.
This event is recurring,Cet évènement est récurrent,Der Termin wiederholt sich,هذا الحدث متكرر
This mail contains an invitation,Ce courriel contient une invitation,Diese E-Mail enthält eine Einladung,هذا البريد يحوي دعوة
This message has been signed using the key %1 by %2.,Ce message a été signé avec la clé %1 par %2.,Diese Nachricht wurde mit dem Schlüssel %1 von %2 signiert.,وُقّعت الرّسالة بالمفتاح %1 بواسطة %2.
This message has been signed using the key %1.,Ce message a été signé avec la clé %1.,Diese Nachricht wurde mit dem Schlüssel %1 signiert.,وُقّعت الرّسالة بالمفتاح %1.
This message is encrypted but we don't have the key for it.,Ce message est chiffré mais nous ne possédons pas la clé pour le déchiffrer.,"Diese Nachricht ist verschlüsselt, aber es fehlt der Schlüssel.",هذه الرسالة مشفرة لكن ليس لدينا مفتاحها.
This message is encrypted to the key: %1,Ce message est chiffré avec la clé : %1,Diese Nachricht ist mit folgendem Schlüssel verschlüsselt: %1,هذه الرّسالة معمّاة بالمفتاح: %1
Timezone:,Fuseau horaire :,Zeitzone:,المنطقة الزمنية:
Title,Titre,Titel,العنوان
Title:,Titre :,Titel:,العنوان:
To Date…,Vers la date...,Datum ...,إلى التاريخ…
To Today,Vers aujourd'hui,Heute,إلى اليوم
Today,Aujourd'hui,Heute,اليوم
Today (%1),Aujourd'hui (%1),Heute (%1),اليوم (%1)
Tomorrow (%1),Demain (%1),Morgen (%1),الغد (%1)
Unable to add the exception item to the calendar. No change will be done.,Impossible d'ajouter un élément d'exception au calendrier. Aucun changement ne sera fait.,"Es ist nicht möglich, diese Ausnahme in den Kalender aufzunehmen. Es werden keine Änderungen durchgeführt.",تعذّرت إضافة عنصر الاستثناء إلى التقويم. لن يجري أيّ تغيير.
Unable to find location.,Impossible de trouver un emplacement.,Ort kann nicht gefunden werden.,تعذر العثور على الموقع.
Unassigned,Non assigné,Nicht zugewiesen,غير معينة
Undefined,Indéfini,Nicht definiert,غير معرّف
Undo,Annuler,Rückgängig,تراجع
Undo Text,Annuler le texte,Rückgängig im Text,تراجع عن النص
Undo:,Annuler :,Rückgängig:,تراجع:
Unknown,Inconnu,Unbekannt,مجهول
Update Profile Picture,Mettre à jour une image de profil,Profilbild aktualisieren,حدث صورة الملف الشخصي
Update address book,Mettre à jour un carnet d'adresses,Adressbuch aktualisieren,حدّث دفتر العناوين
Update address book source,Mettre à jour une source de carnet d'adresses,Adressbuchquelle aktualisieren,حدث مصدر دفتر العناوين
Update calendar,Mettre à jour un agenda,Kalender aktualisieren,حدّث التّقويم
Update calendar source,Mettre à jour une source d'agenda,Kalenderquelle aktualisieren,حدث مصدر التقويم
Use popup to show incidence information,Utiliser une fenêtre contextuelle pour afficher des informations sur l'incidence,Aufklappfenster zum Anzeigen von Ereignisinformationen verwenden,استخدم المنبثقة لإظهار معلومات الحدوث
Video,Vidéo,Video,فيديو
View,Affichage,Ansicht,العرض
View all tasks,Afficher toutes les tâches,Alle Aufgaben anzeigen,اعرض كل المهام
Voice,Voix,Voice,الصّوت
Week,Semaine,Woche,الأسبوع
Week View,Affichage en semaine,Wochenansicht,عرض الأسبوع
Week view mode,Mode d'affichage en semaines,Modus der Wochenansicht,نمط عرض الأسبوع
Week view settings,Configuration de l'affichage en semaines,Einstellungen der Wochenansicht,إعدادات عرض الأسبوع
Weekday label alignment,Alignement des étiquettes des jours de la semaine,Ausrichtung der Wochentagsbeschriftung,محاذاة تسمية يوم الأسبوع
Weekday label length:,Longueur des étiquettes des jours de la semaine :,Länge der Wochentagsbeschriftung:,طول تسمية يوم الأسبوع:
Weekly,Hebdomadaire,Wöchentlich,أسبوعيّا
Window,Fenêtre,Fenster,النافذة
Work,Travail,Arbeit,العمل
Work:,Travail :,Beruflich:,العمل:
"Would you like to merge this calendar file's events and tasks into one of your existing calendars, or would prefer to create a new calendar from this file?",Voulez-vous fusionner les évènements et les tâches de ce fichier d'agenda avec l'un de vos agendas existants ou préférez-vous créer un nouveau agenda à partir de ce fichier ?,Möchten Sie die Termine und Aufgaben dieser Kalenderdatei in einen Ihrer bereits bestehenden Kalender einfügen oder einen neuen Kalender aus dieser Datei erstellen?,هل ترغب في دمج أحداث ومهام ملف التقويم هذا في أحد التقويمات الموجودة لديك، أم تفضل إنشاء تقويم جديد من هذا الملف؟
Wrong Crypto Plug-In.,Module externe incorrect de cryptographie.,Falsches Kryptografie-Modul.,ملحقة التّعمية خاطئة.
Wrong passphrase.,Phrase secrète incorrecte.,Falsche Passphrase.,عبارة مرور خاطئة
Yearly,annuellement,Jährlich,سنويّا
Years,Années,Jahre,السنوات
You are trusting this key.,Vous faites confiance à cette clé.,Sie vertrauen diesem Schlüssel.,أنت تثق في بهذا المفتاح.
You won't be able to revert this action,Vous ne pourrez pas annuler cette action,Diese Aktion kann nicht rückgängig gemacht werden,لن تتمكن من التراجع عن هذا الإجراء
after start of event,après le début de l'évènement,nach dem Beginn des Termins,بعد بدء الحدث
at %1,à %1,um %1,عند %1
before start of event,avant le début de l'évènement,vor dem Beginn des Termins,قبل بدء الحدث
days,jours,Tage,يوم
fwd,transférer,Fwd,تمرير
hours,heures,Stunden,ساعة
minutes,minutes,Minuten,دقيقة
protocol:person@example.com,protocol:person@example.com,protocol:person@example.com,protocol:person@example.com
re,répondre,Re,رد
sent by %1 on %2,envoyé par %1 grâce à %2,Gesendet von %1 am %2,أرسلها %1 في %2
