English,French,German,Arabic
Could not find a suitable binary for printing. Make sure CUPS lpr binary is available,Impossible de trouver un exécutable adapté à l'impression. Veuillez vérifier que le binaire CUPS « lpr » est disponible,"Es kann keine passende Programmdatei für das Drucken gefunden werden. Stellen Sie bitte sicher, dass die CUPS-Programmdatei „lpr“ verfügbar ist.",لم يعثر على برنامج مناسب للطباعة. تأكد أن CUPS lpr موجود.
Could not load print preview part,Impossible de charger le composant d'aperçu avant impression,Die Druckvorschau-Komponente kann nicht geladen werden.,تعذر تحميل جزء معاينة الطباعة
Could not load the file %1,Impossible de charger le fichier %1,Die Datei %1 kann nicht geladen werden,لا يمكن تحميل الملف %1
"Could not open ""%1"" for writing. File was not saved.",Impossible d'ouvrir « %1 » en écriture. Le fichier n'a pas été enregistré.,„%1“ kann nicht zum Schreiben geöffnet werden. Die Datei wurde nicht gespeichert.,"تعذر فتح ""%1"" للكتابة. الملف لم يحفظ."
Could not open %1. %2,Impossible d'ouvrir « %1 ». %2,„%1“ kann nicht geöffnet werden (%2),تعذّر فتح %1. %2
Could not open %1. Reason: %2,Impossible d'ouvrir « %1 ». Raison : %2,%1 kann nicht geöffnet werden. Der Grund lautet: %2,تعذر فتح %1. السبب: %2
Could not open '%1' (%2),Impossible d'ouvrir « %1 » (%2),„%1“ kann nicht geöffnet werden (%2),تعذّر فتح '%1' (%2)
Could not open '%1'. File does not exist,Impossible d'ouvrir « %1 ». Le fichier n'existe pas.,„%1“ kann nicht geöffnet werden. Die Datei existiert nicht.,تعذر فتح '%1'. الملف غير موجود
Could not open a temporary file,Impossible d'ouvrir un fichier temporaire,Die temporäre Datei kann nicht geöffnet werden.,تعذر فتح الملف المؤقت
Could not open the temporary file for saving.,Impossible d'ouvrir le fichier temporaire pour enregistrement.,Die temporäre Datei kann nicht zum Speichern geöffnet werden.,تعذر فتح الملف المؤقت للحفظ.
Could not overwrite %1 because that file is read-only. Try saving to another location or changing that file's permissions.,Il est impossible d'écraser le fichier %1 car il est en lecture seule. Veuillez essayer de l'enregistrer dans un autre emplacement ou de modifier ses permissions.,"Datei %1 kann nicht gespeichert werden, weil sie nur gelesen werden darf. Versuchen Sie einen anderen Speicherort oder eine Änderung der Dateiberechtigungen.",تعذر الكتابة فوق %1 بسبب أنه للقراءة فقط. حاول حفظه في مكان أخر أو غير أذونات الملف.
"Could not print the document. Detailed error is ""%1"". Please report to bugs.kde.org",Impossible d'imprimer le document. L'erreur détaillée est « %1 ». Veuillez rapporter ce bogue à « bugs.kde.org »,Das Dokument kann nicht gedruckt werden. Die genaue Fehlermeldung lautet: „%1“. Bitte melden Sie das Problem unter http://bugs.kde.org,"تعذرت طباعة المستند. الخطأ بالتفصيل هو ""%1"". يُرجى التبليغ إلى bugs.kde.org"
Could not print the document. Unknown error. Please report to bugs.kde.org,Impossible d'imprimer le document. Erreur inconnue. Veuillez rapporter ce bogue à « bugs.kde.org »,Das Dokument kann aufgrund eines unbekannten Fehlers nicht gedruckt werden. Bitte melden Sie das Problem unter http://bugs.kde.org,تعذرت طباعة المستند. خطأ غير معروف. يُرجى التبليغ عنه إلى bugs.kde.org
Could not save file %1.,Impossible d'enregistrer le fichier %1.,Die Datei „%1“ lässt sich nicht speichern.,تعذّر حفظ الملفّ %1.
Could not sign document with location: %1,Impossible de signer le document à l'emplacement : %1,Die Datei %1 kann nicht geladen werden,تعذر توقيع المستند بالموقع: %1
Could not sign. Invalid certificate password or could not write to '%1',Signature impossible. Mot de passe pour le certificat non valable ou impossible d'écrire dans  %1 »,Signieren ist nicht möglich. Ungültiges Passwort für das Zertifikat oder Schreiben in „%1“ nicht möglich,لا يمكن التوقيع. كلمة مرور الشهادة غير صالحة أو تعذر الكتابة إلى '%1'
Could not sign. Wrong passphrase,Impossible de faire une signature car phrase de passe incorrecte,,تعذر التوقيع. عبارة المرور خاطئة
Could not view revision.,Impossible d'afficher la révision.,Die Revision kann nicht angezeigt werden.,تعذر عرض المراجعة.
"Could not write signed document at %1, please ensure you have selected a folder with write permission",Impossible d'écrire le document signé à l'emplacement %1. Veuillez vous assurer que vous avez sélectionné un dossier pour lequel vous avez les droits en écriture.,"Datei %1 kann nicht gespeichert werden, weil sie nur gelesen werden darf. Versuchen Sie einen anderen Speicherort oder eine Änderung der Dateiberechtigungen.",لم نتمكن من كتابة مستند موقّع في %1، يرجى التأكد من تحديد مجلد به إذن الكتابة
Create annotation tool,Outil de création d'annotations,Anmerkungswerkzeug erstellen,أنشئ أداة شرح
Create drawing tool,Créer un outil de dessin,Zeichenwerkzeug erstellen,أنشئ أداة رسم
Created,Créé,Erstellt am,أُنشئ
Created Okular from KPDF codebase,A créé Okular à partir du code provenant de KPDF,Hat Okular auf Basis von KPDF aus der Taufe gehoben,أنشئ أوكلار من الكود الأساس ل KPDF
Created:,Créé :,Erstellt:,أُنشئ في:
Creator,Créateur,Erstellt von,المُنشئ
Current Screen,Écran courant,Aktueller Bildschirm,الشّاشة الحاليّة
Custom,Personnalisé,,مخصّص
Custom Color...,Couleur personnalisée...,Benutzerdefinierte Farbe ...,لون مخصّص...
Custom Text Editor,Éditeur de texte personnalisé,Benutzerdefinierter Texteditor,محرر نصوص مخصص
Custom annotation name:,Nom d'annotation personnalisé :,Benutzerdefinierter Anmerkungsname:,اسم شرح مخصّص:
Cyan,Cyan,Cyan,سماوي
DSA,DSA,DSA,DSA
Dark color:,Couleur sombre :,Dunkle Farbe:,اللون المعتم:
Decrypt Keys,Déchiffrer les clés,Schlüssel entschlüsseln,مفاتيح فك التشفير
Default Drawing Tool #%1,Outil de dessin par défaut n°%1,Standard-Zeichenwerkzeug #%1,أداة الرسم المبدئية #%1
Default Screen,Écran par défaut,Standard-Bildschirm,الشّاشة الافتراضيّة
Default transition:,Transition par défaut :,Standardübergang:,التنقل المبدئي:
Default zoom:,Zoom par défaut :,Standardvergrößerung:,الحجم المبدئي:
Defines how much of the current viewing area will still be visible when pressing the Page Up/Down keys.,Définit quelle proportion de la zone actuelle d'affichage sera encore visible lors d'un appui sur les touches « Page précédente » / « Page suivante ».,"Legt fest, wieviel des aktuell sichtbaren Bereichs noch sichtbar ist, nachdem eine der Tasten „Bild auf/ab“ betätigt wurde.",تحدِّد مقدار مساحة العرض التي ستبقى ظاهرة عند ضغط مفتاح Page Up/Down.
Defines the default zoom mode for files which were never opened before. For files which were opened before the previous zoom is applied.,"Définit le mode de zoom par défaut pour les fichiers n'ayant jamais été ouverts. Pour les fichiers ayant déjà été ouverts, le dernier niveau de zoom utilisé est appliqué.","Legt die Vergrößerung für Dateien fest, die zum ersten Mal geöffnet werden.
Alle bereits vorher geöffneten Dateien werden in der letzten benutzen Vergrößerungsstufe angezeigt.",يُحدِّد وضع التقريب المبدئيّ للملفات التي لم تُفتَح قبلاً.للملفات المفتوحة قَبلاً يطبق التقريب السابِق.
Deny Request,Refuser la demande,Anfrage verweigern,رفض الطلب
Departmental,Départemental,Abteilungsintern,إداري
Description,Description,Beschreibung,الوصف
Description:,Description :,Beschreibung:,الوصف
Details,Détails,Details,التفاصيل
Developer,Développeur,Entwickler,المطوّر
Diamond,Losange,Raute,معين الزوايا
Digest Mismatch occurred.,Les signatures ne correspondent pas.,Prüfsumme passt nicht,حصل عدم مطابقة للتجميعة.
Digital Signature,Signature numérique,Digitale Signatur,التوقيع الرقمي
Digitally Sign...,Signature numérique en cours...,Digital signieren ...,وقع رقمياً...
Disabled,Désactivé,Deaktiviert,معطّل
Display document title in titlebar if available,"Afficher le titre du document dans la barre de titre, si disponible","Dokumenttitel in der Titelleiste anzeigen, falls verfügbar",اعرض عنوان المستند في شريط العنوان إن وُجِد
Display file name only,Afficher uniquement le nom du fichier,Nur Dateinamen anzeigen,اعرض فقط اسم الملف
Display full file path,Afficher l'emplacement complet du fichier,Vollständigen Dateipfad anzeigen,اعرض المسار الكامل للملف
Dissolve,Dissoudre,Auflösen,إذابة
Do not show this message again,Ne plus afficher ce message,Diese Meldung nicht mehr anzeigen,لا تعرض هذه الرّسالة مجدّدًا
"Do you want to save your changes to ""%1"" or discard them?",Voulez-vous enregistrer vos modifications dans « %1 » ou les annuler ?,Möchten Sie Ihre Änderungen an „%1“ speichern oder verwerfen?,"هل تريد حفظ التغييرات على ""%1"" أم تجاهلها؟"
Document Modifications:,Modifications du document ;,Änderungen am Dokument:,تعديلات المستند:
Document Password,Mot de passe du document,Dokument-Passwort,كلمة سر المستند
Document Revision %1 of %2,Révision de document %1 sur %2,Dokumentversion %1 von %2,مراجعة المستند %1 من %2
Document Version,Version du document,Dokumentversion,إصدار المستند
Document can't be saved,Le document ne peut être enregistré.,Dokument kann nicht gespeichert werden,لا يمكن حفظ المستند
Document shared successfully,Document partagé avec succès,Dokument erfolgreich veröffentlicht,شُورك المستند بنجاح
Documents to open. Specify '-' to read from stdin.,Documents à ouvrir. Utiliser « - » pour lire depuis l'entrée standard.,Zu öffnende Dokumente. Mit „-“ wird aus der Standardeingabe (stdin) gelesen.,اسم المستند لفتحه. حدد '-' لتقرأ من stdin.
Draft,Brouillon,Entwurf,مسودة
Draw a freehand line,Dessiner une ligne à main levée,Eine Freihandlinie zeichnen,ارسم خطًّا حُرًّا
Draw a polygon (click on the first point to close it),"Dessiner un polygone (pour le fermer, cliquez sur le premier point)",Zeichnet ein Vieleck (Klicken Sie auf den ersten Punkt zum Abschließen),رسم مضلع (انقر على النقطة الأولى لإغلاقه)
Draw a rectangle,Dessiner un rectangle,Ein Rechteck zeichnen,ارسم مستطيلاً
Draw a rectangle around the page area you wish to keep visible,Dessiner un rectangle autour de la zone de la page à conserver visible.,"Ziehen Sie mit der Maus ein Rechteck um den Bereich der Seite, der sichtbar bleiben soll..",ارسم مربعا حول مساحة الصفحة التي تريد أن تجعلها مرئية
"Draw a rectangle around the table, then click near edges to divide up; press Esc to clear.",Dessiner un rectangle autour du tableau puis cliquer près des bords pour le diviser. Appuyez sur « Échap » pour effacer.,"Ziehen Sie mit der Maus ein Rechteck um die Tabelle, klicken Sie dann zur Aufteilung auf die nächsten Kanten, drücken Sie die Taste ESC zum Löschen.",ارسم مستطيلاً حول الجدول، ثم انقر بالفأرة بالقرب من الحافة لتُقَسِّم؛ اضغط Esc للإلغاء.
Draw a rectangle around the text/graphics to copy.,Dessiner un rectangle autour du texte ou de l'image à copier.,Ziehen Sie mit der Maus ein Rechteck um den zu kopierenden Bereich.,ارسم مربعا حول النص/الصورة المراد نسخه.
Draw a rectangle to insert the signature field,Dessiner un rectangle pour insérer un champ de signature,"Zeichnen Sie ein Rechteck, um ein Signaturfeld einzufügen.",ارسم مستطيل لإدراج حقل التوقيع
Draw a straight line,Dessiner une ligne droite,Eine gerade Linie zeichnen,ارسم خطًّا مستقيماً
Draw an ellipse (drag to select a zone),Dessiner une ellipse (faites la glisser pour sélectionner une zone),"Ellipse zeichnen (Ziehen Sie mit der Maus, um einen Bereich auszuwählen)",ارسم شكل بيضاوي (اسحب لتحديد منطقة)
Draw border around links,Dessiner des bordures autour des liens,Verknüpfungen umrahmen,ارسم حدودا حول الروابط
Drawing Tool: %1,Outil de dessin : %1,Zeichenwerkzeug: %1,أداة الرسم: %1
Duplicated Name,Nom en doublon,Name bereits vergeben,الاسم المكرر
Export As,Exporter comme,Exportieren als,صدِّر إلى
EC,EC,EC,الكُهَيرِب
EMail,Adresse mail,E-Mail,البريد الإلكترونيّ
ETSI CAdES,ETSI CAdES,,ETSI CAdES
Edit annotation tool,Outil de modification d'annotations,Anmerkungswerkzeug bearbeiten,حرّر أداة شرح
Edit drawing tool,Modifier l'outil de dessin,Zeichenwerkzeug bearbeiten,حرّر أداة رسم
Editor,Éditeur,Editor,المحرر
Editor Options,Options de l'éditeur,Editor-Einstellungen,خيارات المحرر
Editor:,Éditeur :,Editor:,المحرر:
Ellipse,Ellipse,Ellipse,بيضاوي
Emacs client,Client Emacs,Emacs,عميل إي ماكس
Embedded (subset),Intégré (sous-ensemble),Eingebettet (teilweise),مضمن (جزئية)
Embedded Files,Fichiers intégrés,Eingebettete Dateien,ملفات مضمنة
Embedded: %1,Intégré : %1,Eingebettet: %1,مضمن: %1
Enable graphics antialias,Activer l'anticrénelage pour les images,Kantenglättung Grafik aktivieren,فعِّل تنعيم حواف الرسوميات
Enable text antialias,Activer l'anticrénelage pour le texte,Kantenglättung für Text aktivieren,فعِّل تنعيم حواف الخط
Enable text hinting,Activer le lissage du texte,Hinting für Text aktivieren,فعِّل تنعيم النَّص
Enable transparency effects,Activer les effets de transparence,Transparenzeffekte aktivieren,مكن مؤثرات الشفافية
Enabled,Activé,Aktiviert,ممكّن
Encrypt Keys,Clés de chiffrement,Schlüssel verschlüsseln,مفاتيح التشفير
Encrypt Only,Chiffrer uniquement,Nur verschlüsseln,التشفير فقط
End Presentation,Terminer une présentation,Präsentation beenden,أنهِ العرض
End of the document,Fin du document,Ende des Dokuments,نهاية المستند
Enrico Ros,Enrico Ros,Enrico Ros,إنريكو روس
Enter Presentation Mode,Entrer en mode « Présentation »,Präsentationsmodus starten,ادخل وضع العرض التقديمي
Enter at least 3 letters to filter pages,Saisissez au moins 3 lettres pour filtrer les pages,Geben Sie mindestens drei Buchstaben zum Filtern der Seiten ein,أدخل 3 حروف على الأقل لترشيح الصفحات
Enter certificate password,Saisissez le mot de passe du certificat,Zertifikat-Passwort eingeben,أدخل كلمة مرور الشهادة
Enter document password,Saisissez le mot de passe du document,Dokument-Passwort eingeben,أدخل كلمة سر المستند
Enter password (if any) to unlock certificate: %1,Saisissez un mot de passe (si présent) pour déverrouiller le certificat : %1,"Geben Sie ein Passwort, falls vorhanden, zum Entsperren des Zertifikats ein %1",أدخل كلمة المرور (إن وجدت) لفتح الشهادة: %1
Enter the new name of the bookmark:,Saisissez le nouveau nom du signet :,Geben Sie den Namen des Lesezeichens ein:,أدخل اسم جديد للعلامة:
Erase Drawing,Effacer les dessins,Zeichnung löschen,امسح الرسومات
Eraser,Gomme,Radierer,ممحاة
Error: Can't open more than one document with the --find switch,Erreur : impossible d'ouvrir plus d'un document avec l'option « --find »,Fehler: Mit der Option „--find“ kann nicht mehr als ein Dokument gleichzeitig geöffnet werden,خطأ: لا يُمكِن فتح أكثر من مستند واحد باستخدام الخيار find--
Error: Can't open more than one document with the --page switch,Erreur : impossible d'ouvrir plus d'un document avec l'option « --page »,Fehler: Mit der Option „--page kann nicht mehr als ein Dokument gleichzeitig geöffnet werden,خطأ: لا يُمكِن فتح أكثر من مستند واحد باستخدام الخيار page--
Error: Can't open more than one document with the --presentation switch,Erreur : impossible d'ouvrir plus d'un document avec l'option « --presentation »,Fehler: Mit der Option „--presentation“ kann nicht mehr als ein Dokument gleichzeitig geöffnet werden.,خطأ: لا يُمكِن فتح أكثر من مستند واحد باستخدام الخيار presentation--
Error: Can't open more than one document with the --print switch,Erreur : impossible d'ouvrir plus d'un document avec l'option « --print »,Fehler: Mit der Option „--print“ kann nicht mehr als ein Dokument gleichzeitig geöffnet werden,خطأ: لا يُمكِن فتح أكثر من مستند واحد باستخدام الخيار print--
Error: Can't open more than one document with the --unique switch,Erreur : impossible d'ouvrir plus d'un document avec l'option « --unique »,Fehler: Mit der Option „--unique“ kann nicht mehr als ein Dokument gleichzeitig geöffnet werden.,خطأ: لا يُمكِن فتح أكثر من مستند واحد باستخدام الخيار unique--
Eugene Trounev,Eugene Trounev,Eugene Trounev,يوجين ترونيف
Execute '%1'...,Exécuter « %1 »...,„%1“ ausführen ...,نفذ '%1'...
Exit Presentation Mode,Sortir du mode « Présentation »,Präsentationsmodus beenden,اخرج من وضع العرض التقديمي
Expand all,Tout développer,Alle ausklappen,وسّع الكلّ
Expand all elements,Déplier toutes les éléments,Alle Elemente ausklappen,وسع كل العناصر
Expand whole section,Développer toute la sélection,Gesamten Abschnitt ausklappen,وسع كامل القسم
Experimental,Expérimental,Experimentell,تجريبي
Expired,Expiré,Abgelaufen,منتهي
Expires On,Expire le :,Gültig bis,تنتهي يوم:
Export...,Exporter...,Exportieren ...,صدّر...
Find:,Trouver :,Suchen,اعثر:
Fabio D'Urso,Fabio D'Urso,Fabio D'Urso,فابيو دورسو
Facing Pages (Center First Page),Pages en face-à-face (Centrer la première page),Gegenüberliegende Seiten (erste Seite zentrieren),صفحات متقابلة (وسِط الصفحة الأولى)
Fade,Fondu,Überblenden,تبهيت
Field: %1 on page %2,Champ : %1 en page %2,Feld: %1 auf Seite %2,الحقل: %1 على الصفحة %2
File,Fichier,Datei,ملف
File Attachment,Pièces jointes,Dateianhang,ملف مرفق
File Attachment Properties,Propriétés des pièces jointes,Eigenschaften des Dateianhangs,خصائص
File Changed,Fichier modifié,Datei geändert,عُدل الملفّ
File Path,Emplacement du fichier,Dateipfad,مسار الملف
File Size,Taille du fichier,Dateigröße,حجم الملف
File attachment symbol:,Symbole des pièces jointes :,Symbol für Dateianhang:,رمز ملحق الملف:
File could not be saved in '%1'. %2,Impossible d'enregistrer le fichier dans « %1 ». %2,Datei kann nicht in „%1“ gespeichert werden. %2,تعذر حفظ الملف في '%1'. %2
File could not be saved in '%1'. Error: '%2'. Try to save it to another location.,Impossible d'enregistrer le fichier dans « %1 ». Erreur « %2 ». Veuillez essayer de l'enregistrer dans un autre emplacement.,Datei kann nicht in „%1“ gespeichert werden. Fehler „%2“. Versuchen Sie einen anderen Speicherort.,تعذر حفظ الملف في '%1'. الخطأ: '%2'. حاول في مكان آخر.
File could not be saved in '%1'. Try to save it to another location.,Impossible d'enregistrer le fichier dans « %1 ». Veuillez essayer de l'enregistrer dans un autre emplacement.,Datei kann nicht in „%1“ gespeichert werden. Versuchen Sie einen anderen Speicherort.,تعذر حفظ الملف في '%1'. حاول حفظه في مكان آخر.
File not saved.,Fichier non enregistré.,Datei nicht gespeichert.,الملف لم يحفظ
Fill Color,Couleur de remplissage,Füllfarbe,لون التعبئة
Filled form contents,Contenus de formulaire remplis,Ausgefüllte Inhalte von Formularen,محتوى النموذَج المعبئة
Filter Options,Options de filtre,Filter-Einstellungen,خيارات المرشح
Final,Final,Endgültig,نهائي
Find Next,Trouver le suivant,Weitersuchen,بحث عن التالي
Find a string on the text,Chercher une chaîne dans le texte,Sucht eine Zeichenfolge im Text,اعثر كلمة في النص
Find as you type,Rechercher au fur et à mesure de la saisie,Beim Eintippen suchen,اعثر وأنت تكتب
Find...,Trouver...,Suchen ...,بحث...
Fingerprints,Empreintes numériques,Fingerabdrücke,البصمات
Finish Signing,Terminer la signature,Signieren ist abgeschlossen,أنهِ التوقيع
First Page,Première page,Erste Seite,أول صفحة
Fit Page,Adapter à la page,Ganze Seite,ملائمة الصفحة
Fit Width,Adapter à la largeur,Seitenbreite,ملائمة العرض
Fit Page,Adapter à la page,Ganze Seite,لائم الصفحة
Fit Window to Page,Adapter la fenêtre à la page,Fenster auf Seite einpassen,لائم النافذة للصفحة
Fit Width,Adapter à la largeur,Seitenbreite,لائم العرض
Fit to full page,Ajuster à la page entière,Auf ganze Seite anpassen,لائم إلى كامل الصفحة
Fit to printable area,Ajuster à la zone imprimable,Auf druckbaren Bereich anpassen,لائم المنطقة المطبوعة
Follow This Link,Suivre ce lien,Verknüpfungsadresse aufrufen,اتبع هذه الوصلة
Font,Police,Schriftart,الخط
Font:,Police :,Schrift:,خط:
For Comment,Pour commentaires,Zum Kommentar,للتعليق
For Public Release,Pour version publique,Zur allgemeinen Veröffentlichung,للنشر العام
"For files without file information, open in continuous mode by default",Ouvrir en mode continu par défaut les fichiers sans informations de propriétés,Im fortlaufenden Modus als Standard öffnen,للملفات التي دون معلومات ملف، افتح في النمط المستمر مبدئيا
Forget All,Tout oublier,Alles vergessen,انسَ الكلّ
Forget all images,Oublier toutes les images,Alle Bilder vergessen,انسَ كل الصور
Forget image,Oublier l'image,Bild vergessen,انسَ صورة
Former maintainer,Ancien mainteneur,Ehemaliger Betreuer,المشرف السابق
Forward,Suivant,Vorwärts,للأمام
Freehand Line,Ligne à main levée,Freihandlinie,خط رسم حُرّ
Freehand Line Properties,Propriétés de ligne à main levée,Freihandlinien-Eigenschaften,خصائص خط الرسم الحر
Freehand Line with Comment,Ligne à main levée avec commentaire,Freihandlinie mit Kommentar,خط الرسم الحر مع تعليق
From current page,À partir de la page actuelle,Von aktueller Seite,من الصفحة الحالية
Full Annotation Toolbar,Barre d'outils pour annotations complètes,Vollständige Anmerkungswerkzeugleiste,شريط أدوات الشرح الكامل
Fully embedded,Complètement intégré,Vollständig eingebettet,مضمن كاملا
General,Général,Allgemein,عام
General Options,Options générales,Allgemeine Einstellungen,خيارات عامة
Geometrical shape,Forme géométrique,Geometrische Form,أشكال هندسية
Geometrical shapes,Formes géométriques,Geometrische Formen,أشكال هندسية
Geometry,Forme géométrique,Form,هندسي
Geometry Properties,Propriétés de forme géométrique,Form-Eigenschaften,خصائص الهندسة
Geometry with Comment,Forme géométrique avec commentaire,Form mit Kommentar,شكل هندسي مع تعليق
Giving a presentation,Fourniture d'une présentation,Während einer Präsentation,إعطاء عرض تقديمي
Glitter down,Scintiller en bas,Heruntertröpfeln lassen,لمعان للأسفل
Glitter right,Scintiller à droite,Nach rechts tröpfeln lassen,لمعان لليمين
Glitter right-down,Scintiller en bas et à droite,Nach rechts unten tröpfeln lassen,لمعان يمين-أسفل
Go To Page...,Se déplacer à la page...,Gehe zu Seite ...,اذهب إلى صفحة...
Go back to the Previous Page,Aller à la page précédente,Zurück zur vorherigen Seite,ارجع للصفحة السابقة
Go to '%1',Aller à « %1 »,Gehe zu „%1“,اذهب إلى '%1'
Go to Page,Aller à la page,Gehe zu Seite,اذهب إلى صفحة
Go to This Bookmark,Aller à ce signet,Zu diesem Lesezeichen gehen,اذهب إلى علامة الموقع هذه
Go to page %1,Se déplacer à la page %1,Gehe zu Seite %1,اذهب إلى صفحة %1
Go to the next bookmark,Aller au signet suivant,Zum nächsten Lesezeichen gehen,اذهب إلى العلامة التالية
Go to the place you were after,Aller à l'emplacement suivant,Geht vor zur nächsten angezeigten Stelle im Dokument,اذهب إلى حيث كنت بعده
Go to the place you were before,Aller à l'emplacement précédent,Geht zurück zur vorher angezeigten Stelle im Dokument,اذهب إلى حيث كنت
Go to the previous bookmark,Aller au signet précédent,Zum vorherigen Lesezeichen gehen,اذهب إلى العلامة السابقة
Graph,Graphique,Grafik,رسمة
Gray,Gris,Grau,رصاصي
Greedy,Gourmand,Gierig,جشع
Green,Vert,Grün,الأخضر
Green Highlighter,Surligneur en vert,Grüner Textmarker,مضيء أخضر
Group by Author,Grouper par auteur,Nach Autor gruppieren,اجمع حسب المؤلف
Group by Page,Grouper par page,Nach Seiten gruppieren,اجمع حسب الصفحة
HTML,HTML,HTML,HTML
Help,Aide,Hilfe,مساعدة
Hidden after delay,Masqué après un délai,Nach Verzögerung ausblenden,مخفي بعد التأخير
Hide,Cacher,Ausblenden,أخفِ
Hide welcome screen,Masquer l'écran de bienvenue,Willkommensbildschirm ausblenden,أخف شاشة مرحبا
Highlight,Surbrillance,Hervorhebung,إبراز
Highlight text,Mettre du texte en surbrillance,Text hervorheben,أبرِز النَّص
Highlight with Comment,Surbrillance avec commentaire,Hervorhebung mit Kommentar,إبراز مع تعليق
Highlighter,Surligneur,Hervorhebung,قلم التحديد
Icon:,Icône :,Symbol:,الأيقونة:
Image (%1 × %2 pixels),Image (%1 par %2 pixels),Bild (%1 × %2 Pixel),صورة (%1 × %2 بكسل)
Image [%1 × %2] copied to clipboard.,Image [%1 x %2] copiée dans le presse-papier.,Bild [%1 × %2] ist in die Zwischenablage kopiert worden.,الصورة [%1 × %2] نسخت إلى الحافظة
Image [%1 × %2] saved to %3 file.,Image [%1 x %2] copiée dans le fichier %3.,Bild [%1 × %2] ist in %3-Datei gespeichert worden.,الصورة  [%1 × %2] حفظت إلى الملف %3.
Images (%1),Images (%1),Bilder (%1),صور (%1)
Images (*.png *.jpeg),Images (*.png *.jpeg),Bilder (*.png *.jpeg),الصور (*.png *.jpeg)
Importing PS file as PDF (this may take a while)...,Importation de fichier du format « PS » vers « PDF » (ceci peut prendre un certain temps)...,PS-Dateien werden als PDF importiert (kann eine Weile dauern) ...,تستورد ملفات PS ك pdf (قد يأخذ هذا وقتا)...
Incorrect password. Try again:,"Mot de passe incorrect, veuillez réessayer :","Falsches Passwort, bitte versuchen Sie es erneut:",كلمة سر خاطئة ، الرجاء المحاولة مرة أخرى:
Information,Informations,Information,معلومات
Inline Note,Note intégrée,Haftnotiz,ملاحظة مضمنة
Inline Note Properties,Propriétés de note en ligne,Haftnotiz-Eigenschaften,خصائص الملاحظة المضمنة
Inline Text Annotation (drag to select a zone),Annotation de texte en ligne (faites le glisser pour sélectionner une zone),"Freitext-Anmerkung (Ziehen Sie mit der Maus, um einen Bereich auszuwählen)",تعليق نصي مضمن (اسحب لتحديد محل)
Insert,Insérer,Einfügen,أدرج
Insert Text,Insérer du texte,Text einfügen,أدرج نصاً
Instant (Never use animations),Instantané (Ne jamais utiliser d'animations),Sofort ohne Animationen,فوري (لا يستخدم المتحركات)
Internal signing error. Please report a bug with the steps to reproduce it. Error code %1,Erreur de signature interne. Veuillez signaler un bogue avec les étapes pour le reproduire. Le code d'erreur est : %1,,خطأ في التوقيع الداخلي. يُرجى الإبلاغ عن خطأ مع الخطوات اللازمة لإعادة إنتاجه. رمز الخطأ %1
Invalid file,Fichier non valable,Ungültige Datei,الملف غير صحيح
Invert Lightness,Inverser la luminosité,Helligkeit invertieren,اعكس الإضاءة
Invert Luma (sRGB Linear),Inverser la luminance (Linéaire sRGB),Luma invertieren (sRGB-Linear),عكس الضوء (sRGB خطي)
Invert Luma (Symmetric),Inverser la luminance (Symétrique),Luma invertieren (Symmetrisch),عكس الضوء (متماثل)
Invert colors,Inverser les couleurs,Farben umkehren,اعكس الألوان
Invert lightness,Inverser la luminosité,Helligkeit invertieren,اعكس الإضاءة
Invert luma (sRGB linear),Inverser la luminance (Linéaire « sRGB »),Luma invertieren (sRGB-Linear),عكس الضوء (sRGB خطي)
Invert luma (symmetric),Inverser la luminance (Symétrique),Luma invertieren (Symmetrisch),عكس الضوء (متماثل)
Issued By,Émis par,Ausgestellt von,المانح
Issued On,Émis le :,Ausgestellt am,مُنحت يوم:
Issued To,Émis pour,Ausgestellt für,مُنحت لصالح
Issuer,Émetteur,Aussteller,المُصدِر
JavaScript Script,Script JavaScript,JavaScript-Skript,نص جافا سكربت
Jiri Baum - NICTA,Jiri Baum - NICTA,Jiri Baum - NICTA,جيري باوم - NICTA
Jump to next match,Se déplacer à la correspondance suivante,Gehe zur nächsten Fundstelle,اذهب للمطابقة التالية
Jump to previous match,Se déplacer à la correspondance suivante,Gehe zur vorherigen Fundstelle,انتقل إلى المطابقة السابقة
KDE,KDE,KDE,كِيدِي
KDE Certificate Manager (kleopatra) not found,Impossible de trouver le gestionnaire de certificats de KDE,KDE-Zertifikatsverwaltung (kleopatra) nicht gefunden,مدير شهادات كيدي (kleopatra) غير موجود
KPDF developer,Développeur pour KPDF,Entwickler von KPDF,مطور KPDF
Kate,Kate,Kate,كيت
Keep Active,Conserver actif,Aktiviert lassen,أبقه فعال
Keep the annotation tool active after use,Conserver l'outil d'annotation actif après utilisation,Die Anmerkung ist auch nach Benutzung aktiviert,أبقِ أداة الشرح فعالة بعد الاستعمال
Keeps everything in memory. Preload next pages. Boost searches. (For systems with more than 4GB of memory.),Conserve tout en mémoire. Précharge les prochaines pages. Accélère les recherches (pour les systèmes possédant plus de 4 Go de mémoire).,Alle Komponenten werden im Arbeitsspeicher gehalten. Nachfolgende Seiten werden im Voraus geladen. Die Suche wird beschleunigt. (Für Systeme mit 4 GB und mehr Arbeitsspeicher.),أبق كل شيء في الذاكرة. تحميل مسبق للصفحات التالية. يسرع البحث. (للأنظمة مع أكثر من 4غ.بايت من الذاكرة.)
