English,French,German,Arabic
Highlighting for ILERPG,Coloration syntaxique pour « ILERPG »,Autom. Hervorhebungen für ILERPG,إبراز ILERPG
Highlighting for LaTeX,Coloration syntaxique pour « LaTeX »,Autom. Hervorhebungen für LaTeX,إبراز لاتخ
"Highlighting for Makefiles, Python",Coloration syntaxique pour les « Makefiles » et « Python »,"Autom. Hervorhebungen für Makefiles, Python",إبراز Makefile وبيثون
Highlighting for Python,Coloration syntaxique pour Python,Autom. Hervorhebungen für Python,إبراز بيثون
"Highlighting for RPM Spec-Files, Perl, Diff and more","Coloration syntaxique pour les documents « spécifiques pour RPM », « Perl », « Diff » et plus encore","Automatische Hervorhebung für RPM-Spec-Dateien, Perl, Diff und anderes",إبراز ملفّات المواصفات ل‍RPM، وبيرل، وملفّات الفرق وغيرها
Highlighting for SQL,Coloration syntaxique pour « SQL »,Hervorhebungen für SQL,إبراز SQL
Highlighting for Scheme,Coloration syntaxique pour un thème,Autom. Hervorhebungen für Scheme,إبراز المخططات
Highlighting for VHDL,Coloration syntaxique pour « VHDL »,Hervorhebungen für VHDL,إبراز VHDL
History back,Retour dans l'historique,Verlauf Zurück,تأخر في التاريخ
History forward,Avancement dans l'historique,Verlauf Vorwärts,تقدم في التاريخ
Icon size for left and right sidebar buttons:,La taille des icônes pour les boutons des barres latérales gauche et droite :,Symbolgröße von Knöpfen in linker und rechter Seitenleiste,حجم الأيقونات لأزرار الشريط الجانبي الأيسر والأيمن:
"If disabled, an untitled document will be shown for new windows.","Si cette option est désactivée, un document sans titre sera affiché dans les nouvelles fenêtres.","ist dies deaktiviert, wird ein unbenanntes Dokument in neuen Fenstern angezeigt.",إذا عطل، فستعرض المستندات التي دون عنوان للنوافذ الجديدة.
"If enabled, a modal dialog will be used to show all of the modified files. If not enabled, you will be individually asked what to do for each modified file only when that file's view receives focus.","Si cette option est sélectionnée, une boîte de dialogue de mode sera utilisée pour l'affichage de tous les fichiers modifiés. Si elle ne l'est pas, vous serez spécifiquement invité à préciser ce que vous voulez faire avec chaque fichier ayant été modifié, uniquement quand l'affichage du fichier obtient le focus.","Ist diese Einstellung aktiv, werden alle geänderten Dateien in einem modalen Dialog angezeigt. Ist diese Einstellung nicht aktiv, werden Sie bei jeder geänderten Datei erst gefragt, wenn die Datei den Fokus erhält.",في حالة التمكين ، سيستخدم مربع حوار مشروط لإظهار جميع الملفات المعدلة.في حالة عدم التمكين  ستسأل بشكل فردي عما يجب القيام به لكل ملف معدل فقط عندما يتم التركيز على عرض هذا الملف.
"If enabled, each document will be opened in its own window. If not enabled, each document will be opened in a new tab in the current window.","Si cette option est activée, chaque document sera ouvert dans sa propre fenêtre. Si cette option n'est pas activée, chaque document sera ouvert dans un nouvel onglet de la fenêtre actuelle.","Ist dies aktiviert, dann wird jedes Dokument in einem neuen, eigenen Fenster geöffnet. Andernfalls wird jedes Dokument in einem neuen Unterfenster des aktuellen Fensters geöffnet.",إذا فعّلت هذا الخيار، فسيُفتح كل مستند في نافذته الخاصة. إذا لم يفعل فإن  كل مستند سيفتح في لسان جديد في النافذة الحالية.
"If enabled, the application will shutdown when the last file being edited is closed, otherwise a blank page will open so that you can start a new file.","Si cette option est activée, l'application se fermera lorsque le dernier fichier en édition sera fermé. Sinon, une page vide s'ouvrira pour que vous puissiez commencer un nouveau fichier.","Ist dies aktiviert, dann wird die Anwendung beendet, wenn die letzte Datei im Editor geschlossen wird. Ansonsten wird eine neue leere Seite geöffnet, die als neue Datei verwendet werden kann.",في حالة التمكين، سيغلق التطبيق عند إغلاق آخر ملف يتم تحريره، وإلا سيتم فتح صفحة فارغة حتى تتمكن من بدء ملف جديد.
If unchecked the new tab will open at the end.,"Si cette option est non sélectionnée, le nouvel onglet s'ouvrira à la fin.",,لم يؤشر سيفتح اللسان الجديد في النهاية
"If using an already running kate instance, block until it exits, if URLs given to open.","En cas d'utilisation d'une instance de Kate déjà en cours de fonctionnement, bloque jusqu'à ce qu'elle se termine s'il y a des URL indiquées à ouvrir.","Wenn eine bereits laufende Instanz von Kate benutzt wird, wird diese blockiert, solange die angegebene URL geöffnet ist.",إن كانت هناك سيرورة «كيت» عاملة، امنع التّشغيل حتّى تخرج، إن أُعطيت عناوين لفتحها.
"In order to open folders, the %1 plugin must be enabled. Enable it?","Afin d'ouvrir des dossiers, le module externe %1 doit être activé. Voulez-vous l'activer ?","Um Ordner zu öffnen, muss das Modul %1 aktiviert sein. Jetzt aktivieren?",حتى يمكنك فتح المجلدات؛ يجب أن تفعل المحلقة %1. هل تريد تفعيلها؟
Include window configuration,Inclure la configuration de la fenêtre,Fenstereinstellungen einbeziehen,ضمّن ضبط النّافذة
Info,Informations,Information,معلومات
Information,Informations,Informationen,المعلومات
Invalid hash,Hachage non valable,Ungültiger Hash,تلبيدة غير صالحة
Jan Fritz,Jan Fritz,Jan Fritz,جان فريتز
Jochen Wilhemly,Jochen Wilhemly,Jochen Wilhemly,Jochen Wilhemly
John Firebaugh,John Firebaugh,John Firebaugh,جون فايربو
Joseph Wenninger,Joseph Wenninger,Joseph Wenninger,جوزيف وينينجر
Jump to Next File,Passer au fichier suivant,Zur nächsten Datei springen,اقفز إلى الملف التالي
Jump to Next Hunk,Passer au morceau suivant,Zum nächsten Block springen,اقفز إلى الكتلة التالية
Jump to Previous File,Passer au fichier précédent,Zur vorherigen Datei springen,اقفز إلى الملف السابق
Jump to Previous Hunk,Passer au morceau précédent,Zum vorherigen Block springen,اقفز إلى الكتلة السابقة
KWrite,KWrite,KWrite,كاتبك
KWrite - Text Editor,KWrite - Éditeur de texte,KWrite – Texteditor,كاتبك - محرّر نصوص
KWrite Author,Auteur de KWrite,KWrite-Autor,مؤلّف «كاتبك»
"KWrite Undo History, Kspell integration","Historique des annulations de KWrite, intégration de KSpell","Rückgängig-Verlauf für KWrite, Integration von Kspell",تأريخ التّراجع في «كاتبك»، التّكامل مع «هجائك»
KWrite XML Syntax highlighting support,Prise en charge de la coloration syntaxique pour la syntaxe XML de KWrite,Hervorhebung von XML-Syntax,دعم إبراز صياغة XML في «كاتبك»
KWrite port to KParts,Portage de KWrite vers KParts,Portierung von KWrite auf KParts,نقل «كاتبك» إلى «أجزائك»
Kate,Kate,Kate,كيت
Kate - Advanced Text Editor,Kate - Éditeur de texte avancé,Kate – Erweiterter Texteditor,كيت - محرّر نصوص متقدّم
Keep meta-information past sessions,Conserver les méta-informations des sessions passées,Meta-Informationen über Sitzungen hinaus speichern,أبقِ المعلومات الوصفيّة بين الجلسات
Kåre Särs,Kåre Särs,Kåre Särs,Kåre Särs
Last opened,Dernière ouverture,Zuletzt geöffnet,آخر جلسة مفتوحة
Left Sidebar,Barre latérale gauche,Linke Seitenleiste,الشّريط الجانبيّ الأيمن
Left Split View,Vue scindée de gauche,Linke Teilansicht,المنظور المقسوم اليسار
List of %1 seperated directories where Kate will look for programs to run. This list will be prepended to your PATH environment variable. E.g '/home/USER/myapps/bin/:/home/USER/.local/bin',"Liste des %1 dossiers avec séparateur dans lesquels Kate recherchera les programmes à exécuter. Cette liste sera ajoutée à votre variable d'environnement « PATH ». Par exemple, « /home/USER/myapps/bin/ : /home/USER/.local/bin »",,قائمة من الدلائل المنفصلة %1 حيث ستبحث كيت عن البرامج التي سيتم تشغيلها.سيتم إضافة هذه القائمة إلى متغير بيئة PATH الخاص بك. على سبيل المثال'/home/USER/myapps/bin/:/home/USER/.local/bin'
Location,Emplacement,Adresse,المكان
Log,Journal,Protokoll,سجل
Main Toolbar,Barre principale d'outils,Haupt-Werkzeugleiste,شريط الأدوات الرّئيسيّ
Maintainer,Mainteneur,Betreuer,المصين
Make the next split view the active one.,Fait de la vue scindée suivante la vue active.,Aktiviert die nächste Teilansicht.,اجعل المنظور المقسوم التّالي هو النّشط.
Make the previous split view the active one.,Fait de la vue scindée précédente la vue active.,Aktiviert die vorherige Teilansicht.,اجعل المنظور المقسوم السّابق هو النّشط.
Make the split view intuitively downward the active one.,Compléter la vue scindée de façon intuitive en dessous de la vue active.,"Aktiviert die Teilansicht, die unterhalb der aktiven liegt.",اجعل المنظور المقسوم الذي في الأسفل حدساً هو النّشط.
Make the split view intuitively on the left the active one.,Compléter la vue scindée de façon intuitive sur la gauche de la vue active.,"Aktiviert die Teilansicht, die links von der aktiven liegt.",اجعل المنظور المقسوم الذي في اليسار حدساً هو النّشط.
Make the split view intuitively on the right the active one.,Compléter la vue scindée de façon intuitive sur la droite de la vue active.,"Aktiviert die Teilansicht, die rechts von der aktiven liegt.",اجعل المنظور المقسوم الذي في اليمين حدساً هو النّشط.
Make the split view intuitively upward the active one.,Compléter la vue scindée de façon intuitive en dessus de la vue active.,"Aktiviert die Teilansicht, die oberhalb der aktiven liegt.",اجعل المنظور المقسوم الذي في الأعلى حدساً هو النّشط.
Manage Sessions,Gérer les sessions,Sitzungen verwalten,أدر الجلسات
Manage Sessions...,Gérer les sessions...,Sitzungen verwalten ...,أدر الجلسات...
Matt Newell,Matt Newell,Matt Newell,مات نيويل
Matteo Merli,Matteo Merli,Matteo Merli,ماتيو ميرلي
Max number of diagnostics allowed in the Diagnostics toolview.,Nombre maximal de diagnostics autorisés dans la vue de l'outil « Diagnostics ».,,الحد الأقصى لعدد التشخيصات المسموح بها في عرض أدوات التشخيص.
Maximum number of entries in recent file list:,Nombre maximum d'entrées dans la liste des fichiers récents :,Maximale Anzahl der Einträge in der Liste zuletzt geöffneter Dateien:,أقصى عدد للمدخلات في قائمة الملفّات الحديثة:
Michael Bartl,Michael Bartl,Michael Bartl,مايكل بارتل
Michael Koch,Michael Koch,Michael Koch,ميخائيل كوش
Michael McCallum,Michael McCallum,Michael McCallum,مايكل ماكالوم
Modified,Modifié,Geändert,معدّل
Move Document to New Horizontal Split,Déplacer un document vers la nouvelle vue scindée horizontalement,Dokument in neue waagrecht geteilte Ansicht verschieben,انقل المستند إلى قسم أفقي جديد
Move Document to New Vertical Split,Déplacer un document vers la nouvelle vue scindée verticalement,Dokument in neue senkrecht geteilte Ansicht verschieben,انقل المستند إلى قسم رأسي جديد
Move Splitter Down,Déplacer le séparateur vers le bas,Unterteilung nach unten verschieben,حرّك القاسِم لأسفل
Move Splitter Left,Déplacer le séparateur vers la gauche,Unterteilung nach links verschieben,حرّك القاسِم يسارًا
Move Splitter Right,Déplacer le séparateur vers la droite,Unterteilung nach rechts verschieben,حرّك القاسِم يمينًا
Move Splitter Up,Déplacer le séparateur vers le haut,Unterteilung nach oben verschieben,حرّك القاسِم لأعلى
Move To,Déplacer vers,Verschieben nach,انقل إلى
Move the splitter of the current view down,Déplace le séparateur de la vue actuelle vers le bas,Die Unterteilung der aktuellen Ansicht nach unten verschieben,حرّك قاسم المنظور الحاليّ إلى أسفل
Move the splitter of the current view to the left,Déplace le séparateur de la vue du document actuel vers la gauche,Die Unterteilung der aktuellen Ansicht nach links verschieben,حرّك قاسم المنظور الحاليّ إلى اليسار
Move the splitter of the current view to the right,Déplace le séparateur de la vue du document actuel vers la droite,Die Unterteilung der aktuellen Ansicht nach rechts verschieben,حرّك قاسم المنظور الحاليّ إلى اليمين
Move the splitter of the current view up,Déplace le séparateur de la vue actuelle vers le haut,Die Unterteilung der aktuellen Ansicht nach oben verschieben,حرّك قاسم المنظور الحاليّ إلى أعلى
Name,Nom,Name,الاسم
Navigate to this column.,Aller à cette colonne.,Zu dieser Spalte gehen.,تنقّل إلى هذا العمود.
Navigate to this line.,Aller à cette ligne.,Zu dieser Zeile gehen.,تنقّل إلى هذا السّطر.
Navigation Bar,Barre de navigation,Navigationsleiste,شريط التنقل
Never,Jamais,Nie,البتة
New Window,Nouvelle fenêtre,Neues Fenster,نافذة جديدة
New File,Nouveau fichier,Neue Datei,ملفّ جديد
New Session,Nouvelle session,Neue Sitzung,جلسة جديدة
New file %1,Nouveau fichier %1,Neue Datei %1,ملفّ جديد %1
New file name,Nouveau nom de fichier,Neuer Dateiname,اسم الملفّ الجديد
"New file opened while trying to close Kate, closing aborted.","Nouveau fichier ouvert pendant une tentative de fermeture de Kate, interruption de la fermeture.","Es wurde eine neue Datei geöffnet, während Kate beendet wird. Das Beenden wird abgebrochen.",فُتح ملفّ جديد أثناء إغلاق «كيت»، فأُجهض الإغلاق.
Newly-created unsaved files,Fichiers récemment créés non enregistrés,Neu erstellte nicht gespeicherte Dateien,الملفات غير المحفوظة حديثة الإنشاء
Next Item,Élément suivant,Nächstes Element,العنصر التالي
Next Split View,Vue scindée suivante,Nächste Teilansicht,المنظور المقسوم التّالي
Next tab,Onglet suivant,Nächstes Unterfenster,اللسان التّالي
Nick Roux,Nick Roux,Nick Roux,نيك رو
No differences found,Aucune différence trouvée,Es gibt keine Unterschiede,لم يعثر على فروقات
No recent documents,Aucun document récent,Keine zuletzt geöffneten Dokumente,لا يوجد مستندات حديثة
No recent documents or projects,Aucun document ou projet récent,Keine zuletzt geöffneten Dokumente oder Projekte,لا يوجد مستندات ومشاريع حديثة
No saved sessions,Aucune session enregistrée,Keine gespeicherten Sitzungen,لا يوجد جلسات محفوظة
No toolview found for name: '%1'. Is the plugin for it disabled or the name is misspelled?,Aucune vue d'outil trouvée pour le nom : « %1 ». Le module externe est-il désactivé ou le nom est-il mal orthographié ?,,لم يعثر على عرض أدوات للاسم: '%1'. هل الملحقة معطلة أو أن الاسم مكتوب بشكل خاطئ؟
One Down,Un vers le bas,Nach unten,واحد للأسفل
One Left,Un vers la gauche,Nach links,واحد لليسار
One Right,Un vers la droite,Nach rechts,وأحد لليمين
One Up,Un vers le haut,Nach oben,واحد للأعلى
Only try to reuse kate instance with this pid (is ignored if start is used and another kate instance already has the given session opened).,Essayer uniquement de réutiliser une instance de Kate avec ce « pid » (ignoré si le démarrage est utilisé et qu'une autre instance de Kate a déjà la session ouverte).,"Versucht nur die Instanz von Kate mit dieser „pid“ wiederzuverwenden. Dies wird ignoriert, wenn „start“ benutzt wird und eine andere Instanz von Kate die angegebene Sitzung bereits geöffnet hat.",حاول إعادة استخدام سيرورة «كيت» بمعرّف العمليّة هذا فقط (يُتجاهل الخيار إن اختير البدء ولسيرورة «كيت» أخرى نفس الجلسة مفتوحة).
Open All Files,Ouvrir tous les fichiers,Alle Dateien öffnen,افتح كل الملفّات
Open File,Ouvrir un fichier,Datei öffnen,افتح ملفًّا
Open File...,Ouvrir un fichier...,Datei öffnen ...,افتح ملفًّا...
Open Files Recursively,Ouvrir tous les fichiers de façon récursive,Dateien rekursiv öffnen,فتح الملفّات تكراريًّا
Open Folder,Ouvrir un dossier,Ordner öffnen,افتح مجلّداً
Open Folder...,Ouvrir un dossier...,Ordner öffnen ...,افتح مجلّداً...
Open Selected Files...,Ouvrir les fichiers sélectionnés...,Ausgewählte Dateien öffnen ...,افتح الملفات المحددة...
Open With,Ouvrir avec,Öffnen mit,افتح ب‍
Open a form to quick open documents.,Ouvre un formulaire pour ouvrir rapidement des documents.,Zeigt ein Fenster für das schnelle Öffnen von Dokumenten an.,افتح نموذجًا لفتح المستندات بسرعة.
Open an existing document for editing,Ouvrir un document existant pour le modifier,Existierendes Dokument öffnen,افتح مستندًا موجودًا لتحريره
Open as Template,Ouvrir comme modèle,Als Vorlage öffnen,افتح كقالب
Open each document in its own window,Ouvrir chaque document dans sa propre fenêtre,jedes Dokument in eigenem Fenster öffnen,افتح كل مستند في نافذته المستقلة
Open new tabs to the right of the current tab,Ouvrir de nouveaux onglets à droite de l'onglet actuel.,,افتح اللسان الجديد على يمين اللسان الحالي
"Open the current document using another application registered for its file type, or an application of your choice.",Ouvre le document actuel à l'aide d'une autre application enregistrée pour son type de fichier ou une application de votre choix.,Das aktive Dokument mit einer anderen für diesen Dateityp registrierten Anwendung bzw. einer Anwendung Ihrer Wahl öffnen.,افتح المستند الحاليّ بتطبيق آخر سُجّل لنفس نوعه، أو تطبيق من اختيارك.
Opening Large File,Ouverture d'un fichier volumineux,Eine große Datei wird geöffnet,فتح ملفّ كبير
Opens the active document in a new window and closes it in the current window,Ouvre le document actif dans une nouvelle fenêtre et le ferme dans la fenêtre courante,Das Dokument in einem neuen Fenster öffnen und im aktuellen Fenster schließen,تفتح المستند النشط في نافذة جديدة وتغلقه من النافذة الحالية
Opens the document in a new window and closes it in the current window,Ouvre le document dans une nouvelle fenêtre et le ferme dans la fenêtre courante,Das Dokument in einem neuen Fenster öffnen und im aktuellen Fenster schließen,تفتح المستند في نافذة جديدة وتغلقها من النافذة الحالية
Output,Sortie,Ausgabe,الخرج
Output timestamps with date,Horodatages de sortie avec date,,الطوابع الزمنية للإخراج مع التاريخ
"Overwrite selected documents, discarding disk changes","Écraser les documents sélectionnés, en annulant les modifications sur disque",Überschreibt die ausgewählten Dokumente und verwirft die Änderungen auf der Festplatte,اكتب على المستندات المحدّدة متجاهلًا تغيّرها على القرص
Own Section,Votre propre section,Eigener Abschnitt,قسم مستقل
PATH,PATH,,PATH
PHP Keyword/Datatype list,Liste des mots clés / des types de données PHP,PHP-Schlüsselwort/Datentypliste,قائمة أنواع البيانات والكلمات المفتاحيّة ل‍PHP
Pablo Martín,Pablo Martin,Pablo Martín,بابلو مارتين
Patches and more,Correctifs et bien plus,Fehlerbehebung und vieles andere,الرّقع وغيرها
Per Wigren,Per Wigren,Per Wigren,بير ويغرين
Plugin Manager,Gestionnaire de modules externes,Modulverwaltung,إدارة الملحقات
Plugins,Modules externes,Module,الملحقات
Previous Item,Élément précédent,Vorheriges Element,العنصر السّابق
Previous Split View,Vue scindée précédente,Vorherige Teilansicht,المنظور المقسوم السّابق
Previous tab,Onglet précédent,Vorheriges Unterfenster,اللسان السّابق
Project: %1,Projet : %1,Alle Projekte,المشروع: %1
Properties,Propriétés,Eigenschaften,خصائص
Python Plugin Developer,Développeur du module externe Python,Python-Modul-Entwickler,مطوّر إضافة بيثون
QA and Scripting,Assurance de qualité et langage de scripts,Qualitätssicherung und Unterstützung für Skripte,ضمان الجودة والسّكربتة
Quick Fix,Correction rapide,Schnellkorrektur,إصلاح سريع
Quit the application,Quitter l'application,Andere Anwendung ...,أنهِ تطبيق
Raw,Brut,Roh,خام
Read handbook,Lisez le manuel,Handbuch lesen,اقرأ كتيب الاستعمال
Read the contents of stdin.,Lire le contenu de l'entrée standard.,Inhalt von der Standardeingabe (stdin) einlesen.,اقرأ محتويات stdin.
Recent Documents,Documents récents,Zuletzt geöffnete Dokumente,المستندات الحديثة
Recent Documents and Projects,Documents et projets récents,Zuletzt geöffnete Dokumente und Projekte,المستندات والمشاريع الحديثة
Recent Files,Fichiers récents,Zuletzt geöffnete Dateien,الملفات الحديثة
Reload All,Tout recharger,Alle neu laden,أعد تحميل الكلّ
Reload Diff,re-calculer la différence,Diff neu laden,أعد التحميل الفرق
Reload all open documents.,Recharge tous les documents ouverts.,Alle offenen Dokumente neu laden.,أعد تحميل كلّ المستندات.
Reload selected documents from disk,Recharger les documents sélectionnés depuis le disque,Lädt die ausgewählten Dokumente neu von der Festplatte,أعد تحميل المستندات المحدّدة من القرص
Remove Global Suppression,Supprimer la suppression globale,Regulärer Ausdruck,أزل التقييد العام
Remove Local Suppression,Supprimer la suppression locale,,أزل التقييد المحلي
Remove modified flag from selected documents,Supprimer des documents sélectionnés le drapeau modifié,Entfernt die Markierung „geändert“ der ausgewählten Dokumente,"أزل راية ""معدّل"" من المستندات المحدّدة"
Rename file,Renommer le fichier,Datei umbenennen,أعد تسمية الملفّ
Rename...,Renommer...,Umbenennen ...,أعد التسمية...
Renames the file belonging to the current document.,Renomme le fichier correspondant au document actuel.,"Benennt die Datei um, die zum aktuellen Dokument gehört.",يعيد تسمية الملف الذي ينتمي لهذا المستند
Reopen,Ré-ouvrir,Neu öffnen,أعد فتح
Reopen the document or documents that were most recently closed,Ré-ouvrir le ou les documents récemment fermés,,أعد فتح المستند أو المستندات المغلقة مؤخرًا
Reopening files from the last session...,Réouverture des fichiers de la session précédente...,Dateien der letzten Sitzung werden geöffnet ...,يعيد فتح الملفّات من الجلسة الأخيرة...
Restore,Restaurer,Wiederherstellen,استعد
Right Sidebar,Barre latérale droite,Rechte Seitenleiste,الشّريط الجانبيّ الأيسر
Right Split View,Vue scindée de droite,Rechte Teilansicht,المنظور المقسوم اليمين
Rocky Scaletta,Rocky Scaletta,Rocky Scaletta,روكي سكاليتا
Roland Pabel,Roland Pabel,Roland Pabel,رولاند بابل
Running this editor with kdesu can cause bugs and expose you to security vulnerabilities. Instead use this editor normally and you will be prompted for elevated privileges when saving documents if needed.,"Lancer l'exécution de cet éditeur avec les privilèges administrateur (kdesu) peut provoquer des bogues et vous exposer à des vulnérabilités de sécurité. Veuillez l'utiliser en mode normal (utilisateur). Lors d'un enregistrement de documents, une demande vous sera faite pour passer à un niveau de privilèges plus élevés, si nécessaire.",,يمكن أن يسبب تشغيل المحرر مع kdesu الأخطاء ويعرضك على ثغرات الأمن. بدلاً من ذلك، استخدم المحرر بشكل طبيعي وسيتطلب امتيازات أرفع عند حفظ المستندات إذا لزم الأمر.
Running this editor with sudo can cause bugs and expose you to security vulnerabilities. Instead use this editor normally and you will be prompted for elevated privileges when saving documents if needed.,"Lancer l'exécution de cet éditeur avec les privilèges administrateur (sudo) peut provoquer des bogues et vous exposer à des vulnérabilités de sécurité. Veuillez l'utiliser en mode normal (utilisateur). Lors d'un enregistrement de documents, une demande vous sera faite pour passer à un niveau de privilèges plus élevés, si nécessaire.",,يمكن أن يسبب تشغيل المحرر مع sudo الأخطاء ويعرضك على ثغرات الأمن. بدلاً من ذلك، استخدم المحرر بشكل طبيعي وسيتطلب امتيازات أرفع عند حفظ المستندات إذا لزم الأمر.
Save All,Tout enregistrer,Alle speichern,احفظ الكلّ
Save As,Enregistrer sous,Speichern unter,احفظ ك‍
Save As (%1),Enregistrer sous (%1),Speichern unter (%1),احفظ ك‍ (%1)
Save Documents,Enregistrer les documents,Dokumente speichern,احفظ المستندات
Save Session As...,Enregistrer la session sous...,Sitzung speichern als ...,احفظ الجلسة ك‍...
"Save all open, modified documents to disk.","Enregistre sur le disque tous les documents ouverts, modifiés.","Alle geöffneten, geänderten Dokumente speichern.",احفظ كلّ المستندات المفتوحة والمعدّلة إلى القرص.
Saved Sessions,Sessions enregistrées,Gespeicherte Sitzungen,الجلسات المحفوظة
Scott Manson,Scott Manson,Scott Manson,سكوت مانسون
Script error. Expected a toolview name. Available: %1,Erreur de script. Un nom de vue d'outil est attendu. Disponible : %1,,خطأ في البرنامج النصي. من المتوقع وجود اسم لعرض الأدوات. متوفر: %1
Scripting,Langage de scripts,Qualitätssicherung und Unterstützung für Skripte,البرمجة النصية
Select All,Tout sélectionner,Alle auswählen,حدّد الكلّ
Search files in all projects (right click to configure),Rechercher des fichiers dans tous les projets (Faire un clic droit pour configurer),,ابحث عن الملفات في جميع المشاريع (انقر بزر الفأر الأيمن للضبط)
Search files in current project (right click to configure),Rechercher des fichiers dans le projet courant (Faire un clic droit pour configurer),,ابحث عن الملفات في المشروع الحالي (انقر بزر الفأرة الأيمن للضبط)
Search...,Rechercher…,Suchen ...,ابحث...
Selection,Sélection,Auswahl,التحديد
Sessions,Sessions,Sitzungen,جلسات
Session,Session,Sitzung,جلسة
Session '%1' is already opened in another Kate instance. Switch to that or reopen in this instance?,La session « %1 » est déjà ouverte dans une autre instance de Kate. Basculer vers elle ou ré-ouvrir cette instance ?,Die Sitzung „%1“ ist bereits in einer anderen Kate-Instanz geöffnet. Möchten Sie dorthin wechseln oder in dieser Instanz erneut öffnen?,الجلسة '%1' مفتوحة فعلًا في سيرورة أخرى من «كيت»، أأغيّر إلى تلك السيرورة أو إعادة الفتح هذه السيرورة؟
Session Chooser,Sélection de la session,Sitzungsauswahl,منتقي الجلسات
Session Elements,Éléments de session,Sitzungselemente,عناصر الجلسة
Session Management,Gestion des sessions,Sitzungsverwaltung,إدارة الجلسات
Session Name,Nom de la session,Sitzungsname,اسم الجلسة
Session Renaming,Renommage de la session,Sitzungsnamen ändern,إعادة تسمية الجلسة
Session name:,Nom de la session :,Sitzungsname:,اسم الجلسة:
Session will be deleted on dialog close,La session sera supprimée à la fermeture du dialogue,Sitzung wird nach dem Schließen des Dialogs gelöscht,ستحذف الجلسة عند غلق الحواري
Set encoding for the file to open.,Définir l'encodage pour le fichier à ouvrir.,Kodierung für die zu öffnende Datei festlegen.,اضبط ترميز الملفّ لفتحه.
Show Path in Titlebar,Afficher l'emplacement dans la barre de titre,Pfad in der Titelleiste anzeigen,أظهر المسار في شريط العنوان
Show %1,Afficher %1,%1 anzeigen,أظهر %1
Show %1 Button,Afficher un bouton %1,%1-Knopf anzeigen,اعرض زر %1
Show Tabs,Afficher les onglets,Reiter anzeigen,أظهر الألسنة
Show File Git History,Afficher l'historique des fichiers avec Git,Git-Historie der Datei anzeigen,أظهر تاريخ غت للملف
Show Full Commit,Afficher le commit global,Vollständigen Commit anzeigen,أظهر كامل الإيداع
Show Hover Info,Afficher les informations au survol,Commit-Informationen anzeigen/verbergen,أظهر معلومات التحويم
Show Navigation Bar,Afficher la barre de navigation,Navigationsleiste anzeigen,أظهر شريط التنقل
Show Sidebars,Afficher les barres latérales,Navigationsbereich anzeigen,أظهر الأشرطة الجانبيّة
Show current symbol in navigation bar,Afficher le symbole courant sur la barre de navigation,Aktuelles Symbol in Navigationsleiste anzeigen,أظهر الرمز الحالي في شريط التنقل
"Show diff with full context, not just the changed lines",Afficher les différences avec un contexte global et non seulement les lignes modifiées.,,أظهر الفرق بسياق كامل، ليس مجرد السطور المغيرة
Show text for left and right sidebar buttons,Afficher du texte pour les boutons des barres latérales gauche et droite,Text in Knöpfen der linken und rechten Seitenleiste anzeigen,اعرض نص لأزرار الشريط الجانبي اليمين واليسار
Show the complete document path in the window caption,Afficher l'emplacement complet du document dans l'intitulé de la fenêtre,Zeigt den vollständigen Pfad des aktiven Dokuments in der Titelleiste an,أظهر مسار المستند الكامل في عنوان النافذة
Show the welcome page,Afficher la page de bienvenue,Die Willkommen-Seite anzeigen,أظهر صفحة الترحيب
Show welcome page for new window,Afficher la page d'accueil pour une nouvelle fenêtre.,Willkommen-Seite in neuen Fenstern anzeigen,أظهر شاشة الترحيب للنوافذ الجديدة
Show welcome view for new windows,Afficher une disposition de bienvenue pour les nouvelle fenêtre.,Willkommen-Seite in neuen Fenstern anzeigen,أظهر شاشة الترحيب للنوافذ الجديدة
Show/Hide Commit Info,Afficher / Masquer les informations de commit,Commit-Informationen anzeigen/verbergen,اعرض/ اخفِ معلومات الإيداع
Shows a hint how to compare documents.,Affiche une indication pour comparer des documents.,Zeigt einen Hinweis für das Vergleichen von Dokumenten.,يظهر تلميحة حول كيفية مقارنة المستندات
Side By Side,Côte-à-côte,Nebeneinander,جنبًا إلى جنب
Sidebar Buttons,Boutons de la barre latérale,Seitenleisten-Knöpfe,أزرار الشريط الجانبي
Simon Hausmann,Simon Hausmann,Simon Hausmann,سيمون هاوسمان
Specify a name for this session,Spécifiez un nom pour cette session,Geben Sie einen Namen für diese Sitzung ein,حدّد اسمًا لهذه الجلسة
Specify a new name for session: %1,Spécifiez un nouveau nom pour la session : %1,Geben Sie einen Namen für diese Sitzung ein: %1,حدّد اسمًا جديدًا للجلسة: %1
Split Horizontal,Scinder horizontalement,Waagerecht teilen,اقسم أفقيًّا
Split Vertical,Scinder verticalement,Senkrecht teilen,اقسم رأسيًّا
Split View,Scinder la vue,Geteilte Ansicht,اقسم المنظور
Split the currently active view horizontally into two views and move the currently active document to view below.,Scinder la vue actuellement active verticalement en deux vues et déplacer le document actuellement actif dans la vue en dessous.,Teilt die aktive Ansicht waagerecht in zwei Ansichten und verschiebt das derzeit aktive Dokument in die untere Ansicht.,اقسم أفقياً المنظور النشط حالياً إلى إثنين، وانقل المستند الحالي النشط إلى القسم الأسفل.
