Determinate Orderings,نظم محددة
Determination,تحديد/ تعريف
Deterritorialized,من دون إقليم محدد
Deus Otiosus,إله متبطل
Devaluation,خفض القيمة/ تبخيس/ تخفيض قيمة العملة
Developing Nation,دولة نامية
Development,تطور/ تنمية
Development Ideology,إيديولوجية التنمية
Development plans,خطط التنمية
Developmentalism,تنموية
Devolution of Power,انتقال السلطة
Devotional,تعبدي
Diabolism,إيمان بالشياطين/ شعوذة/ سحر
Diachronic,تعاقبي
Diachrony,تتابع
Diagnosis,تشخيص
Dialectic materialism,مادية جدلية
Dialectic Relations,علاقات منطقية جدلية
Dialectics,جدلية/ منطق جدلي
Dialectics of Discourse,منطق جدلي للخطاب
Dialogicality,حواري
Diary,يوميات
Dichotomies,إثنينات
Dichotomy,ثنائية/ انشقاق إلى نصفين
Diction,بيان
Didactic Theatre,مسرح تعليمي
Didacticism,نزعة تعليمية
Die menschliche gesellschaft,مجتمع إنساني (بالألمانية)
Difference,اختلاف
Differentiation,تمايز/ تمايز تنصير
Diffusion Curve,منحنى الانتشار
Diffusionists,انتشاريون
Diggers,حفارون(دعاة المساواة بين الطبقات)
Digital,جهاز إلكتروني ثنائي: استقبال وارسال
Dilettantism,تدخل الهواة
Diminishing Returns,تناقص الغلة
Din-nāmeh,دين-نامه (كتاب ديني مقدس عند قدماء الفرس)
Diocesan Priest,كاهن تابع لأبرشية
Dionysian,ديونيسي
Direct Broadcast Satellites,أقمار البث المباشر
Dirigisme,ديريجيزم
Disappearances,انحلالات
Disciples,تلاميذ (المسيح)
Discipline,فرع معرفي
Discontinuous,غير متصل: كقولنا منحنى غير متصل أو دالة غير
,متصلة، بالمقارنة مع منحنى متصل أو دالة متصلة
Discount Rate,معدل الخصم
Discounting,خصم من قيمة المبلغ - الأساس
Discourse,خطاب
Discourse Analysis,تحليل الخطاب
Discourse Terminology,مصطلحات الخطاب
Discretionary Power,حرية التصرف
Discursive,منطقي
Discursive Ethics,أخلاق خطابية (هابرماس )
Discursive Public Sphere,ميدان عام خطابي (هابرماس)
Disembedded Genres,أصناف غير محتواة
Disembedding,إعتاق
Disembodied,قوة وهمية أو مجهولة أو منفلتة
Disestablishment,سحب اعتارف الدولة بالكنيسة
Disinformation,سوء تفسير المعلومات
Dislocation,انسلاخ وتهجير
Dispensationalism,تدبيرية
Disposable Income,دخل متاح
Dispute,نازع
Disruptive Political Action,حركات سياسية تؤدي إلى الفوضى
Dissent,منشق
Dissenter,منشق
Dissident,منشق
Dissident Literature,أدب منشق
Distance,مسافة أو بعد
Distorted,مشوهة
Distortion Taxes,ضرائب تشويهية
Distribution of Income,توزيع الدخل
Distributive function,وظيفة توزيعية
Divina Commedia,كوميديا إلهية
Divine Purpose,عناية إلهية
Diviner,عارف... كاهن
Division of Labor,تقسيم العمل
DNA,حمض ريبي نووي
Doctrine,مجموعة عقائد
Doctrine of Nonviolence,مبدأ اللاعنف
Doctrine of Sublimation,عقيدة التسامي
Dogm,عقيدة
Dogmas,عقائد جامدة
Dogmatic Economy,اقتصاد عقائدي
Dogmatic Evolutionists,دعاة مذهب النشوء العقائديون
Dogrriatic,عقيدي
Domestic,محلي
Domestic capital,رأس المال المحلي
Domestic Reforms,إصلاحات داخلية
Domestication,تدجين
Dominance,سيطرة
Dominant Groups,جماعات سائدة
Dominant Ideology,إيديولوجية مهيمنة
Dominant Location Structure,بنية موقعية سائدة
Domination,سيطرة
Donatists,دوناطيون
Doomsday,يوم الدينونة
Dot.com Generation,جيل دوت. كوم
Downshifters,واقعيون(انظر الكلمة التالية)
Downshifting,اتجاه واقعي
Downswing,انكماش/ فتور (بعد فترة رواج)
Drain of Gold Reserves,نزيف الاحتياطي من الذهب
Drama,مسرح/ فن مسرحي
Dramatic,مسرحي
Dramatist/ Playwright,كاتب مسرحي
Dramatization/ Theatricalization,مسرحة
Dreams,أحلام
Dress Down,ارتداء ملابس متواضعة
Driving Center,مركز قيادي
Dualities,الازدواجية (الالتزامات المتقابلة لأفارد القبيلة)
Duality,ثنائية
Dumping,"سياسة الإغرلق(البيع بأقل من الأسعار السائدة في
السوق)/ إغراق  السوق بالبضائع"
Duumvirate,حكم الاثنين
Dyads,أزواج
Dynamics,ديناميكا/ دينامية / حركية
Dysfunctional,مختل وظيفيا
Dysfunctional Production,إنتاج مختل وظيفيا
Earth Summit,قمة الأرض
Eastern Philosophy,حكمة شرقية
Easterner,إنسان شرقي
Eccentricity,شواذ
Ecclesiastical,إكليركي/ كنسي
Ecclesiogenesis,نشوء / تكون الكنيسة
Eclecticism,انتقائية
Eclipse,كسوف الشمس، خسوف القمر
Ecoefficiency,كفاءة بيئية (إيكولوجية)
Ecological,بيئي (إيكولوجي)
Ecological Capital = Natural Capital,رأسمال طبيعي
Ecological Sensibility,حس بيئي ( أو الحساسية البيئية)
Ecological Systems,نظم بيئية
Econometrics,اقتصاد قياسي
Economic Aggregates,كليات اقتصادية
Economic Alliances,تحالفات اقتصادية
Economic Barriers,حواجز اقتصادية
Economic Dependence,تبعية اقتصادية
Economic Determinism,حتمية اقتصادية
Economic Heresies,بدع/ هرطقات اقتصادية
Economic Insecurity,حالة انعدام الأمن الاقتصادي
Economic Integration,اندماج اقتصادي
Economic Man,إنسان اقتصادي
Economic Miracle,معجزة اقتصادية
Economic Opening Up,انفتاح اقتصادي
Economic Paradigm,مثال/ نموذج اقتصادي
Economic Perspective,منظور اقتصادي
Economic re-construction,إعادة الهيكلة الاقتصادية
Economic Surplus,فائض اقتصادي
Economic Variables,متغيرات اقتصادية
Economics of Agglomeration,اقتصاد التكتل
Economies,اقتصاديات/ وفوارت
Economies of Scale,وفوارت الحجم
Economies of Specialization,اقتصاديات التخصص
Economist Strangulation,خنق اقتصادي
Economists’ Jargon,تعابير الاقتصاديين
Economy of Images,اقتصاد الصور
Ecosystem,نظام بيئي (إيكولوجي)
Ecstasy,انجذاب صوفي
Edge of Chaos,حافة الفوضى
Effect,نتيجة
Effective Demand,طلب فعال
Efficiency of the Marginal Capital,كفاءة حدية لرأس المال
Efficiency Units,وحدات كفاءة
Efficient Cause,سبب فاعل
Egalitarian Society,مجتمع المساواة
Egalitarianism,مساواتية
Ego,أنا
Egyptianism,مصرانية
EIC,شركة الهند الشرقية (الإنجليزية)
Elaborate Machines,ﺁليات مطورة
Elective Affinity,تآلف انتقائي
Electric Displacement,إزاحة كهربائية
Electrical Conductivity,قابلية التوصيل الكهربائي
Electromagnetic Spectrum,طيف إلكترومغناطيسي
Electron,إلكترون
Electronic Gateway,بوابة إلكترونية
Electrostatic Repulsion,تنافر كهرسكوني
Element,عنصر
Elemental Event,حدث أولي جوهري
Elimination,تصفية/ إنهاء
Elite (s),نخبة/ نخب
Elite Group,جماعة النخبة
Elitist,نخبوي
Elizabethan Drama,المسرح الإليازبيثي
Emancipation Declaration,إعلان تحرير العبيد
Embedded Economy,اقتصاد ضمني (كارل بولاني)
Embedding/ Inclusion,احتواء
Embodiment,احتواء
Embourgeoisement of the City,"برجزة ""المدينة"""
Emergent Technology,تكنولوجيا ناشئة أو منبثقة
Emigration Flows,تدفق المهاجرين
Emotion,عاطفة
Emotional,عاطفي
Emotional involvement,تورط عاطفي
Empathy,تعاطف/تقمص عاطفي
Empirical,تجريبي
Empirical Economics,اقتصاد تطبيقي
Empiricism,إمبريقية/تجريبية
Employees,مستخدمين/ عاملين
Employer Organization,منظمات أصحاب العمل
Empowering People,تأهيل أو تقوية الناس
Enactment,سن القوانين
Encarta,إنسيكلوبيديا إنكارتا الإلكترونية
Enclosure of Cultural Commons,تطويق القيم الثقافية العامة
Enclosures,تسييج الحقول من قبل اللوردات أصحاب الأراضي
Encounters,لقاءات
Encyclical,رسالة بابوية / تعميم بابوي
Endogamy,تزاوج داخلي (ضمن العشيرة أو القبيلة أو العرق)
Endogenous,داخلي
Energy,طاقة
Energy Conservation,صيانة الطاقة
Engle Elasticities,مرونات إنجل
Engrossing,احتكار
Enhanced Prices,أسعار أعلى
Enlightenment,أنوار/ تنوير/ عصر التنوير
Enrages,مجانين (متطرفون ديمقراطيون)
Entails,أملاك الوقف
Enterprises,مشاريع
Enthusiasm,حماس
Entrepreneur,مبادر (في عالم الأعمال)/مقاول / صاحب المشروع
,الفردي/ منظم
Entrepreneurial,تنظيمي
Entrepreneurial Freedom,حرية التنظيم
Entrepreneurial Skills,تنظيم المشاريع (مهارات الاستثمار)
Entstehung,نشوء الاقتصاد الوطني (بالألمانية)
Enunciation,نطق
Environment,بيئة
Environmental Sustainability,محافظة على البيئة / استدامة بيئية
Epic Theatre,مسرح ملحمي
Epicene Style,أسلوب مخنث
Epicureans,أبيقوريون
Epigram,حكمة ساخرة
Epigraphy,علم الكتابات القديمة
Epilogue,خطاب
Episcopalian Church,كنيسة أسقفية
Episcopate,هيئة الأساقفة
Epistemological,معرفي
Epistemology,نظرية المعرفة/ معرفة / معرفية
Equality,مساواة
Equanimity,اتزان
Equilibrium Path,مسار التوازن
Equity,عدل
Equivalence,تكافؤ
Equivalence and Difference,تساو واختلاف
Equivalent,مقابل
Era of Enlightenment,عصر التنوير
Erastian Principles,المبادئ الأرسطوسية
Erastianism,أرسطوسية
ERM,ﺁلية سعر الصرف
Eroticism,نزعة إيروتيكية
Erotics,إيروتيكية
Erudition,تبحر
Eschatological,أخروي
Eschatology,أخرويات
Eschatology of Immanence,أخرويات الحلول
Eschatology of Transcendence,أخرويات السمو
Esprit de corps,روح الجماعة
Essential,جوهري
Established Church,معترف به
Establishment,إعتارف الدولة بكنيسة
Estate,طبقة اجتماعية وسياسية قديمة
Estates general (Fr.),اسم قديم للجمعية الوطنية في فرنسا
Etatist,النزعة التوجيهية للدولة
Ether,أثير
Ethical,أخلاقي
Ethics,أخلاقيات/ علم الأخلاق
Ethnic,عرقية
Ethnic Cleansing,تطهير عرقي
Ethnocentric,أنا عنصرية/ مركزية عرقية
Ethnocentrism,تعصب عرقي/ تمحور عرقي
Ethnography,دراسة التارث العرقي/ علم الإناسة الوصفية
Ethnology,إثنولوجيا (دراسة الأعراق البشرية)
Ethos,روح الجماعة
Etymology,"علم أصول الكلمات/ إتيمولوجيا (دراسة أصل الكلمات
وتاريخها)"
Euclid's Data,أصول لإقليدس
Eufunctional,محسنة الأداء الوظيفي
Eurocentric,مركزية أوروبية
Eurocentric View,منظور مركز على أوروبا
European Directorium,مجلس توجيهي أو إداري أوروبي
Europeanization,أوربة
Euthanasia,قتل رحيم
Evaluation,تقييم
Evaluative Statements,أقوال تقييمية
Evangelical,إنجيلي
Evangelical Fervor,حرارة وحماس المبشرين بالإنجيل
Evangelical pietism,تقوية إنجيلية
Evangelicalism,مذهب إنجيلي
Event,حدث
Evidence,دليل / برهان
Evolution,تطور/ ارتقاء
Evolutionary Theories,نظريات النشوء والارتقاء
Exaction,اغتصاب الأموال عنوة
Exceptionalism,استثنائية
Excess Capacity,طاقة معطلة/ طاقة ازئدة أو فائضة
Excess Supplies,فائض العرض
Exchange,تبادل
Exchange Equalization Funds,صناديق تسويات الصرف
Exchange Types,أنماط تبادل
Exchequer,خزانة الدولة
Exclusion,إقصاء/ استبعاد
Exclusive System,نظام خاص
Excommunication,حرم كنسي
Exemptions,إعفاءات
Existential,وجودي
Existential Assumptions,مسلمات وجودية
Existentialism,وجودية
Exodus,سفر الخروج
Exogamy,تزاوج خارجي (من خارج العشيرة أو القبيلة أو العرق)
Exogenous,خارجي
Exorcize,تعوذ من شر
Exotic,أديان غريبة
Exoticism,غرابة مثيرة
Exotism,أغاربية
Expansionism,نزعة توسعية
Expansionist Policy,سياسة توسعية
Expenditure,إنفاق
Experience,تجربة
Explicitly,صارحة
Exploitation,استغلال
Exponential Function,دالة أسية
Exponential Growth,نمو بمتوالية هندسية
Expropriation,نزع الملكية
Extenuation,تلطيف/ تخفيف
Extermination,إبادة
Externality,خارجانية
Externality-Driven Agglomeration,تكتل تحركه الوفوارت الخارجية
Externalization of Costs,عملية نقل التكاليف للخارج(لخارج المنشأة)
Extra Commercium,خارج نطاق التجار (ليست معروضة للبيع)
Extraeconomic Factors,عوامل فوق اقتصادية
Extra-Ordinary Incomes,دخول غير عادية
Extrapolation,تقدير استقارئي
Extremism,نزعة التطرف
Extrication Money,نفقات الإستئصال
Extrinsic,عرضي
Facticity,وقائعية
Faction Fights,صارعات طائفية (فئوية)
Factor,عامل
Factory Proletariat,بروليتاريا المصانع
Fair Trade,تجارة عادلة/ منصفة
"False, Consciousness",وعي زائف
Falsification of Theory,تكذيب النظرية
Family,عائلة
Fanatical Creed,عقيدة متطرفة
Fanaticism,تعصب
Fantastic Machinery,ﺁليات مدهشة
Fantasy,فانتازيا
Fascism,فاشية
Fascist Syndrome,متلازمة فاشية
Fashionable,رائجة
Fatal Conceit,وهم مشؤوم
Favorable Terms,شروط ملائمة
Fears,مخاوف
Feasibility Study,دراسة الجدوى
Federal,اتحادي
Federalism,فدرالية
Federalist Movement,حركة فدرالية
Feedback,تغذية مرتدة/ تغذية استرجاعية
Feminist,نسوي
Feminization,تأنيث
Fetishism,"تشويه (واع أو لا واع)/ صنمية شيئية/ تقديس أعمى
وهمي"
Fetishism of Commodities,صنمية السلع (ماركس)
Feudal Dues,مستحقات إقطاعية
Feudal Rights,حقوق إقطاعية
Feudalism,إقطاع
Fiat,عملة تصدرها العمولة من دونتغطية
Fiction,قصة/ سرد خيالي/ أخيولة
Fictions Capital,رأسمال متخيل
Fictitious Rational,رشد خيالي
Fictive Kinship,قرابة مصطنعة
Field,حقل
Fierce states,دول ضارية
Fifthes,ضرائب العشر
Film Criticism,نقد سينمائي
Final Cause,سبب غائي
Final money,نقد نهائي
Financial System,نظام مالي
Financial Yardstick,مقياس المال بين ارتفاع وانخفاض
Fines and Recoveries Act,قانون الغارمات والاسترداد
Firearms,أسلحة نارية
Firm,منشأة
First Economic Sector (Productive),قطاع الاقتصاد الأول
First great awakening,الصحوة الكبرى الأولى
Fiscal - monetary Policy,سياسة نقدية - مالية
Five-Year Plan,خطة خمسية
Flexibility,مرونة
Flexible Specialization,تخصص مرن
Floating Population,سكان مترحلون
Flow Chart,مخطط بياني
Flow of Information,تدفق المعلومات
Fluctuation,تقلبات
Flux,دفق
Flying Shuttle,مكوك طائر
Focus - Word,كلمة - مركز
Food Crops,محاصيل غذائية
Food Safety,أمن غذائي
Food-Gathering,مرحلة القطاف
Footloose Capital,رساميل سائبة (رأس المال السائب)
Force,قوة
Forces of production,قوى الإنتاج
Foreign,أجنبي/ غريب
Foreign debt,دين أجنبي
Foreign Exchange Markets,أسواق الصرف الأجنبية
Foreign Exchange Rate,سعر الصرف الأجنبي
Form (s),شكل/ صيغة/ أشكال/ صيغ
Form of Life,نمط الحياة
Formal Analysis,تحليل شكلي
Formalism,شكلية
Formalized Theory,نظرية مصورنة
Format Franchising,ترخيص صيغة العمل
Fortuitous,عابرة
Fossils,أحافير/ متحجارت
Fourth Economic Sector,قطاع الاقتصاد الاربع
Fraction,كسر
Frame Composition,تأليف اللقطة
Frame of Mind,إطار عقلي
Framework,إطار
Framing,تأطير
Franchising,ترخيص
Fraterna,شراكة أسرية
Free and Balanced Flow,تدفق حر متوازن
Free Association,تداع حر (قاعدة)
Free Entry,حرية الدخول
Free Indirect Reporting,تقرير حر غير مباشر
Free Market,سوق حرة
Freemasonry,الماسونية
French Revolution,ثورة فرنسية
Freudian Revisionist,فرويدي تعديلي
Freudianism,فرويدية
Friendly Competition,منافسة ودية
Frontality,جبهية
Frontier,تخوم
Frontier Principality,إمارة حدودية
Full Employment,عمالة كاملة
Functional,وظيفي
Functional Analysis,تحليل وظيفي
Functionalism,نزعة وظيفية
Functionaries,موظفون
Fund,ذخيرة (رأسمال)
Fundamental,أساسي
Fundamental Precepts,معتقدات أصولية
Fundamentalism,أصولية
Fundamentalist Movement,حركة أصولية
Futurology,توقعية
Ğadal (Dialactics),جدل
Ğa'fari,جعفري(نسبة إلى جعفر البرمكي)
Galaxy,مجرة
Gallican Regalism,الملكية الغليكانية
Game theory,نظرية اللعبة
Gatekeepers,حارس البوابة
Gaza Strip,قطاع غزة
Gemeinschaft,نسيج اجتماعي شخصي
Gender Equality,مساواة بين الجنسين
Genealogical Charter,ميثاق نسب
General Will,إرادة عامة (روسو)
Generalizations,تعميمات
Generation,جيل
Generic Structure,بنية عامة
Genes,جينات
Genetic,جيني/ وارثي
Genetic Engineering,هندسة وارثية
Genetic Sequence,تسلسل وارثي
Genetically - Modified (GM) Food,غذاء معدل جينيا
Genomenon,مولود مورث
Genre Analysis,تحليل صنفي
Genre Chains,سلسلات أصناف/ أنواع
Genres,أصناف/ أنواع
Gentry,طبقة الأعيان/ طبقة ملاك الأراضي الأرستقراطية
Genuine,أصلي
Geocentrism,نظرية مركزية الأرض
Geographical Clustering,مجموعة متشابكة جغرافيا
Geographical Proximity,قرب جغارفي
Germinal,جنينية
Gesellschaft,نسيج اجتماعي لا شخصي
Gestalt,جشطالت (نظرة كلية)
Ghent,غنت (مدينة بلجيكية اشتهرت بتجارة الحرير)
Giant Corporations,شركات عملاقة
Giro-Banking,نظام تسديد الحسابات بين المصارف
Glamour,فتنة
Glasnost,غلاسنوست (سياسة الانفتاح)
Global,عالمي/ كوكبي
Global Church,كنيسة شاملة
Global Economics,اقتصاد عالمي
Global Financial Authority,سلطة مالية عالمية
Global Fundamentalism,أصولية كوكبية
Global Governance,حكم عالمي
Global North,عالم الشمال
Global South,عالم الجنوب
Global Space - Time,مكان - زمان عالمي
Global Strategy,استراتيجية عالمية
Global Village,قرية اعالمية أو كوكبية
Globalization,عولمة
Globalization of Democracy,عولمة الديمقراطية
Globe/ Global/ Globalization,عالم/ عالمي/ عولمة
Glorious Revolution,ثورة مجيدة
Gnostic,غنوصي
Gold standard,قاعدة الذهب
Good International Citizen,مواطن أممي صالح
Goodness,خير
Goods,سلع
Gospel,إنجيل
Gothic Novel,رواية قوطية
Governance,حاكمية/ حكم/ تحكم
Government Authority,سلطة الحكومة
Government Bonds,سندات حكومية
Government by a Class,الحكومة التي تنشأ من إحدى طبقات المجتمع
Government Checks and- Balances,مبدأ فصل السلطات الحكومية
Government Debt,دين حكومي
Grammatical Metaphor,استعارة نحوية
Grammatical Mood,صيغة نحوية
Grammatical Relations,علاقات نحوية
Grammatical Role,أدوار نحوية
Grand Inquisitor,محقق أكبر
Graph,خط بياني
Grass Cloth,نسيج قطني
Grater History,تاريخ أكبر
Gravitational Attraction,تجاذب ثقالي
Great Father,الأب الأول
"Green Economics, Green Revolution",اقتصاد أخضر/ ثورة خضارء
Green Peace,منظمة السلام الأخضر
Greenback Parties,فرقاء العملة الأمريكية (الدولار)
Gregorian Reforms,إصلاحات غريغورية (التقويم الميلادي)
Gross Output,ناتج إجمالي/ إجمالي الناتج
Growth-Center Development,تنمية قائمة على مركز ما للنمو
Grundriss,أساس (بالألمانية)
Guilds,جماعات مهنية/ نقابات الحرفيين (قرون وسطى)
Hamlet Cigar,سيجار هاملت
Handwortbuch der Staatswissenschaften,قاموس علوم الدولة
Happening,حدث
Happiness,سعادة
Happy Consciousness,وعي سعيد (هربرتماركيوز)
Harbour Principatlity,إمارة مينائية
Health Care,رعاية صحية
Health Care System,نظام الرعاية الصحية (في أميركا)
Heathen,وثني
Hedonism,مذهب المتعة/ مبدأ المتعة/ اللذة
Hegelianism,هيغلية
Hegemony,هيمنة(غارمشي)/ سيطرة
Heliocentrism,نظرية مركزية الشمس
Herd,دهماء
Heresy,هرطقة
Heretic,هرطوقي
Hermeneutics,هرمنوطيقا /اجتهاد تأويلي
Hermetic,مستغلق
Hermeticism,استغلاق
Heterodox,هرطقي
Hidden Values,قيم خفية
Hierarchical Market System,بنية السوق الهرمية
Hierarchical Supervision,إشارف قائم على التسلسل الهرمي
Hierarchy,تارتبية/ هرمية/ رئاسة روحية/ تسلسل هرمي
Hiero,الكاهن (يونانية)
Hierocracy,حكم الكهنة
Hierocratic,حكم السلطة الدينية
Hierophanies,ظهوارت كشفية مقدسة
High Culture,ثقافة عالية (بمواجهة الثقافة الشعبية)
Hinterland,المناطق الداخلية البعيدة عن السواحل
Historical Criticism,نقد تاريخاني
Historical Junctions,مفصل تاريخي
Historical Trajectory,مسار التاريخي المنحني
Historicism,تاريخانية
Historicists,مؤرخنون
Historicity,تاريخية
Historicized,أرخنوا
Hoarded Goods,سلع مكتنزة
Hobereau,نبيل ريفي يعيش على أملاكه
Holdings of Money,محتفظ من النقود
Holistic Equality,مساواة كلية
Holocaust,محرقة
Holy See,الكرسي الرسولي
"Holy War, Jihad",حرب مقدسة
Home Industry,صناعة وطنية
Homo Economicus,كائن اقتصادي
Homo Sapiens,إنسان عاقل/أول
Homogeneous Function,دالة متجانسة
Homogenization,مجانسة
Homosexuality,مثلية جنسية
Honorific Prerogatives,حقوق خاصة شرفية
Horizontal Axis,محور افقي
Horizontal Coordinate,إحداثي أفقي
Horizontal Solidarity,تضامن أفقي
Horoscope Example,مثال برج الحظ
Hortatory Report,تقرير توجيهي
Hostage,رهينة
Hostile,عدائي
Hostility,عداء
Household,أسرة معيشية
Household Managing (Oikonomia),تدبير منزلي، تدبير الأسرة
Huguenot,هيغونوت: بروتستانت فرنسا
Hujar (migratory camps),هجار
Human,إنساني/ بشري
Human Energy,طاقة إنسانية
"Human Agents/ Concerns/ Perspective/
Surrounding",عوامل/ اهتمامات منظور/ محيط إنساني
Human Capital,رأس المال البشري
Human Condition,شرط بشري
Human Rights,حقوق الإنسان
Humanism,مذهب إنساني/ إنسانوية
Humanist,إنسانوي
Humanistic,إنساني النزعة
Humility,تواضع
Hunters,صيادون
Hunting-and-Gathering,صيد وجمع
Hybridity,تهجين
Hydraulic mode of production,اقتصاد إروائي
Hyper deflationary,انكماش مفرط
Hypercapitalism,رأسمالية مفرطة
Hypercapitalist Economy,اقتصاد رأسمالي مفرط
Hypergrowth,نمو مفرط
Hyperinflationary,تضخم مفرط
Hypermobile,متحرك جدا
Hypernationalist Movements,حركات قومية متطرفة
Hyperreal Experiences,تجارب فوق واقعية
Hypertexts,نصوص مفرطة
Hypocrisy,نفاق
Hypotactic Relations,علاقات تبعية
Hypotaxis,تبعية
Hypothesis,فرضية
Iconoclastic,غير ملتزم بالتقاليد
Idealism,مثالية
Idealization,مثالية/ مثلنة
Identification,تحديد هوية/ تماه
Ideologies,أيديولوجيات
Ideology,عقيدة/ أيديولوجيا
Idiosyncrasy,خصوصيات العقل البشري
Idiotes,مواطن- فرد عادي
Idolatry,عبادة الأصنام
ILO,منظمة العمل الدولية
Imaginaire sociale,متخيل اجتماعي
Imaginary,خيالي
Imagination,خيال
Imaginative,خيالي
Imaginative Faculties,ملكات التخيل
Imagined Worlds,عوالم متخيلة
Imbalances,خلل في التوازن
Imitating Buyer,مشتر مقلد (قارن: مشتر مبد)
Imitatio dei,محاكاة صورة اﷲ
Immanent,حلولي/ محايث/ قائم بذاته
Immaterial Values,قيم غير مادية
Immediacy,ﺁنية
Immigration,هجرة
Immortality,خلود
Impact,أثر قوي، وقع
Impartial Investigator,باحث محايد
Impartiality,حيادية
Imperative Sentence Type,نمط جملة أمرية
Imperatives of Knowledge,قواعد أو إملاءات المعرفة
Imperialism,إمبريالية
Impersonal,متجرد
Impersonal Market Mechanism,ﺁلية السوق المجردة عن الشعور الشخصي
Impersonal Social Relations,علاقات اجتماعية لاشخصية
Impersonality / Depersonalization,تجرد
Impersonation,تشخيص
Implausibility,لا معقولية
Implicitly,ضمنا
Import Substitutions,توفير بدائل الاستيارد
Impregnability,حصانة
Imtihan (humiliation),امتهان
Inadequacy,لا ملاءمة
Incantatory Style,أسلوب تعويذي
Incessant,متواصل/ مستمر
Inchoative (Verb),شروعي (فعل)
Incisor,أحد الأسنان القواطع
Inclined Plane,السطح المستوي المائل
Income per Person,دخل الفرد
Income Velocity of Money,سرعة دوران النقود
Income-tax,ضريبة الدخل
Incontrovertible Proof,برهان لا يقبل الجدل
Increasing Returns,تزايد الغلة/ عوائد متازيدة
Indefeasible Rights,حقوق غير قابلة للإبطال
Independent Determinant,محدد مستقل
Independent Entity,كيان مستقل
Indeterminacy Principle,مبدأ اللاحتمية في الفيزيائي
Indianism,استهناد
Indianists,مستهندون(دارسي الهند وحضاراتها)
Indirect Reporting,تقرير غير مباشر
Indiscriminate,غير متجانس / مشوش
Individual Economic Interest,مصلحة الفرد الاقتصادية
Individualism,فردانية/ نزعة فردية/ فردية مذهبا وسلوكا
Individualist School,المدرسة الفردانية
Indoctrination,تلقين (سياسي أو ديني)
Indubitable Fact,حقيقة ثابتة
Inductive,إستقرائي
Industrial Crops,محاصيل صناعية
Industrial Age,عصر صناعي
Industrial bourgeoisie,بورجوازية صناعية
Industrial Capacity,طاقة صناعية
Industrial Capital,رأس المال الصناعي
Industrial Growth,نمو صناعي
Industrial Revolution,ثورة صناعية
Industrialism,ثورة صناعية
Industrialists,رجال الصناعة
Industrialization,تصنيع /تحول صناعي
Ineffability,فووصفية
Inefficiency,عدم الكفاءة
Infinite Resource,مورد لا ينضب
Infitah (open-door economic policy),انفتاح
Inflation,تضخم
Inflationary Gap,فجوة تضخمية
Informal Economy,اقتصاد غير نظامي
Informatics,معلوماتية
Information Revolution,ثورة معلوماتية
Information Asymmetries,عدم تناسق المعلومات
Information Era,عصر المعلومات
Information Industry,صناعة المعلومات
Information Revolution,ثورة المعلومات
Information Technology IT,تقنية المعلومات
Information Turbine,محرك معلومات
Informativeness,إبلاغية
Informer,"مخبر (شخص من أهل البلاد يزود الباحث
الإثنوغارفي بالمعلومات عن المجتمع)"
Infrastructure,بنية تحتية
Inherent,موروث/ متأصل/ جبلي
Inhibition,تثبيط/ إحباط
Inhitat (decline and decay),انحطاط
Initial Profit,أرباح أولية
Initiation,شد/ تأهيل/ تكريس
Initiative,مبادرة
Innate Moral Sentiment,شعور أخلاقي فطري
Innerworldly,باطني
Innovating Buyer,مشتر مبدع(قارن: مشتر مقلد)
Innovation (s),ابتكار/ ابتداع/ تجديد/ تجديدات تكنولوجية
Input (s),مدخل/ مدخلات
Inquisition,محاكم تفتيش
Installment Buying,شراء بالأقساط
Instinct (s),غريزة/ دوافع
Instinctual,غريزي/ فطري
Institution,مؤسسة
Institutional,مؤسسي/ مؤسساتي
Institutional Change,تغير مؤسسي
Institutional Combinations,توليفات مؤسسية
Institutional Coping Mechanisms,ﺁليات إشارف مؤسسي
Institutional Power,قوة مؤسساتية
Institutional Strain,تأزم المؤسسات و عدم قدرتها على مازولة اختصاصاتها
Institutional Transactions,معاملات مؤسسية
Institutionalization,مأسسة
Instrumental,وسائلي
Instrumental Methodology,منهجية ذرائعية
Instrumental Reason,عقل ذرائعي
Instrumental Values,قيم ذرائعية
Instrumentalism,وسائلية
Intangible Products,منتجات غير مادية
Intangible Resources,أصول غير مادية
Integral state,دولة تكاملية
Integrated Global Marketplace,سوق عالمية تضامنية
Integration,اندماج / تكامل/ دمج
Integrative,تكاملي
Intellectual,مثقف
Intellectual Capital,رأسمال فكري(ذهني)
Intellectual Obscurantism,ظلامية فكرية
Intellectual Property,ملكية فكرية
Intelligent Assets,أصول فكرية
Intelligent Infrastructure,هياكل أساسية (أو بنية تحتية) ذكية
Intelligent Machines,ﺁلات ذكية
Intelligent Organization,منظمة ذكية
Intelligibility,مفهومية
Interaction,تفاعل
Interchangeable,قابل للتناوب
Interdependence,تبعية متبادلة
Interdisciplinary Method Analysis,طريقة التحليل المركبة
Interdiscursive,بيخطابي أو تبادل منطقي
Interdiscursivity,تبادل منطقي
Interest groups,جماعات/ مجموعات المصالح
Interest Rate,معدل الفائدة
Intergovernmental,حكومة بينية
Interlocking Associations,روابط متشابكة/ تنظيمات (الروابط) وسيطة
Intermediate Inputs,مدخلات (أو مستخدمات) وسيطة
Internal,داخلي
Internal Enterprises,مشروعات داخلية
