%s %s will be installed after restart. Upgrade installation can take a long time: ensure that you have backed up and that the computer is plugged in.,%s %s sera installé après le redémarrage. L’installation d’une mise à niveau peut prendre beaucoup de temps : vérifiez que vous disposez de sauvegardes et que l’ordinateur est branché sur le secteur.,"%s %s wird nach dem Neustart installiert, was möglicherweise viel Zeit beanspruchen kann. Vergewissern Sie sich, zuvor eine Sicherungskopie des Systems erstellt zu haben und dass eine zuverlässige Stromzufuhr besteht.",ستُثبّت %s %s بعد إعادة التشغيل. قد يستغرق تثبيت الترقية بعض الوقت: تأكد من الحفظ الاحتياطي، و توصيل الحاسوب بمقبس الطاقة.
%s (console),%s (console),%s (Konsole),%s (طرفية)
%s (remote),%s (distant),%s (Entfernt),%s (عن بعد)
%s Connected,,,‏%s مُتصل
%s Connecting,,,‏%s يتّصل
%s Connection Failed,,,فشل اتصال %s
%s Disabled,,,‏%s معطّل
%s Disconnecting,,,‏%s يقطع الاتّصال
%s Hardware Disabled,,,عتاد %s مُعَطَّل
%s Hotspot Active,,,نقطة اتصال %s نشطة
%s Not Connected,,,‏%s غير متّصل
%s Off,,,‏%s مغلق
%s Requires Authentication,,,يتطلب %s استيثاق
%s Unavailable,,,‏%s غير متاح
%s Unmanaged,,,‏%s غير مُدار
%s has been added to your favorites.,,,أُضيف %s إلى مفضلتك.
%s has been removed from your favorites.,,,أُزيل %s من مفضّلتك.
%s has not emitted any errors.,,,لم يصدر %s أي خطأ.
%s is now known as %s,,,غيّر %s اسمه إلى %s
%s wants to inhibit shortcuts,,,يريد %s تعطيل الاختصارات
Workspaces only on primary monitor,,,مساحات عمل على الشاشة الرئيسية فقط
World Clocks,Horloges mondiales,Weltuhren,ساعات عالمية
Yesterday,Hier,Gestern,أمس
"Yesterday, %H∶%M","Hier, %H∶%M","Gestern, %H:%M",بالأمس، %H:%M
"Yesterday, %l∶%M %p","Hier, %l∶%M %p","Gestern, %l:%M %p",بالأمس، %l:%M %p
You can restore shortcuts by pressing %s.,,,يمكنك استعادة الاختصارات بضغط %s.
"You just held down the Shift key for 8 seconds. This is the shortcut for the Slow Keys feature, which affects the way your keyboard works.",Vous venez d’appuyer pendant 8 secondes sur la touche Maj. Ceci est le raccourci d’activation des touches lentes et affecte la façon dont votre clavier réagit.,"Sie haben die Umschalttaste 8 Sekunden lang gedrückt gehalten. Dies ist die Tastenkombination für die Tastenverzögerung, welche beeinflusst, wie Ihre Tastatur funktioniert.",لقد ضغطت مفتاح Shift لثمان ثوان. هذا اختصار ميزة المفاتيح البطيئة المؤثّر على طريقة عمل لوحة مفاتيحك.
"You just pressed the Shift key 5 times in a row. This is the shortcut for the Sticky Keys feature, which affects the way your keyboard works.",Vous venez d’appuyer 5 fois de suite sur la touche Maj. Ceci est le raccourci d’activation des touches rémanentes et affecte la façon dont votre clavier réagit.,"Sie haben die Umschalttaste 5 Mal hintereinander gedrückt. Dies ist die Tastenkombination für die Einrastfunktion, welche beeinflusst, wie Ihre Tastatur funktioniert.",لقد نقرت مفتاح Shift خمس مرات متتالية. هذا اختصار ميزة المفاتيح اللاصقة المؤثّر على طريقة عمل لوحة مفاتيحك.
"You just pressed two keys at once, or pressed the Shift key 5 times in a row. This turns off the Sticky Keys feature, which affects the way your keyboard works.","Vous venez d’appuyer sur deux touches en même temps, ou 5 fois de suite sur la touche Maj. Ceci désactive la fonction touches rémanentes et affecte la façon dont votre clavier réagit.","Sie haben zwei Tasten gleichzeitig oder die Umschalttaste 5 Mal hintereinander gedrückt. Dies ist die Tastenkombination für die Einrastfunktion, welche beeinflusst, wie Ihre Tastatur funktioniert.",لقد ضغطت على مفتاحان في آن واحد أو نقرت مفتاح Shift خمس مرّات متتالية. يعطّل هذا ميزة المفاتيح اللاصقة المؤثّر على طريقة عمل لوحة مفاتيحك.
You may choose to wait a short while for it to continue or force the application to quit entirely.,,,ربما ترغب في الانتظار قليلا ليُكمِل أو إجبار التطبيق على الإنهاء كُلّية.
Your connection to this hotspot login is not secure. Passwords or other information you enter on this page can be viewed by people nearby.,La connexion à ce point d’accès n’est pas sécurisée. Les mots de passe et les autres informations que vous saisissez sur cette page peuvent être interceptés par des personnes autour de vous.,"Ihre Verbindung zum Anmeldefenster dieses Hotspots ist nicht sicher. Passwörter oder andere Daten, die Sie auf dieser Seite eingeben, können von anderen in unmittelbarer Umgebung ausgelesen werden.",اتصالك بنقطة الاتصال هذه غير آمن. كلمات السر أو أي معلومات تُدخلها في هذه الصفحة يمكن أن يطلع عليها الآخرون.
Zoom,Zoom,Vergrößern,تقريب
authentication required,,,الاستيثاق مطلوب
connecting…,,,يتّصل…
connection failed,,,فشل الاتصال
evolution,,,evolution
lock orientation;screen;rotation,,,أوصد الاتجاه;شاشة;تدوير
lock screen,verrouillage;verrouiller;écran;,Bildschirm sperren,أوصد الشاشة
logout;sign off,,,اخرج
network-workgroup,,,network-workgroup
power off;shutdown;reboot;restart,,,أطفئ;أغلق;أعد التشغيل
suspend;sleep,mettre en veille;sommeil;,suspend;sleep;Bereitschaft;Schlafen,علّق
switch user,changer;utilisateur;,Benutzer wechseln,بدّل المستخدم
toggle-switch-us,,,toggle-switch-intl
“%s” is not responding.,,,”‏%s“ لا يستجيب.
“%s” is ready,« %s » est prêt,»%s« ist bereit,‏”%s“ جاهز
