"String that will be used as user agent, to identify the browser to the web servers.",Chaîne de caractères utilisée comme agent utilisateur afin que les serveurs web puissent identifier le navigateur.,"Zeichenkette, welche als User Agent genutzt wird, um den Browser für die Webserver zu identifizieren.",النص الذي سيُستخدم ليعرف المتصفح إلى خواديم الوب.
Style,Style,Stil,الطراز
Suffixes,,,اللواحق
Topics:,,,المواضيع:
Text Encoding,Codage du texte,Zeichenkodierung,ترميز النص
Text Encoding,,,ترميز النص
Text not found,Texte non trouvé,Text nicht gefunden,لم يُعثر على النص
Thai (ISO-8859-11),Thaï (ISO-8859-11),Thai (ISO-8859-11),تايلاندي (ISO-8859-11)
Thai (TIS-620),Thaï (TIS-620),Thai (TIS-620),تايلاندي (TIS-620)
The GNOME Project,Le projet GNOME,Das GNOME-Projekt,مشروع جنوم
The GNOME web site displayed in GNOME Web,,,موقع جنوم معروضًا في وب جنوم
The application '%s' could not be created,,,تعذّر إنشاء التطبيق '%s'
The application '%s' is ready to be used,,,التطبيق '%s' جاهز للاستخدام
The bookmarks from “%s” could not be imported because the file is corrupted or of an unsupported type.,,,تعذّر استيراد العلامات من ”%s“ لأن الملف معطوب أو النسق غير مدعوم.
The certificate activation time is still in the future,L’heure d’activation du certificat est dans le futur,Die Aktivierungszeit des Zertifikats liegt in der Zukunft,وقت تفعيل الشهادة في المستقبل
The certificate contains errors,Le certificat contient des erreurs,Das Zertifikat beinhaltet Fehler,تحتوي الشهادة على أخطاء
The certificate does not match this website,Le certificat ne correspond pas à ce site web,Das Zertifikat stimmt nicht mit dieser Webseite überein,لا تطابق الشهادة الموقع
The certificate has been revoked,Le certificat a été révoqué,Das Zertifikat wurde annulliert,نُقِضت الشهادة
The certificate has expired,Le certificat a expiré,Das Zertifikat ist abgelaufen,انتهت صلاحية الشهادة
The certificate is signed using a weak signature algorithm,Le certificat est signé avec un algorithme de signature faible,Das Zertifikat nutzt einen schwachen Signaturalgorithmus,وُقّعت الشهادة باستخدام خوارزمية توقيع ضعيفة
The downloads folder,Le dossier des téléchargements,Der Download-Ordner,مجلد التنزيلات
The file “%s” exists. Please move it out of the way.,Le fichier « %s » existe. Veuillez le déplacer.,"Die Datei »%s« existiert, bitte entfernen Sie sie von dort.",الملف ”%s“ موجود. رجاء انقله بعيدا.
The identity of this website has been verified.,L’identité de ce site web a été vérifiée.,Die Identität dieser Webseite wurde bestätigt.,تم التأكّد من هوية هذا الموقع.
The identity of this website has not been verified.,L’identité de ce site web n’a pas été vérifiée.,Die Identität dieser Webseite wurde nicht bestätigt.,لم يتأكّد من هوية هذا الموقع.
The page at %s wants to know your location.,,,تريد الصفحة في %s معرفة مكانك.
The page at %s wants to show desktop notifications.,,,تريد الصفحة في %s عرض تنبيها سطح مكتب.
"The passwords from the previous version are locked with a master password. If you want to import them, please enter your master password below.",,,كلمات السر من الإصدارة السابقة موصدة بكلمة سر رئيسية. إذا كنت تريد أن تستوردها، فعليك إدخال كلمة السر الرئيسية أدناه.
"The path of the folder where to download files to; or ""Downloads"" to use the default downloads folder, or ""Desktop"" to use the desktop folder.",,,"المسار إلى مجلد التنزيل، أو ""Downloads"" لاستعمال مجلد التنزيل المبدئي، أو ""Desktop"" لاستعمال سطح المكتب."
The signing certificate authority is not known,L’autorité signant les certificats est inconnue,Der Zertifikatsaussteller ist nicht bekannt,سلطة الشهادات المُوقِّعة غير معروفة
"The web browser for GNOME, featuring tight integration with the desktop and a simple and intuitive user interface that allows you to focus on your web pages. If you’re looking for a simple, clean, beautiful view of the web, this is the browser for you.","Le navigateur web de GNOME profite d’une intégration poussée avec le bureau et d’une interface utilisateur simple et intuitive qui vous permet de vous concentrer sur les pages web. Si vous cherchez une vue du Web qui soit simple, propre et belle, c’est le navigateur qu’il vous faut.","Der Webbrowser für GNOME ist perfekt in die Arbeitsumgebung integriert und bietet eine einfache und intuitive Benutzeroberfläche, die es Ihnen ermöglicht, sich auf die Inhalte der Webseiten zu konzentrieren. Wenn Sie einen einfachen, klaren und wunderschönen Blick auf das Internet wollen, dann liegen Sie mit diesem Browser richtig.",متصفح وب جنوم، و يتميز بتكامله مع سطح المكتب و واجهة استخدام بديهية تمكنك من التركيز على الصفحات التي تتصفحها.
There are ongoing downloads,,,هناك تنزيلات لم تكتمل
There are unsubmitted changes to form elements,,,هناك تغييرات في عناصر النموذج غير مرسلة
This Connection is Not Secure,Cette connexion n’est pas sécurisée,Diese Verbindung ist nicht sicher,اتصّالك غير آمن
"This certificate is valid. However, resources on this page were sent insecurely.","Ce certificat est valide. Cependant, certaines ressources de cette page ont été envoyées de manière non sécurisée.",Dieses Zertifikat ist gültig. Ressourcen auf dieser Seite wurden jedoch unsicher gesendet.,هذه الشهادة صحيحة. لكن الموارد على هذه الصفحة لم تُرسل مؤمّنة.
This web site did not properly secure your connection.,Ce site web n’a pas convenablement sécurisé la connexion.,Diese Webseite hat Ihre Verbindung nicht ordentlich gesichert.,لا يُؤمّن هذا الموقع اتصالك.
This web site’s digital identification is not trusted. You may have connected to an attacker pretending to be %s.,L’identité numérique de ce site web n’est pas fiable. Vous vous êtes peut-être connecté à une personne malveillante qui se fait passer pour %s.,"Die digitale Identifikation dieser Webseite ist nicht vertrauenswürdig. Sie haben sich eventuell zu einem Angreifer verbunden, der sich ausgibt, %s zu sein.",لا يمكن الوثوق بشهادة الموقع. قد تكون متصلا بموقع هجوم يدعي أنه %s.
This website presented identification that belongs to a different website.,Ce site web présente des données d’identification qui appartiennent à un site web différent.,Die von der Webseite zur Verfügung gestellte Identifikation gehört zu einer anderen Webseite.,أظهر هذا الموقع شهادة تنتمي لموقع آخر.
This website’s identification cannot be trusted because it uses very weak encryption.,Les données d’identification de ce site web ne sont pas fiables car elles utilisent un chiffrement faible.,"Der Identifikation dieser Webseite kann nicht vertraut werden, da sie eine nicht ausreichende Verschlüsselung verwendet.",لا يمكن الوثوق في شهادة هذا الموقع لأنها تستخدم تعمية ضعيفة جدًا.
This website’s identification could not be processed. It may be corrupted.,Les données d’identification de ce site web n’ont pas pu être traitées. Elles peuvent être corrompues.,Die Identifikation dieser Webseite konnte nicht verarbeitet werden. Sie könnte beschädigt sein.,تعذّر معالجة شهادة هذا الموقع. قد تكون تالفة.
This website’s identification has been revoked by the trusted organization that issued it.,Les données d’identification de ce site web ont été révoquées par l’organisation de confiance qui les a délivrées.,"Die Identifikation dieser Webseite wurde durch die ausstellende, vertrauenswürdige Organisation zurückgezogen.",فسخت شهادة هذا الموقع المنظمة التي أصدرتها.
This website’s identification is only valid for future dates. Check the date on your computer’s calendar.,Les données d’identification de ce site web ne seront valables que dans le futur. Vérifiez la date sur votre ordinateur.,Die Identifikation dieser Webseite ist nur für Daten in der Zukunft gültig. Überprüfen Sie das Datum auf Ihrem Rechner.,شهادة هذا الموقع سليمة فقط في تواريخ مستقبلية. راجع التاريخ على تقويم حاسوبك.
This website’s identification is too old to trust. Check the date on your computer’s calendar.,Les données d’identification de ce site web sont trop vieilles pour être fiables. Vérifiez la date sur votre ordinateur.,Die Identifikation dieser Webseite ist zu alt. Überprüfen Sie das Datum auf Ihrem Rechner.,شهادة هذا الموقع أقدم من أن يوثق بها. راجع التاريخ على تقويم حاسوبك.
This website’s identification was not issued by a trusted organization.,Les données d’identification de ce site web n’ont pas été délivrées par une organisation de confiance.,Die Identifikation dieser Webseite wurde nicht durch eine vertrauenswürdige Organisation bereitgestellt.,لم تصدر شهادة هذا الموقع من مؤسسة يوثق بها.
Title,,,الاسم
Today %I:%M %p,,,اليوم %OI:%OM %p
Topics,,,المواضيع
Tracking,,,التعقب
Travel,,,سفر
Turkish (ISO-8859-9),Turc (ISO-8859-9),Türkisch (ISO-8859-9),تركي (ISO-8859-9)
Turkish (IBM-857),Turc (IBM-857),Türkisch (IBM-857),تركي (IBM-857)
Turkish (MacTurkish),Turc (MacTurkish),Türkisch (MacTurkish),تركي (MacTurkish)
Turkish (Windows-1254),Turc (Windows-1254),Türkisch (Windows-1254),تركي (Windows-1254)
Type a topic,,,اكتب موضوعا
Type to search…,Commencez la saisie pour rechercher…,"Tippen Sie, um zu suchen …",اكتب لتبحث…
URL,URL,Adresse,مسار
URL Search,,,بحث المسار
URL …,URL…,Adresse …,مسار …
Unicode (UTF-16 LE),Unicode (UTF-16 LE),Unicode (UTF-16 LE),يونيكود (UTF-16 LE)
Unicode (UTF-32 LE),Unicode (UTF-32 LE),Unicode (UTF-32 LE),يونيكود (UTF-32 LE)
Unicode (UTF-16 BE),Unicode (UTF-16 BE),Unicode (UTF-16 BE),يونيكود (UTF-16 BE)
Unicode (UTF-32 BE),Unicode (UTF-32 BE),Unicode (UTF-32 BE),يونيكود (UTF-32 BE)
Unicode (UTF-8),Unicode (UTF-8),Unicode (UTF-8),يونيكود (UTF-8)
Unknown,Inconnu,Unbekannt,مجهول
Unknown (%s),Inconnu (%s),Unbekannt (%s),مجهول (%s)
Untitled,,,بدون عنوان
Use GNOME font settings.,Utilise les paramètres des polices de GNOME.,Die Schrifteinstellungen von GNOME verwenden.,استخدم إعدادات خطوط جنوم.
Use GNOME fonts,Utiliser les polices de GNOME,Die Standardschriftarten von GNOME benutzen,استخدم خطوط جنوم
Use custom stylesheet,,,استعمل صفحة طراز مخصصة
Use own colors,,,استخدم الألوان الخاصة
Use own fonts,,,استخدم الخطوط الخاصة
Use the encoding specified by the document,,,استخدم الترميز المحدد في المستند
Use your own colors instead of the colors the page requests.,,,استخدم ألوانك الخاصة عوضا عن التي تطلبها الصفحة.
Use your own fonts instead of the fonts the page requests.,,,استخدم خطوطك الخاصة عوضا عن الخطوط التي تطلبها الصفحة.
User Name,Nom d’utilisateur,Benutzername,اسم المستخدم
User agent,Agent utilisateur,User Agent,عميل المستخدم
User defined (%s),,,حددها المستخدم (%s)
Version %s,Version %s,Version %s,الإصدارة %s
Vietnamese (VPS),Vietnamien (VPS),Vietnamesisch (VPS),فيتنامي (VPS)
Vietnamese (TCVN),Vietnamien (TCVN),Vietnamesisch (TCVN),فيتنامي (TCVN)
Vietnamese (VISCII),Vietnamien (VISCII),Vietnamesisch (VISCII),فيتنامي (VISCII)
Vietnamese (Windows-1258),Vietnamien (Windows-1258),Vietnamesisch (Windows-1258),فيتنامي (Windows-1258)
View Image in New Tab,Afficher l’image dans un nouvel onglet,Bild in neuem Tab anzeigen,اعرض الصورة في لسان جديد
View or modify the properties of the selected bookmark,,,اعرض أو عدّل خصائص العلامة المختارة
Visibility of the downloads window,,,ظهور نافذة التنزيل
Web,Web,Web,الوب
Web (RDF),,,وب (RDF)
Web 3.6 deprecated this directory and tried migrating this configuration to ~/.config/epiphany,,,أبطل إبيفني 3.6 هذا المجلد، وحاول نقل الإعدادات إلى ‪~/.config/epiphany‬
Web Browser,Navigateur web,Webbrowser,متصفّح وب
Web Content,Contenus du Web,Web-Inhalt,محتوى الوِب
Web Website,,,موقع متصفح وِب جنوم
Web bookmarks,,,علامات الوِب
Web browser for GNOME,,,متصفّح وب لجنوم
Web options,Options de Web,Web-Einstellungen,خيارات الوب
Web pages,Pages web,Webseiten,صفحات وِب
Web profile migrator,Migrateur de profil de Web,Web-Profilmigrator,ناقل إعدادات الوب
Web profile migrator options,Options de l’outil de migration de profil de Web,Einstellungen für den Web-Profilmigrator,خيارات ناقل إعدادات الوب
Welcome to Web,Bienvenue dans Web de GNOME,Willkommen bei »Web«,أهلا في وِب
Western (ISO-8859-15),Occidental (ISO-8859-15),Westlich (ISO-8859-15),غربي (ISO-8859-15)
Western (IBM-850),Occidental (IBM-850),Westlich (IBM-850),غربي (IBM-850)
Western (ISO-8859-1),Occidental (ISO-8859-1),Westlich (ISO-8859-1),غربي (ISO-8859-1)
Western (MacRoman),Occidental (MacRoman),Westlich (MacRoman),غربي (MacRoman)
Western (Windows-1252),Occidental (Windows-1252),Westlich (Windows-1252),غربي (Windows-1252)
When files cannot be opened by the browser they are automatically downloaded to the download folder and opened with the appropriate application.,,,ستنزل الملفات آليا إلى مجلد التنزيل عندما لا يمكن فتحها بالمتصفح ثم تفتح بالتطبيق المناسب.
"Where to accept cookies from. Possible values are ""always"", ""no-third-party"" and ""never"".",,,"من أين ستقبل الكعكات. القيم الممكنة هي ""always"" و ""no-third-party"" و ""never""."
Whether to store and prefill passwords in websites.,Indique s’il faut enregistrer et préremplir les mots de passe dans les sites web.,"Legt fest, ob Passwörter von Webseiten gespeichert und automatisch ausgefüllt werden.",إذا كان سيتم حفظ وإعادة ملء كلمات السر في المواقع.
Work,,,عمل
Yes,,,نعم
Yesterday %I:%M %p,,,الأمس %OI:%OM %p
You are about to clear personal data that is stored about the web pages you have visited. Check the types of information that you want to remove:,,,أنت على وشك محو بيانات شخصية حول الصفحات التي زرتها. تحقق من أنواع المعلومات التي تريد حذفها:
You are connected to %s,,,أنت متصل مع %s
You are currently browsing <em>incognito</em>. Pages viewed in this mode will not show up in your browsing history and all stored information will be cleared when you close the window. Files you download will be kept.,,,تتصفح الآن <em>خفية</em>. الصفحات التي تشاهدها لن تظهر في تأريخ التصفح و كل البيانات المحفوظة ستُمحى عندما تُغلق النافذة. الملفات التي تنزلها ستبقى.
You can clear stored personal data.,,,يمكنك محو البي الشخصية المخزنة.
You cannot undo this action. The data you are choosing to clear will be removed forever.,Vous ne pourrez pas annuler cette action. Les données que vous choisissez d’effacer le seront définitivement.,"Sie können diesen Schritt nicht rückgängig machen. Daten, die Sie zum Löschen auswählen, werden unwiderruflich gelöscht.",لا يمكن الاسترجاع بعد هذه العملية. ستمحى البيانات التي تختارها نهائيا.
You do not have permission to create files in this directory.,,,لا تملك التصاريح الكافية لإنشاء ملفات في هذا الدليل.
Your connection seems to be secure.,Votre connexion semble sûre.,Ihre Verbindung scheint sicher zu sein.,يبدو أن اتصّالك آمن.
Zoom,,,قرّب
Zoom Out,,,بعّد
Zoom In,,,قرّب
[Deprecated],,,[ملغاة]
About,,,عنْ
Add,Ajouter,Hinzufügen,أضف
Add Bookmark…,,,أضِف علامة…
Always accept,,,اقبل دائمًا
Armenian (ARMSCII-8),Arménien (ARMSCII-8),Armenisch (ARMSCII-8),أرمني (ARMSCII-8)
Bookmarks,,,العلامات
Cancel,Annuler,Abbrechen,ألغِ
Celtic (ISO-8859-14),Celtique (ISO-8859-14),Keltisch (ISO-8859-14),كلتي (ISO-8859-14)
Clear All,Tout effacer,Alle leeren,امسح الكل
Close,Fermer,Schließen,أغلق
Contents,,,المحتويات
Copy,Copier,Kopieren,انسخ
Copy Address,,,انسخ العنوان
Copy Audio Address,Copier l’adresse de l’audio,Audio-Adresse kopieren,انسخ عنوان الصوت
Copy E-mail Address,Copier l’adresse courriel,E-Mail-Adresse kopieren,انسخ عنوان البريد الإلكتروني
Copy Link Address,Copier l’adresse du lien,Linkadresse kopieren,انسخ عنوان الوصلة
Copy Location,,,انسخ المكان
Copy Password,Copier le mot de passe,Passwort kopieren,انسخ كلمة السر
Copy Video Address,Copier l’adresse de la vidéo,Video-Adresse kopieren,انسخ عنوان الڤديو
Delete,Supprimer,Löschen,احذف
Delete Topic,,,احذف الموضوع
Detach Tab,,,افصل اللسان
Don’t Save,,,لا تحفظ
Down,,,تحت
Download folder:,,,مجلد التنزيل:
Edit,,,تحرير
Edit Stylesheet…,,,حرّر صفحة الطراز…
Enable,Activer,Aktivieren,فعّل
Enable spell checking,,,فعّل التدقيق الإملائي
Engine:,,,المحرك:
Export Bookmarks…,,,صدّر العلامات…
File,,,ملف
Find…,,,ابحث…
Fullscreen,,,ملء الشاشة
Georgian (GEOSTD8),Géorgien (GEOSTD8),Georgisch (GEOSTD8),جورجي (GEOSTD8)
Help,Aide,Hilfe,مساعدة
History,,,التأريخ
Icelandic (MacIcelandic),Islandais (MacIcelandic),Isländisch (MacIcelandic),أيسلاندي (MacIcelandic)
Import Bookmarks…,,,استورد العلامات…
Location…,,,مكان…
Never accept,,,لا تقبل أبدا
New Topic,,,موضوع جديد
New Window,Nouvelle fenêtre,Neues Fenster,نافذة جديدة
Next Tab,,,اللسان التالي
Nordic (ISO-8859-10),Nordique (ISO-8859-10),Nordisch (ISO-8859-10),شمالي (ISO-8859-10)
Normal Size,,,حجم عادي
OK,,,موافق
Open,Ouvrir,Öffnen,افتح
Open…,,,افتح…
Page Source,Source de la page,Quelltext der Seite,مصدر الصفحة
Paste,Coller,Einfügen,ألصق
Persian (MacFarsi),Persan (MacFarsi),Persisch (MacFarsi),فارسي (MacFarsi)
Previous Tab,,,اللسان السابق
Print…,,,اطبع…
Properties,,,الخصائص
Quit,,,أنهِ
Redo,Rétablir,Wiederholen,أعد
Reload,Recharger,Neu laden,أعد التحميل
Remember passwords,,,تذكر كلمات السر
Remember previous tabs on startup,,,تذكّر الألسنة السابقة عند بدأ التشغيل
Remove,Enlever,Entfernen,أزل
Rename…,,,غيّر الاسم…
Romanian (MacRomanian),Roumain (MacRomanian),Rumänisch (MacRomanian),روماني (MacRomanian)
Save,Enregistrer,Speichern,احفظ
Save Audio As…,Enregistrer l’audio sous…,Audio speichern unter …,احفظ الصوت ك‍…
Save Image As…,Enregistrer l’image sous…,Bild speichern unter …,احفظ الصورة ك‍…
Save Link As…,Enregistrer le lien sous…,Link speichern unter …,احفظ الوصلة ك‍…
Save Video As…,Enregistrer la vidéo sous…,Video speichern unter …,احفظ الڤديو ك‍…
Stop,,,أوقف
Tell websites I do not want to be tracked,,,أخبر المواقع أنني لا أريدها أن تتعقبني
Thai (Windows-874),Thaï (Windows-874),Thai (Windows-874),تايلاندي (Windows-874)
Title,Titre,Titel,التسمية
Title:,,,التسمية:
Undo,Annuler,Rückgängig,تراجع
Up,,,أعلى
Use system fonts,,,استخدم خطوط النّظام
View,,,عرض
View Certificate…,Voir le certificat…,Zertifikat ansehen …,اعرض الشهادة…
Visual Hebrew (ISO-8859-8),Hébreu visuel (ISO-8859-8),"Hebräisch, visuell (ISO-8859-8)",عبري مرئي (ISO-8859-8)
